gene_id (Stringtie_gtf)	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DG1	DG2	DG3	S1	S2	S3	S4
MSTRG.20307_jg32709	90.24687545	-2.383190882	0.509423828	-4.678208503	2.89E-06	1.96E-05	155.0574576	193.8713008	154.4618586	19.34428367	29.92548841	20.74180598	58.32593313
MSTRG.19946_jg32367	1094.935752	2.299615115	0.491620109	4.677626225	2.90E-06	1.97E-05	383.6678118	304.6549012	325.1379453	807.3014385	2187.766957	2702.657319	953.3638889
MSTRG.22239_jg28390	270.5292423	2.548347952	0.545011045	4.675773042	2.93E-06	1.98E-05	68.58310625	74.10524624	72.53733689	194.7324556	392.2376517	269.6434777	821.8654214
MSTRG.13045_jg20537	275.4974141	3.112478249	0.665798865	4.674802573	2.94E-06	1.99E-05	76.53477075	49.40349749	28.16155432	247.606831	277.8795353	1002.866319	246.0293907
MSTRG.2113_jg8417	69.0157992	7.811777066	1.671844127	4.67255107	2.97E-06	2.01E-05	0	1.497075682	0	11.6065702	10.68767443	229.196956	230.122318
MSTRG.31217_jg955	38.28618209	4.302520683	0.920971578	4.671719284	2.99E-06	2.02E-05	0	4.491227045	5.120282604	30.95085387	117.5644188	65.33668883	44.53980348
MSTRG.36553_jg19215	117.3228941	3.242318924	0.694101218	4.671247999	2.99E-06	2.02E-05	5.96374837	28.44443795	25.60141302	104.4591318	216.959791	105.7832105	334.0485261
MSTRG.4508_jg25951	14.11982981	-7.336060178	1.570462997	-4.671272224	2.99E-06	2.02E-05	22.86103542	54.64326238	21.33451085	0	0	0	0
MSTRG.3129_jg27201	386.1172899	2.807253837	0.601026292	4.67076711	3.00E-06	2.03E-05	100.3897642	60.63156511	100.6988912	773.7713468	791.9566755	731.1486607	144.2241256
MSTRG.38776_jg12300	225.6316068	4.532486304	0.970527382	4.670127178	3.01E-06	2.03E-05	0	25.45028659	23.89465215	167.6504585	446.7447913	260.309665	655.3713941
MSTRG.20698_jg33080	97.98679672	6.776046014	1.450960702	4.670041033	3.01E-06	2.03E-05	0	4.491227045	0	20.63390258	26.71918608	239.567859	394.4954023
MSTRG.26820_jg17019	12.98502019	7.169255981	1.535551858	4.668846542	3.03E-06	2.05E-05	0	0	0	12.89618911	32.0630233	32.14979926	13.78612965
MSTRG.9660_jg24272.2	64.92137543	2.620669771	0.561625482	4.66622305	3.07E-06	2.07E-05	15.90332899	16.4678325	17.06760868	42.55742407	111.1518141	95.41230749	155.8893122
MSTRG.24894_jg36107	36.74892657	-8.715336942	1.867938779	-4.665750849	3.07E-06	2.07E-05	32.80061603	219.3215874	5.120282604	0	0	0	0
MSTRG.725_jg16076	16.2172431	7.488056909	1.604962256	4.665565735	3.08E-06	2.08E-05	0	0	0	29.66123496	24.5816512	51.85451494	7.423300581
MSTRG.5166_jg14008	18.38635252	-6.251962027	1.340583326	-4.663613151	3.11E-06	2.09E-05	48.70394502	47.15788397	30.72169562	0	0	0	2.120943023
MSTRG.1678_jg8003	994.1751182	-3.1545917	0.676613631	-4.662323597	3.13E-06	2.11E-05	1913.369269	2420.771377	1718.708194	237.2898797	463.8450704	162.8231769	42.41886046
MSTRG.29665_genb_23137	36.78287921	6.248604637	1.340501792	4.661392229	3.14E-06	2.11E-05	0	0.748537841	1.706760868	23.2131404	177.4153956	33.18688956	21.20943023
MSTRG.16378_jg2533	258.2757159	11.48122406	2.463171877	4.661154251	3.14E-06	2.12E-05	0	0	0	23.2131404	162.4526514	11.40799329	1610.856226
MSTRG.3474_jg27530	162.034558	3.130530317	0.671620517	4.661159446	3.14E-06	2.12E-05	29.81874185	37.42689204	22.18789128	125.0930344	176.3466282	142.0813709	601.287347
MSTRG.32612_jg29689	804.1576263	2.239197412	0.480455566	4.660571282	3.15E-06	2.12E-05	228.6103542	181.1461575	361.833304	1946.034937	1402.222886	884.6380249	624.6177203
MSTRG.1935_jg8249	501.9480755	-4.424646854	0.949796867	-4.658519111	3.18E-06	2.14E-05	1105.281365	493.2864371	1709.321009	110.9072264	80.15755825	7.259632092	7.423300581
MSTRG.9875_jg24467	74.08203943	3.357996812	0.720856672	4.658341865	3.19E-06	2.14E-05	15.90332899	12.72514329	6.827043472	32.24047278	211.6159538	112.0057523	127.2565814
MSTRG.16902_jg10282	612.3584309	5.636333661	1.210052697	4.657924136	3.19E-06	2.15E-05	0	27.69590011	35.84197823	69.63942121	615.6100474	1787.943675	1749.777994
MSTRG.27633_jg3838	735.9004811	3.166426513	0.679872483	4.657382952	3.20E-06	2.15E-05	48.70394502	195.3683765	152.7550977	662.8641204	771.6500941	675.1457845	2644.81595
MSTRG.15330_jg1548	817.4430297	-2.236857578	0.480423625	-4.656010781	3.22E-06	2.16E-05	1398.498993	1831.672096	1230.574586	188.2843611	208.4096515	265.4951165	599.166404
MSTRG.13176_jg20655	17.31150519	7.584307576	1.62995937	4.653065416	3.27E-06	2.19E-05	0	0	0	5.158475645	36.33809307	40.44652166	39.23744593
MSTRG.582_jg15948	15.64234219	7.436534319	1.598255744	4.652906363	3.27E-06	2.19E-05	0	0	0	19.34428367	58.78220938	19.70471568	11.66518663
MSTRG.4492_jg25933	853.4476075	3.127694582	0.67223945	4.65264956	3.28E-06	2.20E-05	129.214548	228.3040414	114.3529782	3298.845175	903.1084896	556.9174905	743.3905296
MSTRG.36079_jg18812	11.34776561	6.97473385	1.499081023	4.652673034	3.28E-06	2.20E-05	0	0	0	12.89618911	19.23781398	18.66762538	28.63273081
MSTRG.7060_jg5343	632.6276242	2.104279942	0.452350683	4.651877454	3.29E-06	2.20E-05	209.725151	181.8946953	266.2546954	412.6780516	1129.687188	842.1173227	1386.036266
MSTRG.32155_genb_25097	33.21155962	5.427753513	1.166805982	4.651804669	3.29E-06	2.20E-05	0	3.742689204	0	81.24599141	68.40111637	19.70471568	59.38640465
MSTRG.11308_jg33721	16.40634702	7.501219441	1.612695151	4.651356108	3.30E-06	2.21E-05	0	0	0	63.19132666	20.30658142	20.74180598	10.60471512
MSTRG.24404_jg35654.1	14.05504257	7.281561713	1.566078261	4.649551619	3.33E-06	2.23E-05	0	0	0	21.92352149	47.02576751	11.40799329	18.0280157
MSTRG.12444_jg34803	2136.061578	2.101250957	0.451962118	4.649174952	3.33E-06	2.23E-05	885.6166329	532.9589427	806.4445101	2576.658585	5774.550496	2321.008089	2055.193789
MSTRG.12565_jg34913	76.16098348	4.503415764	0.968781793	4.648534683	3.34E-06	2.24E-05	0	7.485378408	9.387184774	60.61208883	59.85097683	130.6733777	265.1178779
MSTRG.33756_jg30907	28.27440624	8.2910617	1.783637646	4.648400263	3.35E-06	2.24E-05	0	0	0	3.868856734	17.10027909	100.597759	76.35394883
MSTRG.36780_jg19443	1931.238894	-2.043325293	0.43964302	-4.647691878	3.36E-06	2.24E-05	3923.152469	2385.590099	3905.068866	1430.187373	775.9251639	560.0287614	538.7195279
MSTRG.38807_jg12328	11594.46485	3.739263075	0.804861978	4.645843859	3.39E-06	2.26E-05	1262.326738	2024.046322	1029.176803	46323.1113	16990.19605	11254.50392	2277.892807
MSTRG.5721_jg14539	304.0109291	2.332553942	0.502080277	4.645778874	3.39E-06	2.26E-05	101.3837223	81.59062465	93.0184673	198.6013123	417.8880704	416.9103001	818.6840069
MSTRG.30985_jg741	244.3986951	2.522632796	0.543009412	4.645652067	3.39E-06	2.26E-05	45.72207084	68.86548135	82.7779021	334.011298	297.1173493	706.2584935	176.0382709
MSTRG.27852_jg4053	13.9972042	7.275919872	1.566481217	4.644753984	3.40E-06	2.27E-05	0	0	0	20.63390258	21.37534887	10.37090299	45.600275
MSTRG.11604_jg34005	11.66307042	7.011089713	1.510450258	4.641721683	3.46E-06	2.30E-05	0	0	0	24.50275932	28.85672097	15.55635448	12.72565814
MSTRG.20489_jg32880	131.3824728	4.014606376	0.865112237	4.64056131	3.47E-06	2.32E-05	0	21.70759738	18.77436955	219.2352149	238.3351399	160.7489963	260.8759918
MSTRG.14620_jg22034	769.899499	-2.748904759	0.592412736	-4.640185113	3.48E-06	2.32E-05	682.8491883	2662.5491	1152.063586	135.4099857	268.2606283	360.907424	127.2565814
MSTRG.14629_jg22045	180.199385	-2.34271993	0.50490211	-4.639948777	3.48E-06	2.32E-05	265.3868025	335.3449527	398.5286627	29.66123496	58.78220938	57.03996644	116.6518663
MSTRG.31517_jg1256	2046.816011	2.021752741	0.435858877	4.638548959	3.51E-06	2.34E-05	844.8643524	678.1752838	710.8659015	2410.297745	3499.14461	4764.392833	1419.971354
MSTRG.12364_jg34722	258.4575774	2.276087202	0.49085112	4.637021515	3.53E-06	2.35E-05	30.81269991	119.0175167	92.16508687	385.5960545	503.3894658	350.536521	327.6856971
MSTRG.13035_jg20528	1057.071274	3.304148664	0.712575489	4.636910353	3.54E-06	2.35E-05	39.75832247	385.496988	96.43198904	1044.591318	1706.821607	1641.713943	2484.684752
MSTRG.2005_jg8313	165.8955575	-2.576407488	0.555764884	-4.635786753	3.56E-06	2.36E-05	251.4713896	494.0349749	203.9579237	20.63390258	59.85097683	54.96578584	76.35394883
MSTRG.32153_jg29254	737.7990739	2.881350258	0.622342695	4.629845069	3.66E-06	2.43E-05	149.0937092	199.8596035	128.0070651	2191.06253	1098.692932	1121.094613	276.7830645
MSTRG.32537_jg29620	203.3538081	-2.367996256	0.511527024	-4.629269119	3.67E-06	2.44E-05	504.9306953	350.3157095	276.4952606	36.10932952	59.85097683	65.33668883	130.4379959
MSTRG.4407_jg25849	10.58813092	6.874759522	1.485725284	4.627207732	3.71E-06	2.46E-05	0	0	0	12.89618911	20.30658142	19.70471568	21.20943023
MSTRG.14053_jg21492	1739.832623	-3.050672428	0.659413067	-4.626345122	3.72E-06	2.47E-05	2934.164198	4137.917184	3418.642019	389.4649112	195.5844421	133.7846486	969.2709616
MSTRG.6041_jg14846	102.98795	6.438893256	1.391828164	4.626212793	3.72E-06	2.47E-05	0	5.988302726	0	61.90170774	85.50139547	39.40943136	528.1148127
MSTRG.30598_jg377	503.311516	5.986125807	1.293984931	4.626117091	3.73E-06	2.47E-05	7.951664493	0	33.28183693	131.541129	151.764977	2246.337587	952.3034174
MSTRG.29605_jg9360	233.8802061	4.855533728	1.050371873	4.622680647	3.79E-06	2.51E-05	0	23.20467307	17.92098911	108.3279886	685.0799312	618.1058181	184.522043
MSTRG.26647_jg16850	1808.125095	2.335835003	0.505474335	4.621075379	3.82E-06	2.53E-05	633.1512853	601.0758862	402.7955648	5345.470388	2143.947491	2158.184912	1372.250136
MSTRG.18440_jg22821	106.9519345	-2.326643878	0.503606548	-4.619963515	3.84E-06	2.54E-05	260.4170122	139.2280384	192.0105976	33.5300917	22.44411631	34.22397986	66.80970523
MSTRG.12699_jg35041	115.9361573	2.705402559	0.585681449	4.619238948	3.85E-06	2.55E-05	20.87311929	40.4210434	22.18789128	92.85256162	338.7992795	163.8602672	132.5589389
MSTRG.27356_jg17543	526.6669136	-2.960563074	0.640976037	-4.618835809	3.86E-06	2.55E-05	1033.716384	1167.719032	945.5455208	261.792639	41.68193029	59.11414703	177.0987424
MSTRG.14630_jg22043	14295.51713	-3.530952269	0.764563262	-4.618260444	3.87E-06	2.56E-05	27682.72597	17408.74456	44628.38318	789.2467737	960.8219316	1816.982204	6781.715316
MSTRG.5247_jg14087	105.605379	-6.434368621	1.393491707	-4.617443065	3.88E-06	2.57E-05	315.0847055	192.3742251	220.172152	11.6065702	0	0	0
MSTRG.32450_jg29542.1	513.4794641	4.750344596	1.029300788	4.615118001	3.93E-06	2.59E-05	20.87311929	57.63741374	18.77436955	2401.270413	622.022652	434.5408352	39.23744593
MSTRG.32420_jg29509	44.34097398	2.071634854	0.448886567	4.615052014	3.93E-06	2.59E-05	9.939580616	17.96490818	18.77436955	69.63942121	53.43837217	65.33668883	75.29347732
MSTRG.20967_jg33333	445.2806684	-2.804365755	0.607705717	-4.614677266	3.94E-06	2.60E-05	824.9851912	1084.631331	707.4523798	179.2570287	53.43837217	48.74324405	218.4571314
MSTRG.9723_jg24333	71.01431123	3.409376244	0.738870592	4.614307675	3.94E-06	2.60E-05	1.987916123	13.47368113	17.06760868	54.16399428	106.8767443	130.6733777	172.8568564
MSTRG.31502_jg1242	53.56657023	-2.572257139	0.557603177	-4.61306041	3.97E-06	2.61E-05	123.2507996	74.10524624	109.2326955	11.6065702	8.550139547	24.89016717	23.33037325
MSTRG.16099_jg2278	12.89194124	7.155059612	1.551291228	4.612325193	3.98E-06	2.62E-05	0	0	0	32.24047278	9.61890699	17.63053508	30.75367383
MSTRG.16563_jg2717	70.50214102	3.015204112	0.653762565	4.612078261	3.99E-06	2.63E-05	20.87311929	5.988302726	15.36084781	99.30065617	115.4268839	184.6020732	51.96310407
MSTRG.7011_jg5296.1	621.1127176	5.257003772	1.139905362	4.611789667	3.99E-06	2.63E-05	0	50.15203533	33.28183693	162.4919828	715.0054196	1423.92498	1962.932768
MSTRG.6959_jg5250	19.38847084	-7.793225114	1.690470438	-4.610092515	4.02E-06	2.65E-05	31.80665797	92.81869226	11.09394564	0	0	0	0
MSTRG.10207_jg24790	78.04639841	3.003355302	0.651678299	4.608647102	4.05E-06	2.67E-05	12.9214548	14.97075682	18.77436955	152.1750315	47.02576751	78.81886271	221.6385459
MSTRG.24932_jg36141	109.8035185	4.288969345	0.930913745	4.607268253	4.08E-06	2.68E-05	0	5.239764886	23.04127172	220.5248338	214.8222561	159.711906	145.2845971
MSTRG.20727_jg33106	7049.774472	3.300933874	0.716474716	4.607188226	4.08E-06	2.68E-05	2238.393555	463.3449235	788.523521	5333.863817	15506.74684	20698.24818	4319.300467
MSTRG.26663_jg16865	1164.132349	4.617232773	1.00226953	4.606777554	4.09E-06	2.69E-05	54.66769339	140.7251141	46.08254343	5963.197846	890.2832803	147.2668224	906.7031424
MSTRG.30848_jg617	205.8730934	-6.708793339	1.456752266	-4.605308326	4.12E-06	2.71E-05	530.7736049	477.5671424	414.7428909	0	0	0	18.0280157
MSTRG.27241_jg17433	132.4569536	-2.607727273	0.566397006	-4.604062605	4.14E-06	2.72E-05	134.1843383	375.0174582	251.747228	27.08199714	24.5816512	44.59488285	69.99111976
MSTRG.2432_jg26536	262.9180675	2.010624448	0.436740439	4.603705697	4.15E-06	2.72E-05	90.45018361	81.59062465	116.9131195	190.8635989	410.4066982	375.4266882	574.7755593
MSTRG.24750_jg35983	595.2794344	-2.021327023	0.439114318	-4.603190875	4.16E-06	2.73E-05	911.4595425	1208.888613	1015.522716	439.7600488	270.3981632	158.6748157	162.2521413
MSTRG.3320_jg27382	3082.268278	2.461750318	0.534934871	4.601962693	4.19E-06	2.75E-05	801.1301977	1012.771699	771.4559123	3628.987617	9193.537548	1774.461501	4393.533472
MSTRG.27751_jg3951	412.684275	3.440211818	0.747634758	4.601460513	4.20E-06	2.75E-05	82.49851912	65.87132999	38.40211953	873.072003	227.6474654	188.7504344	1412.548053
MSTRG.35115_jg17893	271.6664863	-2.089541799	0.454327489	-4.599197389	4.24E-06	2.78E-05	524.8098565	545.6840859	377.1941518	150.8854126	147.4899072	106.8203008	48.78168953
MSTRG.14600_jg22016	91.28083119	-3.476047658	0.756019404	-4.597828626	4.27E-06	2.79E-05	353.8490699	134.7368113	81.92452166	20.63390258	30.99425586	6.222541793	10.60471512
MSTRG.32812_jg29881	530.2465057	3.315203376	0.721146351	4.597129792	4.28E-06	2.80E-05	97.40789004	106.2923734	56.32310864	1848.0239	984.3348153	422.0957516	197.2477011
MSTRG.4519_jg25959	149.6780324	2.385578625	0.518929152	4.597118157	4.28E-06	2.80E-05	43.73415471	44.16373261	43.52240213	363.672533	244.7477445	218.8260531	89.07960697
MSTRG.21962_jg28122	606.4753857	4.554234334	0.990746576	4.596770197	4.29E-06	2.80E-05	56.65560951	51.64911102	23.04127172	2200.089863	1148.925002	736.3341122	28.63273081
MSTRG.3760_jg25236	1570.18864	2.117595355	0.460696222	4.596511222	4.30E-06	2.81E-05	688.8129367	345.8244825	585.4189777	1942.16608	2732.838353	3553.071364	1143.188289
MSTRG.15008_jg22403	13.8715014	7.263532339	1.580247538	4.596452242	4.30E-06	2.81E-05	0	0	0	18.05466476	36.33809307	34.22397986	8.483772092
MSTRG.9445_jg24064	102.0195731	5.341761617	1.162527057	4.594956811	4.33E-06	2.83E-05	10.93353868	2.245613522	0	286.2953983	37.40686052	59.11414703	318.1414535
MSTRG.17535_jg10875	285.352467	6.108669383	1.329716132	4.593965008	4.35E-06	2.84E-05	0	18.71344602	2.560141302	143.1476992	227.6474654	53.92869554	1551.469821
MSTRG.20437_jg32826	157.5605412	-2.38791502	0.519928368	-4.592776944	4.37E-06	2.85E-05	294.2115862	341.3332554	243.2134237	72.21865904	22.44411631	41.48361195	88.01913546
MSTRG.19472_jg23802	771.6818888	5.888825881	1.282883161	4.590305697	4.43E-06	2.88E-05	0	30.69005147	36.69535866	3987.501674	607.0599078	628.4767211	111.3495087
MSTRG.869_jg16217	74.76226981	2.305135943	0.502192525	4.590143877	4.43E-06	2.88E-05	30.81269991	18.71344602	19.62774998	162.4919828	59.85097683	112.0057523	119.8332808
MSTRG.28338_jg4510	49.12364061	6.741503315	1.469268457	4.588340056	4.47E-06	2.91E-05	0	2.245613522	0	65.77056448	100.4641397	170.082809	5.302357558
MSTRG.21910_jg28071	3513.294258	2.220969094	0.484199518	4.586888278	4.50E-06	2.93E-05	1121.184694	988.8184877	1297.99164	10089.97836	2935.904167	4942.772364	3216.410095
MSTRG.13608_jg21063	150.2122582	-2.117360726	0.46162735	-4.586731544	4.50E-06	2.93E-05	378.6980215	172.9122412	252.6006085	78.66675359	34.20055819	59.11414703	75.29347732
MSTRG.32559_jg29642	97.1544669	4.068799196	0.887369515	4.585236619	4.53E-06	2.95E-05	0	13.47368113	15.36084781	239.8691175	198.7907445	119.2653844	93.32149302
MSTRG.26867_jg17064	183.5022244	-5.597850734	1.220881496	-4.58508934	4.54E-06	2.95E-05	289.2417959	574.1285239	386.5813366	15.47542694	0	0	19.08848721
MSTRG.18675_jg23052	2689.944468	-3.033219283	0.661665233	-4.584220437	4.56E-06	2.96E-05	4254.140504	5143.952042	6794.615015	161.2023639	658.3607451	389.9459524	1427.394655
MSTRG.26196_jg37354	447.4892582	2.750259758	0.600470689	4.580173204	4.65E-06	3.01E-05	76.53477075	108.5379869	128.8604455	1503.695651	519.4209775	516.4709688	278.9040075
MSTRG.18880_jg23247	87.48532383	2.88033615	0.629129357	4.578289211	4.69E-06	3.04E-05	11.92749674	16.4678325	28.16155432	59.32246992	92.98276757	210.5293307	193.0058151
MSTRG.16065_jg2245	21.27816625	7.880896679	1.721983019	4.576640184	4.73E-06	3.06E-05	0	0	0	14.18580802	6.41260466	45.63197315	82.7167779
MSTRG.20051_jg32467	21.14075976	7.87180432	1.720233874	4.576008203	4.74E-06	3.07E-05	0	0	0	9.027332379	9.61890699	48.74324405	80.59583488
MSTRG.4697_jg26136	40.239781	8.799587443	1.923165263	4.575575282	4.75E-06	3.08E-05	0	0	0	3.868856734	9.61890699	51.85451494	216.3361884
MSTRG.13521_jg20982	274.9239611	2.495451924	0.545507865	4.574548023	4.77E-06	3.09E-05	63.61331595	84.58477601	77.65761949	162.4919828	366.5872331	383.7234106	785.8093901
MSTRG.738_jg16088	11.42411772	6.983509275	1.526804413	4.573938362	4.79E-06	3.10E-05	0	0	0	15.47542694	32.0630233	19.70471568	12.72565814
MSTRG.32120_jg29224	426.9051943	3.207133418	0.701251575	4.573442021	4.80E-06	3.10E-05	73.55289656	99.55553283	51.20282604	1680.373441	323.8365353	259.2725747	500.5425534
MSTRG.13277_jg20753	356.7465213	4.3159112	0.943872547	4.57255719	4.82E-06	3.12E-05	27.83082573	39.67250556	23.04127172	1759.040195	425.3694425	113.0428426	109.2285657
MSTRG.10356_jg24933	41.30146548	5.758664318	1.259622928	4.571736659	4.84E-06	3.13E-05	0	3.742689204	0	23.2131404	48.09453495	53.92869554	160.1311982
MSTRG.19656_jg32102	11.73809287	-7.067214956	1.545837691	-4.571770371	4.84E-06	3.13E-05	33.7945741	20.2105217	28.16155432	0	0	0	0
MSTRG.9532_jg24146	90.06414503	4.057124886	0.888123856	4.568197172	4.92E-06	3.18E-05	0	8.233916249	18.77436955	94.14218053	162.4526514	137.9330097	208.9128878
MSTRG.18166_jg22558	18.93930869	-3.609724098	0.790226073	-4.567963804	4.92E-06	3.18E-05	43.73415471	48.65495965	27.30817389	1.289618911	2.137534887	4.148361195	5.302357558
MSTRG.12881_jg20375	355.9620741	3.064883249	0.671159358	4.566550722	4.96E-06	3.20E-05	44.72811277	62.87717863	97.28536947	233.421023	270.3981632	500.9146143	1282.110057
MSTRG.31914_jg29028	21.76688555	-3.120504686	0.683495135	-4.565511187	4.98E-06	3.21E-05	59.6374837	32.18712715	40.1088804	7.737713468	5.343837217	3.111270897	4.241886046
MSTRG.9682_jg24293	70.92335811	2.049498149	0.448909017	4.565508979	4.98E-06	3.21E-05	25.8429096	25.45028659	24.74803259	158.6231261	104.7392094	89.1897657	67.87017674
MSTRG.22932_jg12923	17.64195185	7.610474443	1.667268151	4.564637332	5.00E-06	3.22E-05	0	0	0	12.89618911	75.88248848	12.44508359	22.26990174
MSTRG.32949_jg30012	17.23613889	-4.526890153	0.991947723	-4.563637829	5.03E-06	3.24E-05	24.84895154	63.62571647	25.60141302	1.289618911	1.068767443	1.037090299	3.181414535
MSTRG.25904_jg37078	313.557781	2.721145847	0.596316995	4.563253886	5.04E-06	3.24E-05	79.51664493	88.32746522	56.32310864	212.7871204	377.2749075	331.8688956	1048.806325
MSTRG.15339_jg1557	251.6294619	4.572438007	1.00206972	4.562993887	5.04E-06	3.25E-05	0	38.17542988	15.36084781	180.5466476	345.2118842	484.3211696	697.7902546
MSTRG.38119_jg11678	75.43355027	3.007067386	0.659030634	4.562864355	5.05E-06	3.25E-05	16.89728705	18.71344602	9.387184774	198.6013123	120.7707211	125.4879262	38.17697442
MSTRG.8018_jg6270	445.38466	-3.697063484	0.810403885	-4.562001186	5.07E-06	3.26E-05	473.1240373	1621.332963	732.2004124	143.1476992	12.82520932	30.07561867	104.9866796
MSTRG.26438_jg16650	3647.595775	2.058017188	0.451128133	4.561934929	5.07E-06	3.26E-05	987.9943133	1601.122441	1307.378825	8352.861689	4625.625495	6233.949786	2424.237875
MSTRG.24729_jg35963	524.1186114	2.080151625	0.456079577	4.56094009	5.09E-06	3.27E-05	142.1360028	258.9940929	151.0483368	1351.520619	638.0541637	573.5109353	553.566129
MSTRG.29071_jg8848	2317.863934	2.137099975	0.468749968	4.559146926	5.14E-06	3.30E-05	419.450302	1044.958826	898.609597	2558.60392	2099.059259	3786.416681	5417.948952
MSTRG.21972_jg28131	11.62860526	7.00865656	1.537402352	4.558765344	5.15E-06	3.30E-05	0	0	0	16.76504585	35.26932563	14.51926418	14.84660116
MSTRG.38045_jg11608	462.9134432	2.275810794	0.499569456	4.555544315	5.23E-06	3.35E-05	244.5136832	71.11109488	119.4732608	1043.301699	550.4152333	541.361136	670.2179953
MSTRG.30475_jg259	717.8025413	2.656232103	0.583156707	4.554919923	5.24E-06	3.36E-05	167.9789124	243.2747983	122.8867825	600.9624127	454.2261634	1439.481335	1995.807385
MSTRG.9409_jg24032	1956.528098	-2.799450006	0.61483357	-4.553183402	5.28E-06	3.39E-05	4923.074279	3330.244854	3240.285508	1165.815496	511.9396054	355.7219725	168.6149703
MSTRG.29130_jg8906	993.0241822	2.608896178	0.573335099	4.550386293	5.35E-06	3.43E-05	299.1813766	162.4327115	299.5365323	3043.500631	1388.328909	1179.17167	579.0174453
MSTRG.38809_jg12330	16204.46755	3.617087314	0.794994554	4.54982653	5.37E-06	3.44E-05	1968.036962	3093.706896	1472.081249	62750.27699	24472.63692	16433.73288	3240.800939
MSTRG.31867_jg28984	22.87833843	7.98465487	1.756132701	4.546726376	5.45E-06	3.49E-05	0	0	0	28.37161605	44.88823262	3.111270897	83.77724941
MSTRG.26020_jg37186	49.67906974	2.942369679	0.647182931	4.546426577	5.46E-06	3.49E-05	4.969790308	11.22806761	14.50746738	98.01103726	87.63893036	98.52357839	32.87461686
MSTRG.10684_jg3057	9.665065901	6.740776385	1.483011071	4.545331128	5.48E-06	3.51E-05	0	0	0	18.05466476	17.10027909	16.59344478	15.90707267
MSTRG.18050_jg11374	23.79441073	-5.942326242	1.307650594	-4.544276789	5.51E-06	3.53E-05	50.69186114	41.16958124	70.83057602	3.868856734	0	0	0
MSTRG.21653_jg27834	54.24063878	3.751814491	0.825662128	4.544007005	5.52E-06	3.53E-05	0.993958062	5.239764886	13.65408694	56.7432321	116.4956513	50.81742464	135.7403535
MSTRG.12573_jg34920	111.3430542	-2.642620764	0.58156365	-4.54399233	5.52E-06	3.53E-05	158.0393318	233.5438063	250.0404672	65.77056448	25.65041864	13.48217389	32.87461686
MSTRG.36910_jg19562	11.34926226	-7.019036846	1.545164478	-4.542582323	5.56E-06	3.55E-05	31.80665797	25.45028659	22.18789128	0	0	0	0
MSTRG.32507_jg29594.1	421.1306507	2.499165657	0.550419253	4.540476455	5.61E-06	3.58E-05	108.3414287	162.4327115	74.24409776	1032.984748	790.8879081	536.1756845	242.8479761
MSTRG.14304_jg21729	1913.759829	-2.026515233	0.446471963	-4.538952944	5.65E-06	3.61E-05	4687.506219	2113.122325	3293.195095	496.5032809	620.9538846	1296.362874	888.6751267
MSTRG.2211_jg8506	174.7204109	2.229522895	0.4914703	4.536434641	5.72E-06	3.65E-05	58.64352564	54.64326238	55.46972821	109.6176075	409.3379308	291.422374	243.9084477
MSTRG.26176_jg37336	105.8254885	2.513539937	0.554351094	4.534202177	5.78E-06	3.68E-05	29.81874185	38.17542988	17.92098911	147.0165559	74.81372104	172.1569896	260.8759918
MSTRG.21657_jg27837	60.82163473	-6.015412739	1.327437002	-4.531599414	5.85E-06	3.73E-05	143.1299609	126.5028951	147.6348151	0	0	0	8.483772092
MSTRG.7862_genb_17351	18.38462936	7.670293548	1.69263005	4.531582992	5.85E-06	3.73E-05	0	0	0	9.027332379	23.51288375	15.55635448	80.59583488
MSTRG.12232_jg34594	24.08879128	8.059248353	1.778886547	4.530501604	5.88E-06	3.74E-05	0	0	0	21.92352149	54.50713961	3.111270897	89.07960697
MSTRG.30536_jg321	2997.684124	2.164620867	0.477922542	4.529229478	5.92E-06	3.76E-05	1130.130316	988.8184877	888.3690318	2374.188416	7065.621568	6120.906944	2415.754103
MSTRG.9547_jg24165	34.96446606	5.508801596	1.21626751	4.529268069	5.92E-06	3.76E-05	0	3.742689204	0	92.85256162	52.36960472	78.81886271	16.96754418
MSTRG.4009_genb_479	28.5820895	-3.056295582	0.674965807	-4.528074681	5.95E-06	3.78E-05	69.57706432	57.63741374	45.229163	7.737713468	3.20630233	12.44508359	4.241886046
MSTRG.458_jg15828	13.76003231	-7.297900181	1.611788283	-4.527828038	5.96E-06	3.79E-05	16.89728705	23.95321091	55.46972821	0	0	0	0
MSTRG.3329_jg27390	229.1316557	-3.035453531	0.670507877	-4.527096004	5.98E-06	3.80E-05	441.3173794	536.7016319	401.9421844	18.05466476	20.30658142	93.3381269	92.2610215
MSTRG.26102_jg37268	61.2484005	-4.550838045	1.006038683	-4.52352193	6.08E-06	3.86E-05	160.0272479	57.63741374	187.7436955	12.89618911	2.137534887	8.296722391	0
MSTRG.15481_jg1682	84.50157374	-4.884082208	1.079846276	-4.522942122	6.10E-06	3.87E-05	163.0091221	314.3858931	88.75156513	1.289618911	7.481372104	16.59344478	0
MSTRG.32309_jg29403	88.06675231	4.230942049	0.935450121	4.52289433	6.10E-06	3.87E-05	0	8.98245409	14.50746738	83.82522924	284.2921399	92.3010366	132.5589389
MSTRG.5217_genb_30481	10.16274001	6.813012116	1.506735663	4.521703628	6.13E-06	3.89E-05	0	0	0	19.34428367	23.51288375	15.55635448	12.72565814
