gene_id (Stringtie_gtf)	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DG1	DG2	DG3	S1	S2	S3	S4
MSTRG.24347_jg35602	497.8642685	-2.867673204	0.390538829	-7.342863226	2.09E-13	4.82E-12	1061.54721	907.2278631	978.8273578	64.48094557	137.8710002	188.7504344	146.3450686
MSTRG.25705_jg36888	1622.045404	-4.210631494	0.573574313	-7.341039163	2.12E-13	4.89E-12	4240.225091	2611.648527	3739.513062	232.131404	336.6617447	137.9330097	56.20499011
MSTRG.25949_jg37123	1397.94663	26.98495755	3.67812869	7.33659962	2.19E-13	5.05E-12	0	0	0	0	32.0630233	828.6351488	8924.928241
MSTRG.8986_jg7188	18674.71121	-3.178078151	0.43319242	-7.336412199	2.19E-13	5.05E-12	41231.36831	38606.58768	34099.37538	7420.467216	3542.964075	2200.705614	3621.510212
MSTRG.617_jg15981	505.4060423	-5.585918755	0.761422255	-7.336164284	2.20E-13	5.06E-12	1297.11527	1175.20441	969.440173	50.29513754	33.13179074	3.111270897	9.544243604
MSTRG.10833_jg3210.1	872.4801611	5.112844252	0.696950538	7.336021671	2.20E-13	5.06E-12	61.62539982	18.71344602	49.49606517	3247.260419	1117.930746	1157.392774	454.9422785
MSTRG.20316_genb_37483	203.1254318	-3.45657262	0.471347963	-7.333377655	2.24E-13	5.15E-12	443.3052955	294.9239093	529.0958691	59.32246992	29.92548841	19.70471568	45.600275
MSTRG.18202_jg22594	1294.6195	26.94353661	3.678131261	7.325333084	2.38E-13	5.47E-12	0	0	0	2362.581846	6688.346661	11.40799329	0
MSTRG.36522_jg19182	872.496644	3.930893516	0.536847337	7.322181272	2.44E-13	5.59E-12	48.70394502	84.58477601	152.7550977	1169.684353	887.076978	1176.060399	2588.61096
MSTRG.12815_jg35151	8715.188619	-2.002296533	0.273539741	-7.31994747	2.48E-13	5.68E-12	17693.44746	15628.72158	12449.96715	4961.163952	3304.628935	2961.929894	4006.461371
MSTRG.16211_jg2379	7371.489727	5.040308982	0.688755605	7.317993417	2.52E-13	5.76E-12	536.7373533	324.8654229	288.4425867	2892.615218	26069.37548	15002.54826	6485.843765
MSTRG.22292_jg28439	3414.378655	-2.831485809	0.386928719	-7.317848657	2.52E-13	5.76E-12	4372.421513	6730.852265	9026.20485	1194.187112	634.8478614	734.2599316	1207.877052
MSTRG.4076_jg25534	337.5785068	2.642457985	0.361111146	7.31757526	2.52E-13	5.77E-12	76.53477075	90.57307874	86.19142383	394.6233869	706.4552801	651.2927077	357.3788994
MSTRG.10821_jg3197	48.11885723	-5.652957233	0.773197124	-7.31114622	2.65E-13	6.04E-12	131.2024641	84.58477601	112.6462173	0	1.068767443	4.148361195	3.181414535
MSTRG.6164_jg14963	816.9664494	3.977488556	0.544078184	7.31050917	2.66E-13	6.06E-12	75.54081268	85.33331385	98.99213034	662.8641204	1111.518141	874.2671219	2810.249506
MSTRG.29625_jg9380.1	392.5497963	-3.583685909	0.490352912	-7.308381011	2.70E-13	6.15E-12	1268.290487	541.9413967	663.0765972	38.68856734	111.1518141	66.37377913	58.32593313
MSTRG.23802_jg13745	93.0584396	4.823154491	0.660020211	7.307586054	2.72E-13	6.18E-12	3.975832247	6.736840567	5.973663038	64.48094557	120.7707211	242.6791299	206.7919448
MSTRG.16022_jg2202	121.0642237	2.807481205	0.384338756	7.304704925	2.78E-13	6.31E-12	24.84895154	31.43858931	25.60141302	123.8034155	195.5844421	247.8645814	198.3081727
MSTRG.13885_jg21334	172.3744059	2.296528554	0.31442702	7.303852435	2.80E-13	6.34E-12	62.61935788	61.38010295	35.84197823	292.7434929	247.9540469	271.7176583	234.3642041
MSTRG.20951_jg33318	394.1135805	12.09101146	1.655611246	7.303049852	2.81E-13	6.38E-12	0	0	0	105.7487507	151.764977	298.6820061	2202.599329
MSTRG.20656_jg33036	231.787787	-2.553220112	0.349739717	-7.300343613	2.87E-13	6.50E-12	393.6073924	569.6372969	358.4197823	90.27332379	88.7076978	50.81742464	71.05159127
MSTRG.10104_jg24691	2637.426606	-4.311513306	0.590768143	-7.298147938	2.92E-13	6.60E-12	8353.22355	2590.689467	6356.830853	117.3553209	246.8852794	256.1613038	540.8404709
MSTRG.19106_jg23461	1020.00259	2.153217944	0.295053455	7.297721497	2.93E-13	6.61E-12	427.4019665	297.9180606	305.5101954	1283.170817	1485.586746	2072.106417	1268.323928
MSTRG.18364_jg22747	1128.228404	3.705499307	0.5078984	7.295749123	2.97E-13	6.71E-12	78.52268687	166.1754007	184.3301737	913.0501892	3143.245051	1895.801066	1516.474262
MSTRG.30628_jg408	7124.605225	3.773480515	0.517385012	7.293370362	3.02E-13	6.81E-12	725.589385	1041.964674	825.2188797	17939.88868	15344.29418	10196.67182	3798.608954
MSTRG.28018_jg4208	987.2791306	-3.770228197	0.517043214	-7.291901518	3.06E-13	6.88E-12	2331.825613	2247.859136	1716.148053	134.1203668	79.08879081	94.3752172	307.5367383
MSTRG.27500_jg3712	101.1966033	10.12994632	1.389359289	7.291091941	3.07E-13	6.92E-12	0	0	0	100.5902751	86.57016291	164.8973575	356.3184279
MSTRG.33874_jg31020	171.7216733	7.145599043	0.980120288	7.290532731	3.09E-13	6.94E-12	0	5.988302726	0	174.098553	240.4726748	238.5307687	542.9614139
MSTRG.32222_jg29318	624.2273843	2.079673107	0.285367435	7.287702974	3.15E-13	7.09E-12	225.62848	218.5730495	214.1984889	1128.416547	921.2775362	1046.424112	615.0734767
MSTRG.28604_jg4767	636.8318226	-5.568119654	0.764223648	-7.285981881	3.19E-13	7.17E-12	1490.937092	1767.297842	1076.966108	81.24599141	20.30658142	6.222541793	14.84660116
MSTRG.6756_jg5064	417.4645412	-2.52873258	0.347240019	-7.282376574	3.28E-13	7.35E-12	799.1422816	1051.695666	523.122206	114.7760831	166.7277212	114.0799329	152.7078977
MSTRG.35217_jg17990	435.2931913	2.538692209	0.348675716	7.280955041	3.31E-13	7.43E-12	90.45018361	91.32161658	166.4091846	870.4927652	674.3922568	555.8804002	598.1059325
MSTRG.27042_jg17232	133.851216	-3.768875947	0.517737761	-7.279507562	3.35E-13	7.50E-12	308.1269991	276.9590011	267.9614563	30.95085387	30.99425586	13.48217389	8.483772092
MSTRG.17340_jg10695	7375.017404	-4.478670355	0.61535982	-7.27813258	3.38E-13	7.57E-12	11162.14903	14050.80381	23499.53701	184.4155043	833.6386058	585.9560188	1308.621845
MSTRG.22330_jg28476	167.3867439	2.361996235	0.324623182	7.276116938	3.44E-13	7.67E-12	48.70394502	42.66665693	58.02986951	180.5466476	301.392419	256.1613038	284.2063651
MSTRG.31343_jg1084	208.1665267	-3.269991091	0.449476318	-7.275113193	3.46E-13	7.73E-12	441.3173794	345.8244825	492.4005104	70.92904012	49.16330239	35.26107016	22.26990174
MSTRG.24111_jg35386	326.5495343	3.630234986	0.499116471	7.273322355	3.51E-13	7.82E-12	16.89728705	44.16373261	69.12381515	370.1206276	526.9023496	664.7748816	593.8640465
MSTRG.1262_jg7603	1897.768771	-7.280723584	1.001099674	-7.272725953	3.52E-13	7.85E-12	4526.485013	4540.630542	4103.906507	69.63942121	30.99425586	0	12.72565814
MSTRG.799_jg16147	132.8389261	-3.017410448	0.414910489	-7.272437144	3.53E-13	7.86E-12	312.1028314	258.2455551	227.8525759	37.39894843	49.16330239	21.77889628	23.33037325
MSTRG.16084_jg2261	731.3022002	3.908670085	0.537568575	7.271016698	3.57E-13	7.94E-12	51.68581921	126.5028951	64.85691298	1394.078043	1202.363374	1804.53712	475.0912372
MSTRG.28049_jg4236	11446.08093	-2.379063629	0.327214509	-7.270654456	3.58E-13	7.94E-12	31414.04454	16318.12493	16044.40554	3372.353453	4322.095541	3988.649289	4662.893236
MSTRG.9365_jg23992	755.6903641	4.826473985	0.663821757	7.270737868	3.58E-13	7.94E-12	22.86103542	83.08770033	29.86831519	996.8754185	2251.893003	1476.816586	428.4304907
MSTRG.18404_jg22784	52.03337513	-3.63476017	0.499920085	-7.270682407	3.58E-13	7.94E-12	137.1662125	110.7836004	81.07114123	7.737713468	8.550139547	7.259632092	11.66518663
MSTRG.2007_jg8316	1248.383126	-2.51697899	0.346470563	-7.264625787	3.74E-13	8.29E-12	2550.496386	2408.046234	2130.037563	217.945596	449.9510937	508.1742464	474.0307657
MSTRG.31280_jg1019	1330.200372	3.244832866	0.446698876	7.264027383	3.76E-13	8.32E-12	228.6103542	280.7016903	173.2362281	2100.789207	1033.498118	2010.918089	3483.648915
MSTRG.35262_jg18035	1850.962892	8.815755821	1.213716697	7.26343787	3.77E-13	8.35E-12	0	11.97660545	9.387184774	851.1484815	9147.580548	2719.250764	217.3966599
MSTRG.23684_jg13631.2	761.9477364	-2.982200092	0.410954111	-7.256771527	3.96E-13	8.76E-12	1490.937092	1730.619488	1341.514042	259.2134012	114.3581164	124.4508359	272.5411785
MSTRG.37581_jg20202	339.5000913	2.325307366	0.320684106	7.251083934	4.13E-13	9.13E-12	120.2689255	112.2806761	76.80423906	691.2357365	516.2146751	438.6891964	421.0071901
MSTRG.18710_jg23086.1	1583.081059	2.58996929	0.357193676	7.250882256	4.14E-13	9.14E-12	629.175453	297.9180606	301.2432932	2776.549516	2476.334166	2633.172269	1967.174654
MSTRG.32792_jg29862	416.8965939	12.17200225	1.678736218	7.250693775	4.15E-13	9.15E-12	0	0	0	673.1810717	96.1890699	76.74468211	2072.161334
MSTRG.640_jg16001	573.2576926	2.179087841	0.300748968	7.245537229	4.31E-13	9.49E-12	174.9366188	222.3157387	172.3828477	1200.635206	806.9194197	764.3355503	671.2784668
MSTRG.16670_jg2820	106.5461616	3.048483443	0.421105861	7.239232993	4.51E-13	9.92E-12	14.90937092	18.71344602	28.16155432	223.1040717	189.1718375	128.5991971	143.1636541
MSTRG.17251_jg10610	5828.59496	3.292740564	0.454969673	7.237274834	4.58E-13	1.01E-11	812.0637364	863.8126683	1224.600923	12229.45614	9395.534595	12528.05081	3746.64585
MSTRG.8196_jg6434	37.19211716	-8.732009658	1.20690641	-7.235034621	4.65E-13	1.02E-11	80.51060299	80.84208681	98.99213034	0	0	0	0
MSTRG.28309_jg4482	1413.5402	-3.456684112	0.47791843	-7.232790982	4.73E-13	1.04E-11	1782.166805	4540.630542	2500.404672	247.606831	401.8565587	138.9701	283.1458936
MSTRG.8615_jg6837	895.78806	-5.24351792	0.725291	-7.229536723	4.85E-13	1.06E-11	2016.740907	1925.987864	2114.676715	41.26780516	33.13179074	9.33381269	129.3775244
MSTRG.15485_jg1686	11939.00049	-6.675420668	0.923493138	-7.228446425	4.89E-13	1.07E-11	32331.46783	26829.84183	23334.83459	857.596576	86.57016291	88.1526754	44.53980348
MSTRG.2709_jg26804	1309.281608	3.500881933	0.48442378	7.226899422	4.94E-13	1.08E-11	154.0634996	190.8771494	224.4390541	796.9844872	1936.606607	3023.118221	2838.882236
MSTRG.27030_jg17221	1023.275457	-4.224707008	0.584686684	-7.225591283	4.99E-13	1.09E-11	2298.031039	2696.98184	1691.40002	67.06018339	73.74495359	67.41086943	268.2992924
MSTRG.15998_jg2179	60.92970874	9.396086179	1.300612215	7.224356399	5.03E-13	1.10E-11	0	0	0	154.7542694	115.4268839	74.67050152	81.65630639
MSTRG.19683_jg32126	71.38238443	-6.856633414	0.949979471	-7.217664826	5.29E-13	1.15E-11	90.45018361	173.6607791	229.5593367	3.868856734	2.137534887	0	0
MSTRG.13817_jg21269	1425.385823	-4.055142691	0.561947204	-7.216234303	5.34E-13	1.16E-11	3789.962089	2513.590069	2933.921932	45.1366619	190.2406049	232.3082269	272.5411785
MSTRG.19450_jg23781	36.08504124	-8.688403313	1.204224876	-7.214934256	5.40E-13	1.17E-11	81.50456105	82.33916249	88.75156513	0	0	0	0
MSTRG.29508_jg9266	3198.677781	8.770235228	1.215631435	7.214551201	5.41E-13	1.18E-11	28.82478379	9.730991931	0	300.4812063	3132.557376	7981.44694	10937.70317
MSTRG.1980_jg8290	2396.143478	-4.435266845	0.614790468	-7.214273925	5.42E-13	1.18E-11	7480.528372	3764.396801	4553.637996	493.924043	262.9167911	85.04140451	132.5589389
MSTRG.20884_jg33254	40.03255182	-5.786947032	0.802320348	-7.212763637	5.48E-13	1.19E-11	85.4803933	100.3040707	87.8981847	1.289618911	0	2.074180598	3.181414535
MSTRG.26147_jg37309	529.7796617	6.591712409	0.914363489	7.209072197	5.63E-13	1.22E-11	0	17.21637034	11.09394564	511.9787078	365.5184656	995.6066869	1807.043456
MSTRG.23596_jg13550	300.7845478	2.092357027	0.29029565	7.207676121	5.69E-13	1.23E-11	131.2024641	98.80699499	85.3380434	487.4759485	516.2146751	441.8004673	344.6532413
MSTRG.12979_jg20471	944.2135648	-2.925225291	0.406067412	-7.203792282	5.86E-13	1.27E-11	2307.970619	1413.239443	1901.331607	273.3992092	119.7019537	329.794715	264.0574064
MSTRG.2584_jg26688	27776.52533	-3.143425828	0.43636803	-7.203611664	5.86E-13	1.27E-11	46527.17687	75479.56172	46936.77725	4757.404164	3684.041377	10751.51513	6299.200779
MSTRG.5848_jg14663	958.469385	-2.234125174	0.310319578	-7.199433527	6.05E-13	1.30E-11	1645.99455	1833.169172	1749.42989	236.0002608	344.1431168	508.1742464	392.3744593
MSTRG.37836_jg11404.1	313.3479788	4.572387946	0.635324394	7.196934342	6.16E-13	1.33E-11	28.82478379	18.71344602	19.62774998	1111.651502	372.9998377	186.6762538	454.9422785
MSTRG.19644_jg32088	1806.017509	4.350546559	0.604685498	7.194726142	6.26E-13	1.35E-11	176.924535	151.9531817	119.4732608	4508.507714	3535.482703	3520.921565	628.8596063
MSTRG.31812_jg28930	283.7379491	4.121073351	0.572983371	7.192308816	6.37E-13	1.37E-11	17.89124511	50.90057317	12.80070651	530.0333726	651.9481404	452.1713703	270.4202354
MSTRG.13219_jg20697	1031.076812	-4.153145926	0.577605763	-7.190277858	6.47E-13	1.39E-11	1809.003672	2884.864838	2019.951487	211.4975015	143.2148374	117.1912038	31.81414535
MSTRG.18002_jg11326	731.92745	5.069760841	0.705154057	7.189579057	6.50E-13	1.40E-11	57.64956758	31.43858931	23.04127172	1378.602616	237.2663724	1087.907723	2307.586009
MSTRG.19967_jg32384	526.9047391	-7.787418443	1.083972589	-7.184147015	6.76E-13	1.45E-11	1358.74067	798.6898761	1508.776607	5.158475645	0	0	16.96754418
MSTRG.31426_jg1165	157.6940302	-2.265334485	0.315363118	-7.183257519	6.81E-13	1.46E-11	322.042412	294.9239093	246.6269454	78.66675359	51.30083728	46.66906345	63.62829069
MSTRG.25263_jg36451	800.4842596	3.569869566	0.497172512	7.180343808	6.95E-13	1.49E-11	107.3474707	77.0993976	148.4881955	2483.806023	1005.710164	828.6351488	952.3034174
MSTRG.8430_jg6658	823.6520233	-7.258899778	1.011611895	-7.17557772	7.20E-13	1.54E-11	1998.849662	3127.391099	589.6858799	9.027332379	0	33.18688956	7.423300581
MSTRG.25449_jg36637	51.93869826	9.166427378	1.277788279	7.173666817	7.30E-13	1.56E-11	0	0	0	104.4591318	111.1518141	69.48505002	78.47489185
MSTRG.10843_genb_12952	193.4928042	7.034533947	0.981177119	7.169484301	7.53E-13	1.61E-11	0	0	7.680423906	216.6559771	398.6502564	246.8274911	484.6354808
MSTRG.34230_jg31356	407.5810574	12.13921118	1.69356525	7.167843801	7.62E-13	1.62E-11	0	0	0	2053.073307	634.8478614	106.8203008	58.32593313
MSTRG.19069_jg23426.1	3930.630488	-2.267357431	0.31638699	-7.166405404	7.70E-13	1.64E-11	6807.618764	7561.729268	7176.92945	2024.701691	899.9021873	1600.230331	1443.301727
MSTRG.814_jg16163	63.51041476	9.458565469	1.320119413	7.16493173	7.78E-13	1.65E-11	0	0	0	60.61208883	97.25783735	124.4508359	162.2521413
MSTRG.23482_jg13447	851.566107	26.35256821	3.678149356	7.164627008	7.80E-13	1.66E-11	0	0	0	0	9.61890699	800.6337107	5150.710132
MSTRG.24822_jg36047	496.2424412	-4.717498615	0.658518215	-7.163808853	7.85E-13	1.66E-11	988.9882713	1271.765792	1044.537651	100.5902751	32.0630233	13.48217389	22.26990174
MSTRG.9105_jg7303	2036.880304	2.064487454	0.288228092	7.162686463	7.91E-13	1.68E-11	660.982111	573.3799861	933.5981948	3049.948725	2245.480398	3183.867217	3610.905497
MSTRG.22419_jg28563	18320.44395	-2.048866799	0.286067915	-7.162169169	7.94E-13	1.68E-11	35415.71969	32272.46047	29302.52396	5336.443055	10123.36522	6912.206842	8880.388438
MSTRG.10673_jg3052	401.3514434	5.17968598	0.723675223	7.157473149	8.22E-13	1.74E-11	31.80665797	20.2105217	5.120282604	1130.995785	927.6901408	231.2711366	462.365579
MSTRG.34610_jg31723	686.5404567	-3.785996331	0.529279666	-7.153111244	8.48E-13	1.79E-11	1264.314654	1923.742251	1193.879227	126.3826533	171.0027909	35.26107016	91.20054999
MSTRG.24212_jg35484	144.1413029	-2.604300948	0.364106345	-7.152583253	8.52E-13	1.80E-11	281.2901314	270.9706984	274.7884997	58.03285101	56.6446745	26.96434777	40.29791744
MSTRG.20243_jg32647	448.3328176	3.972527619	0.555573983	7.150312541	8.66E-13	1.82E-11	14.90937092	62.87717863	64.85691298	487.4759485	651.9481404	733.2228413	1123.039331
MSTRG.18840_jg23212	8265.160425	4.574413798	0.639751287	7.150300263	8.66E-13	1.82E-11	622.2177466	817.4033222	325.9913258	3835.326642	8478.532128	22937.32614	20839.32567
MSTRG.37888_jg11455	110.4417049	5.298253616	0.741084659	7.149323022	8.72E-13	1.83E-11	0	9.730991931	4.26690217	263.0822579	128.2520932	198.0842471	169.6754418
MSTRG.10518_jg2899	2251.71899	2.280672671	0.319049706	7.148330264	8.78E-13	1.84E-11	587.4292144	793.4501113	726.2267493	4317.644115	3940.545564	3292.761699	2103.975479
MSTRG.24167_jg35439	845.1500007	4.861311183	0.680122163	7.147702938	8.82E-13	1.85E-11	82.49851912	17.21637034	49.49606517	1875.105897	990.74742	2419.531667	481.4540662
MSTRG.37486_jg20111	1693.626151	-2.116714169	0.29614407	-7.147582486	8.83E-13	1.85E-11	3523.581329	3061.519769	2483.337063	532.6126104	704.3177452	958.2714361	591.7431034
MSTRG.17813_jg11140	276.4220603	2.706120578	0.378652353	7.146715342	8.89E-13	1.86E-11	67.58914819	83.08770033	48.64268474	359.8036763	346.2806516	383.7234106	645.8271505
MSTRG.18684_jg23059	74.15508969	3.692015182	0.516635938	7.146260859	8.92E-13	1.87E-11	6.957706432	12.72514329	8.53380434	98.01103726	80.15755825	147.2668224	165.4335558
MSTRG.37436_jg20066.1	1965.459512	4.375792393	0.612319884	7.146252318	8.92E-13	1.87E-11	138.1601706	175.9063926	165.5558042	1250.930344	1318.859025	4884.695308	5824.109541
MSTRG.29695_jg9447	828.8181077	-3.054430322	0.42744488	-7.1457876	8.95E-13	1.87E-11	2029.662362	1470.876857	1499.389423	134.1203668	129.3208606	345.3510695	193.0058151
MSTRG.20948_jg33315	68.54142429	6.760919758	0.946270889	7.144803708	9.01E-13	1.88E-11	0	2.994151363	0	87.69408597	119.7019537	92.3010366	177.0987424
MSTRG.22572_jg28712	3185.541615	-4.246671806	0.594492406	-7.143357529	9.11E-13	1.90E-11	6185.401018	7763.085947	6885.926722	845.9900058	178.484163	243.7162202	196.1872296
MSTRG.12165_genb_34138	284.5112148	3.766429582	0.527305652	7.142782504	9.15E-13	1.91E-11	33.7945741	41.91811909	28.16155432	905.3124758	271.4669306	311.1270897	399.7977599
MSTRG.2100_jg8404	12944.60879	5.675972236	0.79494224	7.140106479	9.33E-13	1.94E-11	718.6316786	388.4911394	203.1045433	51360.36276	23674.26764	4147.324105	10120.07963
MSTRG.28401_jg4569	336.7307644	2.688810607	0.376839671	7.135158037	9.67E-13	2.01E-11	92.43809973	94.31576794	58.88324994	491.3448052	351.6244889	509.2113367	759.2976023
MSTRG.32181_jg29280	749.3702205	-2.445406894	0.342814693	-7.133319965	9.80E-13	2.04E-11	1314.012557	1424.467511	1475.49477	251.4756877	397.5814889	200.1584277	182.4011
MSTRG.27209_jg17402	144.1871592	10.64062366	1.492292567	7.130387098	1.00E-12	2.08E-11	0	0	0	81.24599141	363.3809307	494.6920725	69.99111976
MSTRG.4717_jg26150	1061.348405	4.076389277	0.571924747	7.127492384	1.02E-12	2.12E-11	63.61331595	136.233887	116.059739	3028.025204	1766.672584	1758.905147	559.9289581
MSTRG.16197_jg2365.2	96.07240819	10.05479325	1.41118831	7.125054233	1.04E-12	2.16E-11	0	0	0	117.3553209	86.57016291	100.597759	367.9836145
MSTRG.208_jg15592.1	166.2961251	-5.653582503	0.793866997	-7.121573918	1.07E-12	2.21E-11	371.7403151	227.5555036	535.0695321	0	13.89397676	4.148361195	11.66518663
MSTRG.10479_jg2859	2130.646918	2.519243556	0.353858523	7.119352486	1.08E-12	2.24E-11	493.9971566	556.1636157	675.0239233	5083.677749	3229.815214	2595.837018	2280.01375
MSTRG.34125_jg31255	10616.89048	6.749675088	0.948487834	7.116248461	1.11E-12	2.29E-11	155.0574576	182.6432332	176.6497498	48008.64321	13527.38953	11557.33429	710.5159127
MSTRG.25856_jg37030	137.7245192	3.670399509	0.515829442	7.115529296	1.11E-12	2.30E-11	16.89728705	18.71344602	17.92098911	399.7818625	163.5214188	214.6776919	132.5589389
MSTRG.7740_jg6005	88.8846873	-2.517076847	0.353856433	-7.113271405	1.13E-12	2.33E-11	164.9970382	187.1344602	152.7550977	23.2131404	32.0630233	23.85307687	38.17697442
MSTRG.38306_jg11858	322.9948185	-2.756230045	0.387540215	-7.112113633	1.14E-12	2.35E-11	714.6558463	586.1051294	587.979119	70.92904012	55.57590705	107.8573911	137.8612965
MSTRG.10592_jg2969	53.60287302	-9.259665307	1.302727608	-7.107905942	1.18E-12	2.42E-11	62.61935788	107.7894491	204.8113042	0	0	0	0
MSTRG.3646_jg25128	1291.114235	3.532308949	0.497081751	7.106092594	1.19E-12	2.45E-11	186.8641156	289.6841444	73.39071732	1850.603138	1438.560979	2810.51471	2388.181844
MSTRG.24337_jg35592	2360.157303	-2.277335405	0.320679318	-7.101597391	1.23E-12	2.53E-11	4748.13766	3580.256493	4629.588854	688.6564987	623.0914195	1129.391335	1121.978859
MSTRG.32795_jg29865	204.0012644	4.515360957	0.636001686	7.099605323	1.25E-12	2.56E-11	24.84895154	9.730991931	11.09394564	541.6399428	424.300675	298.6820061	117.7123378
MSTRG.35274_jg18047	214.6208463	-3.604058261	0.508068484	-7.093646573	1.31E-12	2.67E-11	395.5953085	520.9823372	436.9307822	50.29513754	58.78220938	23.85307687	15.90707267
MSTRG.35401_jg18163	290.1158809	-2.609952545	0.368010387	-7.092062165	1.32E-12	2.70E-11	613.272124	690.1518892	363.5400649	76.08751577	110.0830467	68.44795972	109.2285657
MSTRG.21429_jg27617.1	217.1925511	2.050426866	0.289156634	7.09105939	1.33E-12	2.72E-11	80.51060299	88.32746522	64.00353255	395.9130058	280.0170702	343.2768889	268.2992924
MSTRG.6100_jg14899	1011.006014	7.079757947	0.998497	7.09041484	1.34E-12	2.73E-11	0	21.70759738	17.06760868	1040.722461	4293.23882	982.124513	722.1810994
MSTRG.38753_jg12280.2	57.4166812	-3.57794026	0.504743567	-7.088629741	1.35E-12	2.76E-11	97.40789004	134.7368113	129.713826	5.158475645	11.75644188	8.296722391	14.84660116
MSTRG.5396_jg14228	106.9426893	3.394970085	0.478985404	7.087836199	1.36E-12	2.78E-11	7.951664493	20.95905954	20.48113042	153.4646505	122.908256	201.195518	221.6385459
MSTRG.18176_jg22565	707.1504204	-3.252644776	0.45896888	-7.086852554	1.37E-12	2.79E-11	1184.798009	1381.800854	1775.884683	156.0438883	95.12030246	90.226856	266.1783494
MSTRG.17137_jg10503	439.3016046	3.688620427	0.520485352	7.086886144	1.37E-12	2.79E-11	84.48643524	52.39764886	32.42845649	1239.323774	685.0799312	591.1414703	390.2535162
MSTRG.36345_jg19016	196.7666073	11.08905081	1.564956379	7.085852974	1.38E-12	2.81E-11	0	0	0	61.90170774	80.15755825	523.7306009	711.5763842
MSTRG.37291_jg19925	348.6136226	4.494820169	0.634600775	7.082909986	1.41E-12	2.87E-11	22.86103542	49.40349749	5.973663038	856.3069571	502.3206984	460.4680927	542.9614139
MSTRG.18948_genb_14188	185.1606919	2.131982712	0.301005864	7.082861045	1.41E-12	2.87E-11	70.57102238	65.87132999	52.90958691	361.0932952	237.2663724	262.3838456	246.0293907
MSTRG.10987_jg3356	440.3552197	-2.274250036	0.321171439	-7.081109205	1.43E-12	2.90E-11	909.4716264	675.9296702	830.3391623	230.8417851	121.8394885	133.7846486	180.280157
MSTRG.37105_jg19755	1393.010971	8.276703727	1.168930515	7.080578033	1.44E-12	2.91E-11	0	9.730991931	13.65408694	2344.527181	557.8966054	278.9772904	6546.290641
MSTRG.14379_genb_11840	120.5468488	2.580046215	0.364528819	7.077756493	1.47E-12	2.96E-11	24.84895154	39.67250556	29.01493476	246.3172121	164.5901863	186.6762538	152.7078977
MSTRG.23291_jg13262	234.4175079	4.638778988	0.655743691	7.074073379	1.50E-12	3.04E-11	2.981874185	29.94151363	14.50746738	331.4320602	586.7533264	385.7975912	289.5087227
MSTRG.8831_genb_16400	49.28910439	9.093078882	1.285630851	7.072853667	1.52E-12	3.06E-11	0	0	0	59.32246992	92.98276757	106.8203008	85.89819244
MSTRG.12223_jg34584	61.33569601	-9.454435766	1.336812555	-7.072372064	1.52E-12	3.07E-11	93.43205779	264.2338578	71.68395645	0	0	0	0
MSTRG.15533_jg1736	2041.112594	3.146315043	0.444935871	7.071389937	1.53E-12	3.09E-11	461.1965406	363.7893906	291.002728	3028.025204	5146.11524	3496.031397	1501.62766
MSTRG.25219_jg36409	317.6064592	11.7796739	1.666298267	7.069366951	1.56E-12	3.13E-11	0	0	0	42.55742407	138.9397676	455.2826412	1586.465381
MSTRG.20077_jg32493	232.2457675	11.32794372	1.602514224	7.068856897	1.56E-12	3.14E-11	0	0	0	470.7109026	537.590024	601.5123733	15.90707267
MSTRG.25450_jg36638	271.5907631	11.55388237	1.63505845	7.066342104	1.59E-12	3.20E-11	0	0	0	78.66675359	114.3581164	248.9016717	1459.2088
MSTRG.25920_jg37097	493.9059088	-4.081364691	0.577689258	-7.064982828	1.61E-12	3.22E-11	1007.873475	1037.473447	1159.74401	54.16399428	56.6446745	123.4137456	18.0280157
MSTRG.36372_jg19043	3981.956699	8.987416916	1.27217396	7.064613175	1.61E-12	3.23E-11	8.945622555	14.22221898	17.92098911	2508.308783	19917.55007	5388.721193	18.0280157
MSTRG.14292_jg21716.1	568.6646431	5.26364546	0.745508167	7.060479942	1.66E-12	3.32E-11	33.7945741	25.45028659	17.06760868	1877.685135	401.8565587	1404.220265	220.5780744
MSTRG.16080_genb_9365.1	188.0240804	5.198369689	0.736472672	7.058469227	1.68E-12	3.37E-11	14.90937092	8.233916249	3.413521736	196.0220745	425.3694425	558.9916711	109.2285657
MSTRG.1555_jg7883.2	1270.174402	-3.096323674	0.43896211	-7.053737907	1.74E-12	3.48E-11	2667.783437	2637.098813	2386.051693	555.8257508	226.578698	185.6391635	232.243261
MSTRG.31930_jg29043	198.9084614	-10.42883715	1.478661021	-7.052892447	1.75E-12	3.50E-11	67.58914819	1138.526056	185.1835542	0	0	0	1.060471512
MSTRG.33269_jg30310	7483.080547	5.491741027	0.778858866	7.051009193	1.78E-12	3.54E-11	207.7372349	318.1285823	332.8183693	7370.172078	24599.82024	18160.48822	1392.399095
MSTRG.32785_jg29854	433.4211416	3.814840253	0.541126771	7.049808761	1.79E-12	3.57E-11	65.60123207	60.63156511	27.30817389	1361.83757	467.0513727	538.2498651	513.2682116
MSTRG.21571_jg27758	92.49470151	9.999317259	1.418861997	7.047420593	1.82E-12	3.62E-11	0	0	0	230.8417851	239.4039073	135.8588291	41.35838895
