ID	DG3
MSTRG.22359	0
MSTRG.35262	11
MSTRG.1521	3393
MSTRG.27704	0
MSTRG.27705	170
MSTRG.1520	0
MSTRG.11806	1137
MSTRG.25395	0
MSTRG.27709	0
MSTRG.19345	936
MSTRG.19344	0
MSTRG.19347	6078
MSTRG.19346	7163
MSTRG.19341	1133
MSTRG.19340	866
MSTRG.19343	600
MSTRG.19342	8
MSTRG.19349	22
MSTRG.19348	6185
MSTRG.20320	0
MSTRG.20327	0
MSTRG.20326	0
MSTRG.17039	0
MSTRG.2260	2115
MSTRG.2263	0
MSTRG.2262	0
MSTRG.2265	0
MSTRG.20325	3286
MSTRG.2267	3
MSTRG.2266	3
MSTRG.1440	0
MSTRG.17030	788
MSTRG.17033	290
MSTRG.17032	1876
MSTRG.17035	58
MSTRG.17034	0
MSTRG.17037	0
MSTRG.17036	0
MSTRG.16348	2
MSTRG.16349	244
MSTRG.32678	15
MSTRG.32679	683
MSTRG.32672	0
MSTRG.32673	26
MSTRG.32670	0
MSTRG.32671	132
MSTRG.16344	626
MSTRG.16345	1820
MSTRG.32674	0
MSTRG.16347	23
MSTRG.35268	38
MSTRG.8418	2263
MSTRG.35269	604
MSTRG.8419	32
MSTRG.2938	101
MSTRG.23885	0
MSTRG.8414	0
MSTRG.4959	39
MSTRG.4958	0
MSTRG.8415	0
MSTRG.4955	0
MSTRG.4954	12
MSTRG.4957	0
MSTRG.4956	0
MSTRG.4951	23
MSTRG.4950	933
MSTRG.4953	923
MSTRG.4952	4136
MSTRG.19947	111
MSTRG.5470	261
MSTRG.7026	501
MSTRG.5473	5956
MSTRG.5472	0
MSTRG.5475	18
MSTRG.5474	29
MSTRG.5477	6352
MSTRG.23883	17
MSTRG.5476	0
MSTRG.10035	27551
MSTRG.18128	921
MSTRG.18129	0
MSTRG.18126	98
MSTRG.18127	113
MSTRG.18124	0
MSTRG.18125	1843
MSTRG.18122	6044
MSTRG.18123	0
MSTRG.18120	1159
MSTRG.18121	0
MSTRG.23882	12
MSTRG.10036	151
MSTRG.3608	17
MSTRG.27216	4577
MSTRG.19247	0
MSTRG.19949	1513
MSTRG.8658	0
MSTRG.27217	1894
MSTRG.3600	220
MSTRG.3601	0
MSTRG.3602	0
MSTRG.8655	358
MSTRG.8652	0
MSTRG.3605	6724
MSTRG.8650	0
MSTRG.8651	0
MSTRG.4379	1
MSTRG.4378	42
MSTRG.15737	21
MSTRG.23881	0
MSTRG.4371	125
MSTRG.4370	2895
MSTRG.4373	835
MSTRG.4372	3410
MSTRG.4375	179
MSTRG.4374	890
MSTRG.4377	0
MSTRG.4376	1313
MSTRG.15732	1
MSTRG.15733	2549
MSTRG.23880	0
MSTRG.9291	2943
MSTRG.9290	0
MSTRG.9293	188
MSTRG.9292	0
MSTRG.9295	0
MSTRG.9294	21
MSTRG.9297	211
MSTRG.9296	581
MSTRG.9299	166
MSTRG.9298	18
MSTRG.25768	59
MSTRG.9869	0
MSTRG.675	0
MSTRG.29737	19
MSTRG.31679	0
MSTRG.29736	0
MSTRG.31678	770
MSTRG.29735	14
MSTRG.15068	477
MSTRG.15069	1636
MSTRG.29734	50
MSTRG.15060	22
MSTRG.15061	0
MSTRG.15062	0
MSTRG.15063	2059
MSTRG.15064	0
MSTRG.15065	8
MSTRG.15066	1
MSTRG.15067	0
MSTRG.10258	67
MSTRG.10259	195
MSTRG.29731	329
MSTRG.10250	78
MSTRG.10251	1266
MSTRG.10252	0
MSTRG.29730	0
MSTRG.10254	13
MSTRG.10255	0
MSTRG.10256	30
MSTRG.10257	296
MSTRG.20798	0
MSTRG.31670	0
MSTRG.5778	20
MSTRG.5779	6047
MSTRG.5776	7
MSTRG.5777	7
MSTRG.5774	300
MSTRG.5775	21
MSTRG.5772	632
MSTRG.5773	869
MSTRG.5770	7
MSTRG.5771	92
MSTRG.29739	0
MSTRG.29738	0
MSTRG.37161	1406
MSTRG.37160	944
MSTRG.37163	1178
MSTRG.37162	851
MSTRG.37165	0
MSTRG.37164	0
MSTRG.37167	936
MSTRG.37166	685
MSTRG.37169	0
MSTRG.37168	72
MSTRG.35708	868
MSTRG.7730	13175
MSTRG.7731	17
MSTRG.7732	273
MSTRG.7733	4992
MSTRG.7734	246
MSTRG.7735	2293
MSTRG.7736	23
MSTRG.7737	34
MSTRG.7738	618
MSTRG.7739	97
MSTRG.33886	320
MSTRG.33887	1939
MSTRG.33884	520
MSTRG.33885	0
MSTRG.33882	1772
MSTRG.33883	34
MSTRG.33880	0
MSTRG.33881	109
MSTRG.33888	90
MSTRG.33889	36277
MSTRG.18469	0
MSTRG.18468	0
MSTRG.35701	4116
MSTRG.18463	0
MSTRG.18462	0
MSTRG.18461	0
MSTRG.18460	0
MSTRG.18467	0
MSTRG.18466	0
MSTRG.18465	32
MSTRG.18464	0
MSTRG.39153	495
MSTRG.1299	0
MSTRG.1298	0
MSTRG.28828	1523
MSTRG.28829	6
MSTRG.1291	589
MSTRG.1290	7151
MSTRG.1293	1268
MSTRG.1292	14323
MSTRG.28820	15
MSTRG.1294	452
MSTRG.1297	0
MSTRG.28823	93
MSTRG.7198	2829
MSTRG.7199	14
MSTRG.7194	69
MSTRG.7195	3371
MSTRG.7196	39
MSTRG.7197	5636
MSTRG.7190	24006
MSTRG.7191	1197
MSTRG.7192	0
MSTRG.7193	743
MSTRG.33262	1579
MSTRG.33263	217
MSTRG.33260	607
MSTRG.33261	34
MSTRG.33266	0
MSTRG.33267	103
MSTRG.33264	219
MSTRG.33265	437
MSTRG.33268	870
MSTRG.33269	390
MSTRG.677	296
MSTRG.8594	375
MSTRG.38202	93
MSTRG.6811	0
MSTRG.544	0
MSTRG.23442	0
MSTRG.676	0
MSTRG.5390	3123
MSTRG.5391	1920
MSTRG.5392	20
MSTRG.5393	0
MSTRG.34942	2159
MSTRG.21777	0
MSTRG.21776	1227
MSTRG.31130	0
MSTRG.31131	40
MSTRG.31132	474
MSTRG.31133	1715
MSTRG.468	518
MSTRG.469	9
MSTRG.31136	14572
MSTRG.31137	7247
MSTRG.464	1229
MSTRG.31139	53
MSTRG.466	440
MSTRG.467	12
MSTRG.460	1289
MSTRG.461	41
MSTRG.462	44
MSTRG.463	785
MSTRG.34943	140
MSTRG.37990	20
MSTRG.37991	9
MSTRG.37992	0
MSTRG.37993	1450
MSTRG.37994	35
MSTRG.37995	0
MSTRG.37996	323
MSTRG.37997	1247
MSTRG.37998	409
MSTRG.37999	12
MSTRG.16524	810
MSTRG.34941	40
MSTRG.19430	965
MSTRG.10579	938
MSTRG.10235	914
MSTRG.20299	6
MSTRG.20298	22972
MSTRG.20297	1764
MSTRG.20296	99
MSTRG.20295	73
MSTRG.20294	33616
MSTRG.20293	7315
MSTRG.20292	16094
MSTRG.20291	0
MSTRG.20290	819
MSTRG.21528	936
MSTRG.21529	0
MSTRG.21526	805
MSTRG.21527	245
MSTRG.21524	96
MSTRG.21525	2910
MSTRG.21522	5491
MSTRG.21523	3331
MSTRG.21520	11812
MSTRG.21521	11617
MSTRG.10232	492
MSTRG.36647	0
MSTRG.36646	0
MSTRG.36645	0
MSTRG.36644	1827
MSTRG.36643	5438
MSTRG.36642	3409
MSTRG.36641	0
MSTRG.36640	494
MSTRG.14067	45
MSTRG.36649	284
MSTRG.14066	9302
MSTRG.30779	0
MSTRG.30778	51
MSTRG.30771	0
MSTRG.30770	0
MSTRG.30773	3983
MSTRG.30772	0
MSTRG.30775	16848
MSTRG.30774	501
MSTRG.30777	160
MSTRG.30776	43
MSTRG.28369	854
MSTRG.28368	794
MSTRG.28367	50
MSTRG.28366	593
MSTRG.28365	1931
MSTRG.28364	1296
MSTRG.28363	0
MSTRG.28362	2054
MSTRG.28361	38
MSTRG.28360	70
MSTRG.20439	16122
MSTRG.14068	125
MSTRG.20433	12
MSTRG.20432	0
MSTRG.20431	157
MSTRG.20430	0
MSTRG.20437	285
MSTRG.20436	253
MSTRG.548	0
MSTRG.20434	0
MSTRG.17239	636
MSTRG.17238	1140
MSTRG.17237	13
MSTRG.17236	1302
MSTRG.17235	120
MSTRG.17234	1192
MSTRG.17233	2222
MSTRG.17232	53
MSTRG.17231	96
MSTRG.17230	688
MSTRG.16188	3876
MSTRG.16189	364
MSTRG.16186	7094
MSTRG.16187	1058
MSTRG.16184	278
MSTRG.16185	3508
MSTRG.16182	884
MSTRG.16183	1076
MSTRG.16180	2756
MSTRG.16181	39
MSTRG.27803	210
MSTRG.27802	0
MSTRG.27801	0
MSTRG.27800	479
MSTRG.27807	507
MSTRG.27806	6491
MSTRG.27805	7
MSTRG.27804	385
MSTRG.6918	0
MSTRG.27809	219
MSTRG.27808	4058
MSTRG.14179	0
MSTRG.35836	2891
MSTRG.17581	950
MSTRG.17580	18
MSTRG.17583	146
MSTRG.17582	285
MSTRG.17585	780
MSTRG.17584	1082
MSTRG.17587	7029
MSTRG.17586	131
MSTRG.17589	324
MSTRG.17588	652
MSTRG.17612	126
MSTRG.26157	1739
MSTRG.28589	0
MSTRG.28588	2086
MSTRG.28583	7102
MSTRG.28582	309
MSTRG.28581	60
MSTRG.28580	2977
MSTRG.28587	115
MSTRG.28586	0
MSTRG.28585	430
MSTRG.28584	0
MSTRG.37208	0
MSTRG.37209	557
MSTRG.25528	71
MSTRG.25529	95
MSTRG.25522	14
MSTRG.25523	399
MSTRG.25520	299
MSTRG.37203	2
MSTRG.25526	2
MSTRG.25527	409
MSTRG.37206	73
MSTRG.25525	54
MSTRG.35830	13
MSTRG.3139	0
MSTRG.29180	4285
MSTRG.29181	53
MSTRG.29182	0
MSTRG.29183	0
MSTRG.29184	6
MSTRG.29185	0
MSTRG.29186	1508
MSTRG.29187	1480
MSTRG.29188	4202
MSTRG.29189	334
MSTRG.28078	12
MSTRG.700	0
MSTRG.11327	1135
MSTRG.11326	10
MSTRG.11325	0
MSTRG.11324	4
MSTRG.11323	322
MSTRG.11322	0
MSTRG.11321	562
MSTRG.11320	3493
MSTRG.11329	260
MSTRG.11328	0
MSTRG.24424	38
MSTRG.24425	0
MSTRG.10574	170
MSTRG.24426	1425
MSTRG.18305	386
MSTRG.23278	0
MSTRG.23279	0
MSTRG.23274	3363
MSTRG.23275	114
MSTRG.23276	0
MSTRG.23277	2792
MSTRG.23270	48
MSTRG.23271	0
MSTRG.23272	305
MSTRG.23273	2007
MSTRG.24723	48
MSTRG.22219	3037
MSTRG.24721	0
MSTRG.24720	0
MSTRG.24727	1588
MSTRG.24726	1597
MSTRG.24725	297
MSTRG.22218	0
MSTRG.24729	177
MSTRG.24728	1539
MSTRG.26383	1017
MSTRG.26382	0
MSTRG.26381	5273
MSTRG.26380	650
MSTRG.26387	54118
MSTRG.26386	2474
MSTRG.26385	1233
MSTRG.26384	4220
MSTRG.26389	0
MSTRG.26388	0
MSTRG.22212	5011
MSTRG.12475	2160
MSTRG.22217	0
MSTRG.22216	137
MSTRG.23498	57
MSTRG.23499	0
MSTRG.23490	0
MSTRG.23491	0
MSTRG.23492	975
MSTRG.23493	144
MSTRG.23494	441
MSTRG.23495	1548
MSTRG.23496	55
MSTRG.23497	0
MSTRG.27388	693
MSTRG.27389	999
MSTRG.27380	12
MSTRG.27381	4902
MSTRG.27382	516
MSTRG.27383	47
MSTRG.27384	643
MSTRG.27385	1951
MSTRG.27386	1351
MSTRG.27387	633
MSTRG.17004	694
MSTRG.10498	1421
MSTRG.10499	1745
MSTRG.10496	1656
MSTRG.10497	6312
MSTRG.10494	0
MSTRG.10495	46
MSTRG.10492	476
MSTRG.10493	1064
MSTRG.10490	0
MSTRG.10491	1479
MSTRG.25892	0
MSTRG.25893	3295
MSTRG.25890	1302
MSTRG.25891	22
MSTRG.25896	6535
MSTRG.25897	38
MSTRG.25894	0
MSTRG.25895	254
MSTRG.36944	127
MSTRG.25898	512
MSTRG.25899	68
MSTRG.36945	4158
MSTRG.17002	8
MSTRG.33131	59
MSTRG.15510	544
MSTRG.15511	0
MSTRG.15512	0
MSTRG.15513	421
MSTRG.15514	0
MSTRG.15515	1077
MSTRG.15516	175
MSTRG.15517	0
MSTRG.15518	0
MSTRG.15519	136
MSTRG.27038	11584
MSTRG.27039	1960
MSTRG.31020	0
MSTRG.3681	3886
MSTRG.31021	0
MSTRG.17918	117
MSTRG.17919	2138
MSTRG.17912	14
MSTRG.17913	65
MSTRG.17910	2011
MSTRG.17911	250
MSTRG.17916	886
MSTRG.17917	379
MSTRG.17914	434
MSTRG.17915	122
MSTRG.395	0
MSTRG.3687	0
MSTRG.390	16
MSTRG.391	256
MSTRG.9137	101
MSTRG.33060	5009
MSTRG.33061	482
MSTRG.26819	0
MSTRG.33063	69
MSTRG.33064	174
MSTRG.33065	296
MSTRG.33066	39
MSTRG.33067	23
MSTRG.26813	519
MSTRG.33069	0
MSTRG.26811	0
MSTRG.26810	48
MSTRG.26817	661
MSTRG.26816	5928
MSTRG.26815	123
MSTRG.26814	19857
MSTRG.1901	0
MSTRG.1900	448
MSTRG.1903	89
MSTRG.1902	14
MSTRG.1905	40
MSTRG.1904	1769
MSTRG.1907	3
MSTRG.1906	2066
MSTRG.1909	0
MSTRG.38723	0
MSTRG.38720	1028
MSTRG.38721	0
MSTRG.38726	0
MSTRG.38727	0
MSTRG.38724	393
MSTRG.38725	0
MSTRG.12335	219
MSTRG.12334	752
MSTRG.25831	3649
MSTRG.18869	147
MSTRG.18868	225
MSTRG.18867	5765
MSTRG.18866	1147
MSTRG.18865	1096
MSTRG.18864	2989
MSTRG.18863	0
MSTRG.18862	1029
MSTRG.18861	6
MSTRG.18860	0
MSTRG.32009	44
MSTRG.32008	1
MSTRG.8197	3511
MSTRG.8196	116
MSTRG.8191	29
MSTRG.8190	2735
MSTRG.8193	0
MSTRG.8192	0
MSTRG.32001	1
MSTRG.32000	0
MSTRG.32003	0
MSTRG.32002	10
MSTRG.32005	0
MSTRG.32004	0
MSTRG.32007	20
MSTRG.32006	431
MSTRG.9828	106
MSTRG.9829	1919
MSTRG.9826	495
MSTRG.9827	1307
MSTRG.9824	0
MSTRG.9825	0
MSTRG.9822	0
MSTRG.9823	2125
MSTRG.9820	85
MSTRG.9821	0
MSTRG.2768	0
MSTRG.2769	420
MSTRG.2760	0
MSTRG.2761	0
MSTRG.2762	0
MSTRG.2763	0
MSTRG.2764	0
MSTRG.2765	0
MSTRG.2766	219
MSTRG.2767	12
MSTRG.3419	2
MSTRG.3418	0
MSTRG.668	0
MSTRG.669	74
MSTRG.666	563
MSTRG.8446	8137
MSTRG.664	0
MSTRG.665	2221
MSTRG.662	0
MSTRG.663	0
MSTRG.8441	0
MSTRG.661	0
MSTRG.12333	249
MSTRG.12182	0
MSTRG.12183	0
MSTRG.12180	7
MSTRG.12181	5
MSTRG.19115	3715
MSTRG.19374	415
MSTRG.26481	0
MSTRG.19375	110
MSTRG.12826	1147
MSTRG.12184	0
MSTRG.19377	5192
MSTRG.21728	8
MSTRG.21729	0
MSTRG.21724	2
MSTRG.21725	16
MSTRG.21726	21
MSTRG.21727	30
MSTRG.21720	330
MSTRG.21721	959
MSTRG.21722	37
MSTRG.21723	0
MSTRG.10883	1144
MSTRG.9318	2403
MSTRG.9319	794
MSTRG.9314	0
MSTRG.9315	257
MSTRG.9316	1293
MSTRG.9317	8121
MSTRG.9310	1294
MSTRG.9311	3738
MSTRG.9312	6350
MSTRG.34029	257
MSTRG.1123	1483
MSTRG.1122	5
MSTRG.1121	905
MSTRG.4484	141
MSTRG.1127	7
MSTRG.1126	1879
MSTRG.1125	0
MSTRG.1124	8
MSTRG.1129	89
MSTRG.1128	2378
MSTRG.10882	183
MSTRG.34028	0
MSTRG.21096	1608
MSTRG.21097	385
MSTRG.21094	24088
MSTRG.21095	1753
MSTRG.21092	431
MSTRG.21093	883
MSTRG.30579	1108
MSTRG.30578	14089
MSTRG.30577	0
MSTRG.30576	1300
MSTRG.30575	0
MSTRG.30574	4267
MSTRG.30573	264
MSTRG.30572	31
MSTRG.30571	624
MSTRG.30570	50
MSTRG.34409	549
MSTRG.34408	6
MSTRG.34407	3
MSTRG.34406	11
MSTRG.34405	33
MSTRG.34404	25048
MSTRG.34403	28
MSTRG.34402	0
MSTRG.34401	884
MSTRG.34400	23
MSTRG.39112	3573
MSTRG.39113	44
MSTRG.39110	915
MSTRG.39111	160
MSTRG.39116	0
MSTRG.39117	1401
MSTRG.39114	45
MSTRG.39115	2265
MSTRG.39118	26
MSTRG.39119	0
MSTRG.31680	64
MSTRG.6690	350
MSTRG.6691	58
MSTRG.6692	0
MSTRG.6693	301
MSTRG.6694	357
MSTRG.6695	32
MSTRG.6696	2335
MSTRG.6697	0
MSTRG.6698	0
MSTRG.6699	0
MSTRG.19909	0
MSTRG.19908	0
MSTRG.19903	4
MSTRG.19902	1031
MSTRG.19901	17
MSTRG.19900	52361
MSTRG.19907	0
MSTRG.31688	0
MSTRG.19905	0
MSTRG.19904	13
MSTRG.31689	0
MSTRG.34027	5537
MSTRG.18429	571
MSTRG.36931	598
MSTRG.36930	58
MSTRG.36933	0
MSTRG.36932	48
MSTRG.36935	274
MSTRG.36934	1768
MSTRG.5929	0
MSTRG.36936	3
MSTRG.36939	26
MSTRG.36938	2
MSTRG.5925	62
MSTRG.5924	1031
MSTRG.5923	1382
MSTRG.5922	193
MSTRG.5921	0
MSTRG.5920	0
MSTRG.18183	233
MSTRG.18428	0
MSTRG.29346	0
MSTRG.29347	170
MSTRG.29344	236
MSTRG.29345	506
MSTRG.29342	18042
MSTRG.29343	2845
MSTRG.29340	0
MSTRG.29341	0
MSTRG.29348	1438
MSTRG.29349	823
MSTRG.32944	0
MSTRG.32945	46
MSTRG.32946	708
MSTRG.32947	640
MSTRG.32940	0
MSTRG.32941	1375
MSTRG.32942	61
MSTRG.10848	643
MSTRG.32948	814
MSTRG.32949	30
MSTRG.8013	0
MSTRG.10841	1018
MSTRG.10840	703
MSTRG.10843	9
MSTRG.38192	123
MSTRG.10845	39
MSTRG.10844	795
MSTRG.10847	1519
MSTRG.10846	38
MSTRG.36067	7575
MSTRG.36066	2
MSTRG.36065	176
MSTRG.36064	494
MSTRG.36063	618
MSTRG.36062	0
MSTRG.36061	62145
MSTRG.36060	739
MSTRG.36069	1006
MSTRG.36068	912
MSTRG.30894	47
MSTRG.30895	10
MSTRG.30896	41
MSTRG.30897	0
MSTRG.30890	500
MSTRG.30891	0
MSTRG.8830	2863
MSTRG.30893	907
MSTRG.30898	0
MSTRG.30899	3
MSTRG.8838	53
MSTRG.8839	9
MSTRG.7536	0
MSTRG.7537	0
MSTRG.7534	836
MSTRG.7535	0
MSTRG.29311	7885
MSTRG.29310	0
MSTRG.29313	156
MSTRG.29312	5
MSTRG.349	1444
MSTRG.348	5728
MSTRG.341	0
MSTRG.340	0
MSTRG.343	75
MSTRG.342	2679
MSTRG.345	375
MSTRG.344	0
MSTRG.347	528
MSTRG.346	27
MSTRG.35264	882
MSTRG.35265	5
MSTRG.5109	1799
MSTRG.35266	3092
MSTRG.35267	250
MSTRG.37819	0
MSTRG.37818	0
MSTRG.37815	1376
MSTRG.35260	0
MSTRG.37817	0
MSTRG.37816	4
MSTRG.37811	0
MSTRG.37810	0
MSTRG.37813	0
MSTRG.37812	0
MSTRG.5323	384
MSTRG.30088	322
MSTRG.31307	14
MSTRG.23820	0
MSTRG.31305	460
MSTRG.31304	43
MSTRG.23825	5
MSTRG.23824	5
MSTRG.31301	0
MSTRG.23826	211
MSTRG.23829	0
MSTRG.23828	119
MSTRG.31309	149
MSTRG.31308	2168
MSTRG.5329	16506
MSTRG.5328	110
MSTRG.5105	0
MSTRG.14959	0
MSTRG.14958	0
MSTRG.14957	40
MSTRG.14956	54
MSTRG.14955	952
MSTRG.14954	0
MSTRG.14953	2654
MSTRG.14952	63
MSTRG.14951	451
MSTRG.14950	1280
MSTRG.5107	560
MSTRG.28284	749
MSTRG.28285	0
MSTRG.28286	526
MSTRG.28287	1975
MSTRG.28280	4288
MSTRG.28281	103
MSTRG.28282	0
MSTRG.28283	353
MSTRG.28288	0
MSTRG.28289	32
MSTRG.17790	8
MSTRG.33866	813
MSTRG.17792	1959
MSTRG.17793	137
MSTRG.17794	3975
MSTRG.17795	0
MSTRG.17796	70
MSTRG.17797	1825
MSTRG.17798	0
MSTRG.17799	0
MSTRG.24888	1179
MSTRG.24889	47
MSTRG.24882	0
MSTRG.24883	0
MSTRG.24880	429
MSTRG.24881	0
MSTRG.24886	2
MSTRG.24887	0
MSTRG.24884	3033
MSTRG.24885	0
MSTRG.28138	14
MSTRG.28139	0
MSTRG.28136	20
MSTRG.28137	575
MSTRG.28134	0
MSTRG.28135	1820
MSTRG.28132	0
MSTRG.28133	208
MSTRG.28130	0
MSTRG.28131	0
MSTRG.4207	0
MSTRG.27612	0
MSTRG.27613	0
MSTRG.27610	0
MSTRG.27611	0
MSTRG.27616	2
MSTRG.27617	0
MSTRG.27614	0
MSTRG.27615	4
MSTRG.27618	0
MSTRG.27619	0
MSTRG.25287	2946
MSTRG.11821	0
MSTRG.25285	865
MSTRG.11823	0
MSTRG.25283	981
MSTRG.11825	3739
MSTRG.25281	8
MSTRG.11827	1790
MSTRG.22062	0
MSTRG.11829	178
MSTRG.22060	10
MSTRG.22061	407
MSTRG.22066	896
MSTRG.22067	659
MSTRG.25289	984
MSTRG.25288	572
MSTRG.16447	0
MSTRG.16446	1677
MSTRG.16445	2442
MSTRG.16444	20136
MSTRG.16443	55098
MSTRG.16442	1513
MSTRG.16441	25
MSTRG.16440	100
MSTRG.16449	0
MSTRG.16448	84
MSTRG.25759	0
MSTRG.25758	0
MSTRG.4522	85
MSTRG.11799	584
MSTRG.4524	2226
MSTRG.4525	85
MSTRG.4526	1268
MSTRG.4527	591
MSTRG.25751	2
MSTRG.11793	3785
MSTRG.25753	887
MSTRG.25752	8984
MSTRG.25755	90
MSTRG.25754	909
MSTRG.25757	0
MSTRG.25756	16
MSTRG.22398	0
MSTRG.22399	0
MSTRG.22394	478
MSTRG.29664	26
MSTRG.22396	25
MSTRG.29666	6771
MSTRG.29661	9
MSTRG.22391	1360
MSTRG.29663	2311
MSTRG.29662	0
MSTRG.15231	0
MSTRG.15230	0
MSTRG.15233	1403
MSTRG.15232	0
MSTRG.15235	220
MSTRG.15234	429
MSTRG.15237	0
MSTRG.15236	4527
MSTRG.15239	483
MSTRG.15238	201
MSTRG.4206	1388
MSTRG.8659	0
MSTRG.22938	26
MSTRG.22939	29
MSTRG.22930	55
MSTRG.22931	0
MSTRG.22932	0
MSTRG.22933	0
MSTRG.22934	0
MSTRG.22935	0
MSTRG.22936	0
MSTRG.22937	2644
MSTRG.26228	4
MSTRG.26229	46
MSTRG.26220	154
MSTRG.26221	37
MSTRG.26222	56
MSTRG.26223	1903
MSTRG.26224	130
MSTRG.26225	2
MSTRG.26226	1652
MSTRG.26227	1070
MSTRG.15499	0
MSTRG.15498	0
MSTRG.15495	46
MSTRG.15494	475
MSTRG.15497	0
MSTRG.15496	0
MSTRG.15491	1856
MSTRG.15490	1445
MSTRG.15493	6329
MSTRG.15492	153
MSTRG.24572	61
MSTRG.24573	17
MSTRG.24570	7
MSTRG.24571	906
MSTRG.24576	17
MSTRG.24577	15
MSTRG.24574	287
MSTRG.24575	1461
MSTRG.18214	0
MSTRG.18215	0
MSTRG.18216	283
MSTRG.24579	66
MSTRG.18210	15029
MSTRG.18211	0
MSTRG.18212	669
MSTRG.18213	128
MSTRG.14540	0
MSTRG.14541	7765
MSTRG.14542	301
MSTRG.14543	53
MSTRG.14544	1747
MSTRG.14545	4853
MSTRG.14546	25
MSTRG.10046	0
MSTRG.14548	253
MSTRG.10048	907
MSTRG.3899	3
MSTRG.3898	48
MSTRG.3895	0
MSTRG.3894	0
MSTRG.3897	0
MSTRG.3896	0
MSTRG.3891	11
MSTRG.3890	57
MSTRG.3893	0
MSTRG.3892	0
MSTRG.1000	0
MSTRG.1001	345
MSTRG.1002	1829
MSTRG.1003	5
MSTRG.1004	119
MSTRG.1005	1068
MSTRG.1006	0
MSTRG.1007	260
MSTRG.1008	0
MSTRG.1009	0
MSTRG.8628	649
MSTRG.2124	128
MSTRG.8622	157
MSTRG.8626	0
MSTRG.17897	16
MSTRG.13531	165
MSTRG.13532	3014
MSTRG.13533	391
MSTRG.13534	22
MSTRG.13535	1964
MSTRG.13536	4
MSTRG.13537	0
MSTRG.13538	9
MSTRG.13539	2181
MSTRG.8624	18
MSTRG.17899	0
MSTRG.17898	41
MSTRG.19675	0
MSTRG.19674	418
MSTRG.19677	0
MSTRG.19676	0
MSTRG.19671	3706
MSTRG.19670	0
MSTRG.19673	4655
MSTRG.19672	256
MSTRG.19679	768
MSTRG.19678	44
MSTRG.38087	45
MSTRG.38086	419
MSTRG.38085	149
MSTRG.4369	654
MSTRG.38083	2279
MSTRG.38082	716
MSTRG.38081	2047
MSTRG.38080	0
MSTRG.38089	57
MSTRG.38088	0
MSTRG.1808	30
MSTRG.1809	0
MSTRG.6678	19
MSTRG.1949	97
MSTRG.16765	5
MSTRG.32838	0
MSTRG.19494	13956
MSTRG.38559	0
MSTRG.38558	16739
MSTRG.24001	3240
MSTRG.19497	0
MSTRG.38551	2
MSTRG.38550	461
MSTRG.38553	39
MSTRG.38552	93
MSTRG.38555	0
MSTRG.38554	0
MSTRG.38557	9
MSTRG.38556	30
MSTRG.19499	1733
MSTRG.19498	0
MSTRG.34131	2659
MSTRG.34130	38
MSTRG.34137	1211
MSTRG.34136	2074
MSTRG.34135	1425
MSTRG.6675	221
MSTRG.27831	978
MSTRG.29496	0
MSTRG.18984	0
MSTRG.18985	0
MSTRG.18986	0
MSTRG.18987	48
MSTRG.18980	663
MSTRG.18981	0
MSTRG.18982	0
MSTRG.18983	0
MSTRG.18988	264
MSTRG.18989	3132
MSTRG.29497	0
MSTRG.22679	228
MSTRG.22678	0
MSTRG.12379	38
MSTRG.16859	1720
MSTRG.19589	4
MSTRG.19588	45
MSTRG.16850	9851
MSTRG.12370	3
MSTRG.12373	3194
MSTRG.19584	0
MSTRG.19583	0
MSTRG.19582	1331
MSTRG.19581	64
MSTRG.19580	1916
MSTRG.22993	3167
MSTRG.22674	377
MSTRG.11239	0
MSTRG.13329	263
MSTRG.22672	3911
MSTRG.33569	298
MSTRG.33568	2444
MSTRG.33561	53
MSTRG.33560	75
MSTRG.33563	25
MSTRG.33562	145
MSTRG.33565	452
MSTRG.33564	521
MSTRG.33567	205
MSTRG.33566	1739
MSTRG.3338	733
MSTRG.3339	0
MSTRG.3330	7149
MSTRG.3331	2
MSTRG.3332	484
MSTRG.3333	138
MSTRG.3334	16
MSTRG.3335	113
MSTRG.3336	179
MSTRG.3337	1201
MSTRG.36727	0
MSTRG.36306	0
MSTRG.36307	2927
MSTRG.36304	21
MSTRG.36305	209
MSTRG.36302	64
MSTRG.36303	1
MSTRG.36300	16
MSTRG.36301	17
MSTRG.36308	0
MSTRG.36309	0
MSTRG.15390	1523
MSTRG.589	1233
MSTRG.588	1393
MSTRG.8762	20
MSTRG.8763	8411
MSTRG.8760	0
MSTRG.8761	42
MSTRG.587	2607
MSTRG.586	3089
MSTRG.585	66
MSTRG.8765	5
MSTRG.32218	395
MSTRG.32219	1126
MSTRG.32210	40
MSTRG.32211	310
MSTRG.32212	1622
MSTRG.32213	15
MSTRG.32214	667
MSTRG.32215	0
MSTRG.32216	863
MSTRG.32217	0
MSTRG.4649	190
MSTRG.4648	2599
MSTRG.4641	1885
MSTRG.4640	18
MSTRG.4643	43
MSTRG.4642	507
MSTRG.4645	9
MSTRG.4644	182
MSTRG.4647	4
MSTRG.4646	0
MSTRG.20648	16
MSTRG.20649	1437
MSTRG.20644	718
MSTRG.20645	25
MSTRG.20646	1013
MSTRG.20647	0
MSTRG.20640	195
MSTRG.20641	2398
MSTRG.20642	0
MSTRG.20643	0
