ID	DG1
MSTRG.21638	92
MSTRG.21639	1199
MSTRG.9246	7089
MSTRG.9247	73
MSTRG.9244	618
MSTRG.9245	10165
MSTRG.9242	376
MSTRG.9243	342
MSTRG.9240	273
MSTRG.9241	155
MSTRG.9248	219
MSTRG.9249	98
MSTRG.6311	88
MSTRG.28937	610
MSTRG.24724	2320
MSTRG.6313	0
MSTRG.6312	27
MSTRG.6315	259
MSTRG.6314	52
MSTRG.30461	197
MSTRG.30460	95
MSTRG.30463	593
MSTRG.30462	61562
MSTRG.30465	530
MSTRG.30464	0
MSTRG.30467	653
MSTRG.30466	94
MSTRG.30469	0
MSTRG.30468	33
MSTRG.6316	0
MSTRG.34371	6
MSTRG.6431	969
MSTRG.34373	36
MSTRG.34372	38
MSTRG.34375	4946
MSTRG.6435	5103
MSTRG.6436	0
MSTRG.6437	17
MSTRG.34379	400
MSTRG.6439	3665
MSTRG.7016	7516
MSTRG.22069	13
MSTRG.56	70
MSTRG.57	1402
MSTRG.54	937
MSTRG.55	311
MSTRG.52	0
MSTRG.53	0
MSTRG.50	53
MSTRG.51	0
MSTRG.58	14
MSTRG.59	0
MSTRG.28681	0
MSTRG.28873	0
MSTRG.28872	0
MSTRG.28871	0
MSTRG.28870	45
MSTRG.6298	205
MSTRG.6299	640
MSTRG.28875	13
MSTRG.30365	30
MSTRG.6294	792
MSTRG.6295	13511
MSTRG.6296	49
MSTRG.6297	1101
MSTRG.6290	1
MSTRG.6291	0
MSTRG.6292	451
MSTRG.6293	9
MSTRG.37110	2278
MSTRG.37111	0
MSTRG.37112	184
MSTRG.37113	198
MSTRG.37114	7027
MSTRG.37115	0
MSTRG.37116	0
MSTRG.37117	34
MSTRG.37118	0
MSTRG.37119	0
MSTRG.7741	150
MSTRG.7740	166
MSTRG.7743	834
MSTRG.7742	345
MSTRG.7745	18
MSTRG.7744	3855
MSTRG.7747	0
MSTRG.7746	395
MSTRG.7749	5809
MSTRG.7748	0
MSTRG.30939	0
MSTRG.33373	147
MSTRG.22063	0
MSTRG.30933	0
MSTRG.37243	0
MSTRG.30932	0
MSTRG.26889	0
MSTRG.24993	0
MSTRG.18694	0
MSTRG.29834	682
MSTRG.29835	1994
MSTRG.29836	268
MSTRG.29837	110
MSTRG.29830	269
MSTRG.29831	16209
MSTRG.29832	41
MSTRG.29833	0
MSTRG.29838	825
MSTRG.29839	283
MSTRG.8928	378
MSTRG.8929	563
MSTRG.8920	0
MSTRG.8921	283
MSTRG.8922	0
MSTRG.8923	6
MSTRG.8924	0
MSTRG.8925	0
MSTRG.8926	31
MSTRG.8927	16
MSTRG.29568	905
MSTRG.18697	0
MSTRG.29569	0
MSTRG.20228	6
MSTRG.20229	0
MSTRG.20226	2867
MSTRG.12416	1098
MSTRG.20224	0
MSTRG.20225	905
MSTRG.20222	1
MSTRG.20223	572
MSTRG.20220	810
MSTRG.20221	283
MSTRG.439	20
MSTRG.438	0
MSTRG.437	49
MSTRG.436	1105
MSTRG.435	42
MSTRG.434	18225
MSTRG.433	7370
MSTRG.432	0
MSTRG.431	224
MSTRG.430	4347
MSTRG.30994	493
MSTRG.37947	0
MSTRG.37946	476
MSTRG.37945	0
MSTRG.37944	2872
MSTRG.37943	726
MSTRG.37942	15
MSTRG.37941	582
MSTRG.37940	2879
MSTRG.37949	70
MSTRG.37948	0
MSTRG.31479	2552
MSTRG.31478	282
MSTRG.31471	23604
MSTRG.31470	0
MSTRG.31473	480
MSTRG.31472	505
MSTRG.31475	393
MSTRG.31474	0
MSTRG.31477	1057
MSTRG.31476	316
MSTRG.5858	0
MSTRG.17288	0
MSTRG.17289	102
MSTRG.17286	105
MSTRG.17287	0
MSTRG.17284	126
MSTRG.17285	704
MSTRG.23748	379
MSTRG.17283	112
MSTRG.17280	0
MSTRG.17281	128
MSTRG.21579	384
MSTRG.21578	174
MSTRG.21575	0
MSTRG.21574	519
MSTRG.21577	66
MSTRG.21576	0
MSTRG.21571	0
MSTRG.21570	0
MSTRG.21573	16
MSTRG.21572	2081
MSTRG.14881	0
MSTRG.14880	1862
MSTRG.14883	0
MSTRG.14882	25
MSTRG.14885	1251
MSTRG.14884	1433
MSTRG.14887	16
MSTRG.14886	4
MSTRG.14889	436
MSTRG.14888	1
MSTRG.30708	49
MSTRG.30709	1284
MSTRG.31248	1235
MSTRG.30700	90
MSTRG.30701	35
MSTRG.30702	81
MSTRG.30703	0
MSTRG.30704	789
MSTRG.30705	1370
MSTRG.30706	22964
MSTRG.30707	535
MSTRG.29564	2
MSTRG.29565	64
MSTRG.17394	0
MSTRG.28680	0
MSTRG.31589	0
MSTRG.28682	0
MSTRG.28683	5
MSTRG.28684	0
MSTRG.28685	0
MSTRG.28686	0
MSTRG.28687	0
MSTRG.28688	0
MSTRG.28689	0
MSTRG.409	4809
MSTRG.20607	348
MSTRG.16627	93
MSTRG.16626	0
MSTRG.16625	26
MSTRG.16624	554
MSTRG.16623	741
MSTRG.16622	0
MSTRG.16621	3963
MSTRG.16620	1230
MSTRG.16629	336
MSTRG.16628	0
MSTRG.11938	1067
MSTRG.11939	613
MSTRG.11932	6
MSTRG.11933	0
MSTRG.11930	0
MSTRG.11931	0
MSTRG.11936	320
MSTRG.11937	45
MSTRG.11934	0
MSTRG.11935	0
MSTRG.29489	0
MSTRG.22179	0
MSTRG.29485	279
MSTRG.29484	0
MSTRG.29487	388
MSTRG.29486	0
MSTRG.29481	4652
MSTRG.29480	463
MSTRG.29483	0
MSTRG.29482	0
MSTRG.23223	5254
MSTRG.23222	0
MSTRG.23221	3160
MSTRG.23220	30
MSTRG.23227	0
MSTRG.23226	31328
MSTRG.23225	20
MSTRG.23224	957
MSTRG.23229	217
MSTRG.23228	5018
MSTRG.25683	0
MSTRG.25682	25
MSTRG.25681	0
MSTRG.25680	0
MSTRG.25687	0
MSTRG.25686	0
MSTRG.25685	0
MSTRG.25684	723
MSTRG.25689	0
MSTRG.25688	5
MSTRG.29157	78
MSTRG.29156	620
MSTRG.29155	7
MSTRG.29154	1893
MSTRG.29153	4073
MSTRG.29152	3
MSTRG.29151	4130
MSTRG.29150	76
MSTRG.29159	3365
MSTRG.29158	137
MSTRG.35695	3989
MSTRG.35694	68
MSTRG.31365	0
MSTRG.32423	370
MSTRG.32422	14
MSTRG.32728	77
MSTRG.32421	324
MSTRG.32729	1224
MSTRG.22798	0
MSTRG.22799	0
MSTRG.32420	10
MSTRG.27033	1599
MSTRG.22790	11609
MSTRG.22791	103
MSTRG.22792	1720
MSTRG.22793	398
MSTRG.22794	0
MSTRG.27030	2312
MSTRG.22796	312
MSTRG.22797	29
MSTRG.26088	149
MSTRG.26089	0
MSTRG.27031	100
MSTRG.32425	780
MSTRG.19168	1805
MSTRG.26080	1629
MSTRG.26081	0
MSTRG.26082	0
MSTRG.26083	96
MSTRG.26084	470
MSTRG.26085	0
MSTRG.26086	0
MSTRG.26087	3973
MSTRG.27034	0
MSTRG.27035	38
MSTRG.31367	0
MSTRG.24792	0
MSTRG.24793	6
MSTRG.24790	0
MSTRG.24791	0
MSTRG.24796	0
MSTRG.24797	0
MSTRG.24794	0
MSTRG.24795	0
MSTRG.24798	168
MSTRG.24799	998
MSTRG.401	1423
MSTRG.31366	1661
MSTRG.26332	0
MSTRG.26333	0
MSTRG.26330	0
MSTRG.26331	0
MSTRG.26336	0
MSTRG.26337	0
MSTRG.26334	354
MSTRG.26335	5141
MSTRG.26338	0
MSTRG.26339	1436
MSTRG.2150	0
MSTRG.24244	0
MSTRG.24245	42
MSTRG.24246	0
MSTRG.24247	165
MSTRG.24240	1
MSTRG.24241	2
MSTRG.24242	3
MSTRG.24243	6
MSTRG.14412	0
MSTRG.14413	0
MSTRG.14410	0
MSTRG.14411	0
MSTRG.24248	0
MSTRG.24249	0
MSTRG.14414	0
MSTRG.18569	3293
MSTRG.25645	0
MSTRG.29118	128128
MSTRG.31363	963
MSTRG.9519	361
MSTRG.31362	52
MSTRG.11152	148
MSTRG.29115	23826
MSTRG.25648	0
MSTRG.2940	0
MSTRG.2941	0
MSTRG.10917	0
MSTRG.10916	0
MSTRG.10915	24
MSTRG.10914	1490
MSTRG.10913	312
MSTRG.10912	197
MSTRG.10911	23
MSTRG.10910	531
MSTRG.10919	0
MSTRG.10918	0
MSTRG.2948	4391
MSTRG.2949	99
MSTRG.38483	37
MSTRG.38482	779
MSTRG.38481	19
MSTRG.38480	0
MSTRG.38487	6003
MSTRG.38486	0
MSTRG.38485	0
MSTRG.38484	1166
MSTRG.38489	0
MSTRG.38488	0
MSTRG.3427	0
MSTRG.12519	713
MSTRG.12518	2299
MSTRG.19769	0
MSTRG.19768	0
MSTRG.12511	408
MSTRG.12510	1118
MSTRG.12513	2763
MSTRG.12512	0
MSTRG.19763	0
MSTRG.19762	0
MSTRG.19761	98
MSTRG.19760	48
MSTRG.33709	0
MSTRG.33708	0
MSTRG.33701	62
MSTRG.33700	0
MSTRG.33703	23382
MSTRG.33702	1392
MSTRG.33705	0
MSTRG.33704	0
MSTRG.33707	0
MSTRG.33706	28
MSTRG.2719	795
MSTRG.2718	21
MSTRG.34953	2283
MSTRG.34952	228
MSTRG.34955	6594
MSTRG.34954	0
MSTRG.7949	99
MSTRG.34956	0
MSTRG.2711	3607
MSTRG.2710	0
MSTRG.7945	523
MSTRG.2712	395
MSTRG.2715	377
MSTRG.7942	316
MSTRG.7941	6
MSTRG.7940	225
MSTRG.19189	0
MSTRG.19188	97
MSTRG.19183	222
MSTRG.19182	765
MSTRG.19181	1343
MSTRG.19180	63
MSTRG.19187	137
MSTRG.19186	3198
MSTRG.19185	0
MSTRG.19184	0
MSTRG.32078	0
MSTRG.32079	681
MSTRG.32070	3
MSTRG.32071	0
MSTRG.32072	0
MSTRG.32073	0
MSTRG.32074	142
MSTRG.32075	179
MSTRG.32076	143
MSTRG.32077	0
MSTRG.9899	0
MSTRG.9898	0
MSTRG.9897	0
MSTRG.9896	320
MSTRG.9895	98
MSTRG.9894	0
MSTRG.9893	166
MSTRG.9892	17289
MSTRG.9891	0
MSTRG.9890	489
MSTRG.20028	1277
MSTRG.20029	28
MSTRG.20024	97
MSTRG.20025	1503
MSTRG.20026	1468
MSTRG.20027	0
MSTRG.20020	40
MSTRG.20021	1733
MSTRG.20022	18980
MSTRG.20023	735
MSTRG.631	4239
MSTRG.630	6046
MSTRG.633	4084
MSTRG.632	1860
MSTRG.635	0
MSTRG.634	80
MSTRG.637	7171
MSTRG.636	531
MSTRG.639	50
MSTRG.638	505
MSTRG.8416	32
MSTRG.8417	0
MSTRG.8410	2663
MSTRG.8411	16
MSTRG.8412	0
MSTRG.8413	549
MSTRG.4713	0
MSTRG.4712	5036
MSTRG.4711	0
MSTRG.4710	3216
MSTRG.4717	64
MSTRG.4716	0
MSTRG.4715	2170
MSTRG.4714	552
MSTRG.4719	43
MSTRG.4718	0
MSTRG.20796	4502
MSTRG.20797	98
MSTRG.20794	579
MSTRG.20795	80
MSTRG.20792	169
MSTRG.20793	794
MSTRG.20790	0
MSTRG.20791	0
MSTRG.31677	194
MSTRG.31676	36
MSTRG.31675	0
MSTRG.31674	0
MSTRG.31673	0
MSTRG.31672	0
MSTRG.31671	0
MSTRG.20799	57
MSTRG.987	73
MSTRG.986	0
MSTRG.985	0
MSTRG.984	0
MSTRG.983	0
MSTRG.982	0
MSTRG.35709	0
MSTRG.980	54
MSTRG.35707	223
MSTRG.35706	1164
MSTRG.35705	27
MSTRG.35704	0
MSTRG.35703	105
MSTRG.35702	3454
MSTRG.989	1933
MSTRG.988	2526
MSTRG.21773	0
MSTRG.21772	19
MSTRG.21771	0
MSTRG.21770	3933
MSTRG.5394	0
MSTRG.5395	0
MSTRG.21775	0
MSTRG.21774	108
MSTRG.5398	4711
MSTRG.5399	73
MSTRG.21779	26
MSTRG.21778	839
MSTRG.24421	0
MSTRG.19764	0
MSTRG.24422	358
MSTRG.37631	0
MSTRG.37630	32
MSTRG.37633	0
MSTRG.37632	509
MSTRG.37635	0
MSTRG.37634	0
MSTRG.37637	0
MSTRG.37636	166
MSTRG.37639	1831
MSTRG.37638	280
MSTRG.36940	1271
MSTRG.36941	0
MSTRG.36942	0
MSTRG.36943	0
MSTRG.5978	0
MSTRG.5979	57
MSTRG.36946	682
MSTRG.36947	700
MSTRG.36948	0
MSTRG.36949	0
MSTRG.5976	89
MSTRG.5977	22
MSTRG.5970	0
MSTRG.5971	0
MSTRG.5972	0
MSTRG.5973	4262
MSTRG.28446	0
MSTRG.28447	35
MSTRG.28444	0
MSTRG.28445	802
MSTRG.28442	0
MSTRG.28443	74
MSTRG.28440	0
MSTRG.28441	1049
MSTRG.28448	2216
MSTRG.28449	0
MSTRG.38814	0
MSTRG.38815	0
MSTRG.38816	0
MSTRG.38817	0
MSTRG.38810	3671
MSTRG.38811	0
MSTRG.38812	0
MSTRG.38813	120
MSTRG.38818	0
MSTRG.38819	261
MSTRG.36178	0
MSTRG.37099	1154
MSTRG.37098	0
MSTRG.37095	0
MSTRG.37094	0
MSTRG.37097	298
MSTRG.37096	0
MSTRG.37091	2430
MSTRG.33062	441
MSTRG.37093	8
MSTRG.37092	79
MSTRG.26818	939
MSTRG.24506	289
MSTRG.33068	0
MSTRG.26812	12
MSTRG.8120	1049
MSTRG.8121	57
MSTRG.8122	521
MSTRG.29315	12548
MSTRG.29314	27
MSTRG.29317	1722
MSTRG.29316	267
MSTRG.7532	48
MSTRG.7533	477
MSTRG.7530	0
MSTRG.7531	21952
MSTRG.8124	436
MSTRG.29319	0
MSTRG.29318	224
MSTRG.7538	17900
MSTRG.7539	0
MSTRG.22898	3
MSTRG.32919	6
MSTRG.32918	368
MSTRG.8126	1612
MSTRG.32913	3110
MSTRG.32912	0
MSTRG.32911	0
MSTRG.32910	332
MSTRG.32917	41
MSTRG.32916	218
MSTRG.32915	23
MSTRG.32914	9
MSTRG.24903	19
MSTRG.24902	0
MSTRG.24901	0
MSTRG.24900	0
MSTRG.24906	66
MSTRG.18522	0
MSTRG.24302	3480
MSTRG.18523	303
MSTRG.18520	368
MSTRG.6593	18
MSTRG.18521	0
MSTRG.6592	5
MSTRG.18526	317
MSTRG.38728	750
MSTRG.18527	0
MSTRG.38729	298
MSTRG.18524	276
MSTRG.34256	223
MSTRG.12419	0
MSTRG.6596	365
MSTRG.24008	0
MSTRG.24009	0
MSTRG.6595	355
MSTRG.24002	64
MSTRG.24003	1366
MSTRG.24000	308
MSTRG.28777	0
MSTRG.24006	0
MSTRG.24007	0
MSTRG.24004	78
MSTRG.24005	1278
MSTRG.38722	1372
MSTRG.22893	1105
MSTRG.1908	190
MSTRG.34258	18
MSTRG.13995	0
MSTRG.34259	486
MSTRG.22892	2
MSTRG.1400	83
MSTRG.1401	0
MSTRG.30288	0
MSTRG.1408	0
MSTRG.1409	851
MSTRG.22992	243
MSTRG.23850	0
MSTRG.23851	24
MSTRG.23852	78
MSTRG.23853	443
MSTRG.23854	0
MSTRG.23855	0
MSTRG.23856	0
MSTRG.23857	0
MSTRG.23858	52
MSTRG.23859	0
MSTRG.8232	1534
MSTRG.21980	453
MSTRG.21981	23
MSTRG.21982	18
MSTRG.21983	46
MSTRG.21984	76
MSTRG.21985	0
MSTRG.21986	53
MSTRG.21987	4344
MSTRG.21988	151
MSTRG.21989	8
MSTRG.30116	1657
MSTRG.1963	145
MSTRG.13918	26364
MSTRG.13919	0
MSTRG.13916	0
MSTRG.13917	363
MSTRG.13914	205
MSTRG.13915	0
MSTRG.13912	43
MSTRG.13913	1206
MSTRG.13910	1334
MSTRG.13911	862
MSTRG.26512	770
MSTRG.26513	25
MSTRG.26510	53
MSTRG.26511	34527
MSTRG.26516	925
MSTRG.26517	99
MSTRG.26514	74
MSTRG.26515	702
MSTRG.26518	313
MSTRG.26519	22
MSTRG.12061	706
MSTRG.12060	155
MSTRG.12063	1454
MSTRG.12062	157
MSTRG.12065	0
MSTRG.12064	315
MSTRG.12067	0
MSTRG.12066	0
MSTRG.12069	552
MSTRG.12068	0
MSTRG.17747	1130
MSTRG.17746	592
MSTRG.17745	0
MSTRG.17744	0
MSTRG.17743	13347
MSTRG.17742	49
MSTRG.17741	1
MSTRG.17740	0
MSTRG.17749	1461
MSTRG.17748	2528
MSTRG.24859	118
MSTRG.24858	0
MSTRG.3022	11591
MSTRG.3023	24996
MSTRG.3024	97
MSTRG.3025	18
MSTRG.3026	0
MSTRG.3027	1
MSTRG.3028	9652
MSTRG.3029	11558
MSTRG.24853	0
MSTRG.24852	0
MSTRG.16296	802
MSTRG.24854	3
MSTRG.24857	59
MSTRG.24856	263
MSTRG.28169	0
MSTRG.28168	0
MSTRG.28165	2422
MSTRG.28164	114
MSTRG.28167	0
MSTRG.28166	334
MSTRG.28161	0
MSTRG.28160	23
MSTRG.28163	55
MSTRG.28162	74
MSTRG.30159	0
MSTRG.6903	0
MSTRG.32800	0
MSTRG.11749	6
MSTRG.9706	290
MSTRG.9705	0
MSTRG.9704	9584
MSTRG.9703	9
