ID	S1
MSTRG.21639	1015
MSTRG.9246	1809
MSTRG.9247	141
MSTRG.9244	297
MSTRG.9245	4705
MSTRG.9242	47
MSTRG.9243	70
MSTRG.9240	688
MSTRG.9241	53
MSTRG.9248	0
MSTRG.9249	0
MSTRG.6311	59
MSTRG.28937	140
MSTRG.24724	1096
MSTRG.6313	6
MSTRG.6312	14
MSTRG.6315	268
MSTRG.6314	15
MSTRG.30461	712
MSTRG.30460	32
MSTRG.30463	326
MSTRG.30462	2936
MSTRG.30465	866
MSTRG.30464	0
MSTRG.30467	0
MSTRG.30466	0
MSTRG.30469	0
MSTRG.30468	0
MSTRG.6316	0
MSTRG.34371	184
MSTRG.6431	1359
MSTRG.34373	52
MSTRG.34372	84
MSTRG.34375	1356
MSTRG.6435	3760
MSTRG.6436	0
MSTRG.6437	0
MSTRG.34379	284
MSTRG.6439	2856
MSTRG.7016	9455
MSTRG.22069	0
MSTRG.56	35
MSTRG.57	526
MSTRG.54	540
MSTRG.55	227
MSTRG.52	0
MSTRG.53	0
MSTRG.50	41
MSTRG.51	0
MSTRG.58	34
MSTRG.59	0
MSTRG.28681	0
MSTRG.28873	2
MSTRG.28872	1
MSTRG.28871	3
MSTRG.28870	7
MSTRG.6298	251
MSTRG.6299	928
MSTRG.28875	6
MSTRG.30365	93
MSTRG.6294	2025
MSTRG.6295	15047
MSTRG.6296	89
MSTRG.6297	902
MSTRG.6290	242
MSTRG.6291	0
MSTRG.6292	687
MSTRG.6293	26
MSTRG.37110	2056
MSTRG.37111	0
MSTRG.37112	1579
MSTRG.37113	772
MSTRG.37114	5286
MSTRG.37115	32
MSTRG.37116	10
MSTRG.37117	381
MSTRG.37118	0
MSTRG.37119	12
MSTRG.7741	887
MSTRG.7740	18
MSTRG.7743	75
MSTRG.7742	2070
MSTRG.7745	14
MSTRG.7744	545
MSTRG.7747	0
MSTRG.7746	448
MSTRG.7749	3222
MSTRG.7748	0
MSTRG.30939	0
MSTRG.33373	204
MSTRG.22063	12
MSTRG.30933	0
MSTRG.37243	0
MSTRG.30932	0
MSTRG.26889	0
MSTRG.24993	1
MSTRG.18694	0
MSTRG.29834	2530
MSTRG.29835	449
MSTRG.29836	42
MSTRG.29837	32
MSTRG.29830	2069
MSTRG.29831	6079
MSTRG.29832	183
MSTRG.29833	0
MSTRG.29838	466
MSTRG.29839	9
MSTRG.8928	480
MSTRG.8929	500
MSTRG.8920	0
MSTRG.8921	550
MSTRG.8922	0
MSTRG.8923	1
MSTRG.8924	17
MSTRG.8925	0
MSTRG.8926	3
MSTRG.8927	14
MSTRG.29568	703
MSTRG.18697	0
MSTRG.29569	0
MSTRG.20228	0
MSTRG.20229	0
MSTRG.20226	487
MSTRG.12416	633
MSTRG.20224	0
MSTRG.20225	836
MSTRG.20222	0
MSTRG.20223	940
MSTRG.20220	1648
MSTRG.20221	360
MSTRG.439	109
MSTRG.438	9
MSTRG.437	362
MSTRG.436	681
MSTRG.435	23
MSTRG.434	3117
MSTRG.433	2123
MSTRG.432	0
MSTRG.431	0
MSTRG.430	916
MSTRG.30994	950
MSTRG.37947	8
MSTRG.37946	652
MSTRG.37945	0
MSTRG.37944	3343
MSTRG.37943	683
MSTRG.37942	0
MSTRG.37941	569
MSTRG.37940	5874
MSTRG.37949	170
MSTRG.37948	0
MSTRG.31479	1762
MSTRG.31478	229
MSTRG.31471	16495
MSTRG.31470	0
MSTRG.31473	933
MSTRG.31472	386
MSTRG.31475	151
MSTRG.31474	0
MSTRG.31477	656
MSTRG.31476	321
MSTRG.5858	0
MSTRG.17288	0
MSTRG.17289	65
MSTRG.17286	572
MSTRG.17287	0
MSTRG.17284	371
MSTRG.17285	2094
MSTRG.23748	471
MSTRG.17283	75
MSTRG.17280	0
MSTRG.17281	555
MSTRG.21579	745
MSTRG.21578	860
MSTRG.21575	2
MSTRG.21574	903
MSTRG.21577	0
MSTRG.21576	0
MSTRG.21571	179
MSTRG.21570	41
MSTRG.21573	95
MSTRG.21572	3306
MSTRG.14881	0
MSTRG.14880	5632
MSTRG.14883	0
MSTRG.14882	6322
MSTRG.14885	991
MSTRG.14884	2518
MSTRG.14887	132
MSTRG.14886	11
MSTRG.14889	634
MSTRG.14888	0
MSTRG.30708	7
MSTRG.30709	1579
MSTRG.31248	1407
MSTRG.30700	83
MSTRG.30701	79
MSTRG.30702	125
MSTRG.30703	28
MSTRG.30704	328
MSTRG.30705	1149
MSTRG.30706	11909
MSTRG.30707	54
MSTRG.29564	0
MSTRG.29565	20
MSTRG.17394	0
MSTRG.28680	0
MSTRG.31589	8
MSTRG.28682	0
MSTRG.28683	18
MSTRG.28684	0
MSTRG.28685	0
MSTRG.28686	0
MSTRG.28687	0
MSTRG.28688	0
MSTRG.28689	21
MSTRG.409	1126
MSTRG.20607	809
MSTRG.16627	98
MSTRG.16626	0
MSTRG.16625	13
MSTRG.16624	447
MSTRG.16623	535
MSTRG.16622	0
MSTRG.16621	855
MSTRG.16620	2340
MSTRG.16629	282
MSTRG.16628	74
MSTRG.11938	945
MSTRG.11939	1481
MSTRG.11932	0
MSTRG.11933	0
MSTRG.11930	0
MSTRG.11931	0
MSTRG.11936	1454
MSTRG.11937	33
MSTRG.11934	10
MSTRG.11935	22
MSTRG.29489	0
MSTRG.22179	0
MSTRG.29485	515
MSTRG.29484	0
MSTRG.29487	1530
MSTRG.29486	3
MSTRG.29481	4197
MSTRG.29480	1141
MSTRG.29483	25
MSTRG.29482	116
MSTRG.23223	2644
MSTRG.23222	0
MSTRG.23221	2607
MSTRG.23220	57
MSTRG.23227	0
MSTRG.23226	3508
MSTRG.23225	6
MSTRG.23224	44
MSTRG.23229	16
MSTRG.23228	959
MSTRG.25683	28
MSTRG.25682	10
MSTRG.25681	0
MSTRG.25680	0
MSTRG.25687	0
MSTRG.25686	0
MSTRG.25685	0
MSTRG.25684	1184
MSTRG.25689	0
MSTRG.25688	0
MSTRG.29157	325
MSTRG.29156	1421
MSTRG.29155	15
MSTRG.29154	338
MSTRG.29153	1151
MSTRG.29152	1
MSTRG.29151	124
MSTRG.29150	291
MSTRG.29159	1085
MSTRG.29158	438
MSTRG.35695	1009
MSTRG.35694	109
MSTRG.31365	9
MSTRG.32423	1048
MSTRG.32422	25
MSTRG.32728	256
MSTRG.32421	1082
MSTRG.32729	108
MSTRG.22798	0
MSTRG.22799	0
MSTRG.32420	54
MSTRG.27033	1480
MSTRG.22790	3871
MSTRG.22791	157
MSTRG.22792	2167
MSTRG.22793	269
MSTRG.22794	0
MSTRG.27030	52
MSTRG.22796	231
MSTRG.22797	49
MSTRG.26088	168
MSTRG.26089	0
MSTRG.27031	0
MSTRG.32425	488
MSTRG.19168	1172
MSTRG.26080	1225
MSTRG.26081	35
MSTRG.26082	0
MSTRG.26083	1862
MSTRG.26084	1615
MSTRG.26085	0
MSTRG.26086	0
MSTRG.26087	1960
MSTRG.27034	0
MSTRG.27035	703
MSTRG.31367	0
MSTRG.24792	0
MSTRG.24793	0
MSTRG.24790	2
MSTRG.24791	0
MSTRG.24796	0
MSTRG.24797	0
MSTRG.24794	0
MSTRG.24795	0
MSTRG.24798	36
MSTRG.24799	524
MSTRG.401	643
MSTRG.31366	826
MSTRG.26332	0
MSTRG.26333	1
MSTRG.26330	0
MSTRG.26331	0
MSTRG.26336	4
MSTRG.26337	30
MSTRG.26334	289
MSTRG.26335	1601
MSTRG.26338	3
MSTRG.26339	679
MSTRG.2150	24
MSTRG.24244	1
MSTRG.24245	3
MSTRG.24246	0
MSTRG.24247	151
MSTRG.24240	0
MSTRG.24241	0
MSTRG.24242	0
MSTRG.24243	0
MSTRG.14412	6
MSTRG.14413	0
MSTRG.14410	28
MSTRG.14411	5
MSTRG.24248	0
MSTRG.24249	0
MSTRG.14414	8
MSTRG.18569	5108
MSTRG.25645	0
MSTRG.29118	3056
MSTRG.31363	423
MSTRG.9519	222
MSTRG.31362	355
MSTRG.11152	165
MSTRG.29115	10717
MSTRG.25648	20
MSTRG.2940	0
MSTRG.2941	0
MSTRG.10917	0
MSTRG.10916	0
MSTRG.10915	23
MSTRG.10914	1321
MSTRG.10913	192
MSTRG.10912	31
MSTRG.10911	0
MSTRG.10910	76
MSTRG.10919	0
MSTRG.10918	0
MSTRG.2948	2715
MSTRG.2949	151
MSTRG.38483	40
MSTRG.38482	1079
MSTRG.38481	75
MSTRG.38480	0
MSTRG.38487	2470
MSTRG.38486	49
MSTRG.38485	3
MSTRG.38484	1882
MSTRG.38489	0
MSTRG.38488	132
MSTRG.3427	0
MSTRG.12519	168
MSTRG.12518	1427
MSTRG.19769	0
MSTRG.19768	0
MSTRG.12511	232
MSTRG.12510	388
MSTRG.12513	1271
MSTRG.12512	0
MSTRG.19763	19
MSTRG.19762	221
MSTRG.19761	792
MSTRG.19760	379
MSTRG.33709	8
MSTRG.33708	0
MSTRG.33701	20
MSTRG.33700	0
MSTRG.33703	10009
MSTRG.33702	116
MSTRG.33705	0
MSTRG.33704	0
MSTRG.33707	47
MSTRG.33706	59
MSTRG.2719	752
MSTRG.2718	30
MSTRG.34953	729
MSTRG.34952	53
MSTRG.34955	363
MSTRG.34954	0
MSTRG.7949	31
MSTRG.34956	0
MSTRG.2711	1240
MSTRG.2710	5
MSTRG.7945	1633
MSTRG.2712	35
MSTRG.2715	32
MSTRG.7942	679
MSTRG.7941	0
MSTRG.7940	30
MSTRG.19189	0
MSTRG.19188	486
MSTRG.19183	884
MSTRG.19182	652
MSTRG.19181	1208
MSTRG.19180	211
MSTRG.19187	137
MSTRG.19186	4958
MSTRG.19185	0
MSTRG.19184	0
MSTRG.32078	0
MSTRG.32079	0
MSTRG.32070	13
MSTRG.32071	0
MSTRG.32072	0
MSTRG.32073	0
MSTRG.32074	302
MSTRG.32075	199
MSTRG.32076	806
MSTRG.32077	0
MSTRG.9899	0
MSTRG.9898	0
MSTRG.9897	9
MSTRG.9896	2
MSTRG.9895	0
MSTRG.9894	0
MSTRG.9893	0
MSTRG.9892	12517
MSTRG.9891	0
MSTRG.9890	1062
MSTRG.20028	593
MSTRG.20029	36
MSTRG.20024	60
MSTRG.20025	864
MSTRG.20026	407
MSTRG.20027	0
MSTRG.20020	621
MSTRG.20021	1782
MSTRG.20022	7814
MSTRG.20023	117
MSTRG.631	1073
MSTRG.630	6360
MSTRG.633	1231
MSTRG.632	1408
MSTRG.635	15
MSTRG.634	29
MSTRG.637	1212
MSTRG.636	1101
MSTRG.639	21
MSTRG.638	209
MSTRG.8416	12
MSTRG.8417	10
MSTRG.8410	2183
MSTRG.8411	55
MSTRG.8412	0
MSTRG.8413	944
MSTRG.4713	0
MSTRG.4712	1403
MSTRG.4711	0
MSTRG.4710	45
MSTRG.4717	2348
MSTRG.4716	61
MSTRG.4715	1529
MSTRG.4714	1240
MSTRG.4719	53
MSTRG.4718	0
MSTRG.20796	570
MSTRG.20797	17
MSTRG.20794	381
MSTRG.20795	36
MSTRG.20792	28
MSTRG.20793	174
MSTRG.20790	6
MSTRG.20791	18
MSTRG.31677	414
MSTRG.31676	19
MSTRG.31675	0
MSTRG.31674	0
MSTRG.31673	0
MSTRG.31672	0
MSTRG.31671	1
MSTRG.20799	1821
MSTRG.987	0
MSTRG.986	0
MSTRG.985	0
MSTRG.984	1
MSTRG.983	0
MSTRG.982	1
MSTRG.35709	0
MSTRG.980	197
MSTRG.35707	220
MSTRG.35706	1718
MSTRG.35705	15
MSTRG.35704	0
MSTRG.35703	5
MSTRG.35702	763
MSTRG.989	2242
MSTRG.988	438
MSTRG.21773	0
MSTRG.21772	131
MSTRG.21771	0
MSTRG.21770	2382
MSTRG.5394	14
MSTRG.5395	0
MSTRG.21775	0
MSTRG.21774	41
MSTRG.5398	1320
MSTRG.5399	15
MSTRG.21779	52
MSTRG.21778	5385
MSTRG.24421	0
MSTRG.19764	4
MSTRG.24422	13
MSTRG.37631	0
MSTRG.37630	15
MSTRG.37633	0
MSTRG.37632	117
MSTRG.37635	0
MSTRG.37634	0
MSTRG.37637	0
MSTRG.37636	142
MSTRG.37639	598
MSTRG.37638	455
MSTRG.36940	2042
MSTRG.36941	0
MSTRG.36942	0
MSTRG.36943	2
MSTRG.5978	1
MSTRG.5979	709
MSTRG.36946	757
MSTRG.36947	706
MSTRG.36948	77
MSTRG.36949	0
MSTRG.5976	86
MSTRG.5977	0
MSTRG.5970	115
MSTRG.5971	80
MSTRG.5972	0
MSTRG.5973	1955
MSTRG.28446	0
MSTRG.28447	0
MSTRG.28444	0
MSTRG.28445	543
MSTRG.28442	0
MSTRG.28443	61
MSTRG.28440	0
MSTRG.28441	2955
MSTRG.28448	606
MSTRG.28449	0
MSTRG.38814	44
MSTRG.38815	0
MSTRG.38816	0
MSTRG.38817	20
MSTRG.38810	2581
MSTRG.38811	0
MSTRG.38812	8
MSTRG.38813	1542
MSTRG.38818	64
MSTRG.38819	115
MSTRG.36178	6
MSTRG.37099	822
MSTRG.37098	95
MSTRG.37095	0
MSTRG.37094	0
MSTRG.37097	1747
MSTRG.37096	0
MSTRG.37091	14639
MSTRG.33062	28
MSTRG.37093	23
MSTRG.37092	197
MSTRG.26818	1745
MSTRG.24506	57
MSTRG.33068	0
MSTRG.26812	7
MSTRG.8120	895
MSTRG.8121	177
MSTRG.8122	552
MSTRG.29315	8113
MSTRG.29314	47
MSTRG.29317	903
MSTRG.29316	805
MSTRG.7532	16
MSTRG.7533	305
MSTRG.7530	0
MSTRG.7531	3240
MSTRG.8124	1198
MSTRG.29319	0
MSTRG.29318	4605
MSTRG.7538	8706
MSTRG.7539	0
MSTRG.22898	6
MSTRG.32919	9
MSTRG.32918	183
MSTRG.8126	307
MSTRG.32913	2631
MSTRG.32912	26
MSTRG.32911	0
MSTRG.32910	2078
MSTRG.32917	765
MSTRG.32916	96
MSTRG.32915	96
MSTRG.32914	19
MSTRG.24903	0
MSTRG.24902	0
MSTRG.24901	0
MSTRG.24900	0
MSTRG.24906	3
MSTRG.18522	0
MSTRG.24302	1631
MSTRG.18523	137
MSTRG.18520	224
MSTRG.6593	16
MSTRG.18521	0
MSTRG.6592	3
MSTRG.18526	376
MSTRG.38728	3553
MSTRG.18527	0
MSTRG.38729	1304
MSTRG.18524	156
MSTRG.34256	79
MSTRG.12419	0
MSTRG.6596	935
MSTRG.24008	0
MSTRG.24009	0
MSTRG.6595	496
MSTRG.24002	78
MSTRG.24003	1489
MSTRG.24000	309
MSTRG.28777	7
MSTRG.24006	17
MSTRG.24007	0
MSTRG.24004	85
MSTRG.24005	363
MSTRG.38722	575
MSTRG.22893	914
MSTRG.1908	196
MSTRG.34258	50
MSTRG.13995	52
MSTRG.34259	806
MSTRG.22892	1
MSTRG.1400	208
MSTRG.1401	0
MSTRG.30288	0
MSTRG.1408	0
MSTRG.1409	768
MSTRG.22992	183
MSTRG.23850	0
MSTRG.23851	9
MSTRG.23852	50
MSTRG.23853	584
MSTRG.23854	108
MSTRG.23855	507
MSTRG.23856	0
MSTRG.23857	3
MSTRG.23858	90
MSTRG.23859	0
MSTRG.8232	0
MSTRG.21980	326
MSTRG.21981	7
MSTRG.21982	0
MSTRG.21983	17
MSTRG.21984	16
MSTRG.21985	0
MSTRG.21986	78
MSTRG.21987	2029
MSTRG.21988	124
MSTRG.21989	104
MSTRG.30116	179
MSTRG.1963	6
MSTRG.13918	1207
MSTRG.13919	11
MSTRG.13916	0
MSTRG.13917	311
MSTRG.13914	489
MSTRG.13915	0
MSTRG.13912	22
MSTRG.13913	1096
MSTRG.13910	1264
MSTRG.13911	1191
MSTRG.26512	3049
MSTRG.26513	4
MSTRG.26510	31
MSTRG.26511	1871
MSTRG.26516	805
MSTRG.26517	167
MSTRG.26514	223
MSTRG.26515	927
MSTRG.26518	318
MSTRG.26519	17
MSTRG.12061	1323
MSTRG.12060	128
MSTRG.12063	1054
MSTRG.12062	75
MSTRG.12065	0
MSTRG.12064	59
MSTRG.12067	0
MSTRG.12066	0
MSTRG.12069	1510
MSTRG.12068	0
MSTRG.17747	1489
MSTRG.17746	708
MSTRG.17745	27
MSTRG.17744	8
MSTRG.17743	1017
MSTRG.17742	894
MSTRG.17741	1
MSTRG.17740	0
MSTRG.17749	587
MSTRG.17748	411
MSTRG.24859	454
MSTRG.24858	36
MSTRG.3022	5736
MSTRG.3023	10213
MSTRG.3024	32
MSTRG.3025	16
MSTRG.3026	0
MSTRG.3027	0
MSTRG.3028	4240
MSTRG.3029	3200
MSTRG.24853	0
MSTRG.24852	120
MSTRG.16296	251
MSTRG.24854	5
MSTRG.24857	4
MSTRG.24856	125
MSTRG.28169	0
MSTRG.28168	0
MSTRG.28165	3266
MSTRG.28164	98
MSTRG.28167	4
MSTRG.28166	306
MSTRG.28161	0
MSTRG.28160	167
MSTRG.28163	112
MSTRG.28162	214
MSTRG.30159	0
MSTRG.6903	17
MSTRG.32800	0
MSTRG.11749	0
MSTRG.9706	80
MSTRG.9705	0
MSTRG.9704	6184
MSTRG.9703	198
MSTRG.9702	396
MSTRG.9701	1153
