Gene stable ID	STRING ID
AT1G15390	3702.AT1G15390.1
AT1G73340	3702.AT1G73340.1
AT1G64580	
AT5G24330	3702.AT5G24330.1
AT5G06870	3702.AT5G06870.1
AT4G38780	
AT1G79050	
AT1G79050	3702.AT1G79050.1
AT2G40420	3702.AT2G40420.1
AT3G29680	
AT4G21110	3702.AT4G21110.1
AT4G21110	3702.AT4G21110.1
AT3G46200	
AT3G46200	
AT3G46200	3702.AT3G46200.1
AT3G46200	
AT3G46200	
AT3G46200	
AT4G17300	3702.AT4G17300.1
AT4G17300	
AT3G24180	3702.AT3G24180.1
AT3G24180	3702.AT3G24180.1
AT2G32650	3702.AT2G32650.2
AT2G32650	3702.AT2G32650.2
AT1G35290	3702.AT1G35290.1
ATMG01230	
AT3G04670	
AT3G04670	3702.AT3G04670.1
AT2G28470	3702.AT2G28470.1
AT2G28470	
AT2G28470	
AT2G28470	
AT2G28470	3702.AT2G28470.1
AT4G11490	3702.AT4G11490.1
AT2G14695	
AT5G14710	3702.AT5G14710.1
AT1G23050	
AT1G29080	3702.AT1G29080.1
AT1G48990	3702.AT1G48990.1
AT5G56670	3702.AT5G56670.1
AT4G17150	
AT4G17150	
AT4G17150	
AT4G17150	
AT4G17150	
AT2G01690	
AT2G01690	3702.AT2G01690.2
AT2G33040	3702.AT2G33040.1
AT2G25950	
AT2G25950	3702.AT2G25950.1
AT3G02690	3702.AT3G02690.1
AT3G17750	3702.AT3G17750.1
AT3G15534	
AT3G42390	3702.AT3G42390.1
AT5G03710	3702.AT5G03710.1
AT4G39270	3702.AT4G39270.1
AT4G39270	
AT4G39270	
AT4G39270	
AT4G39270	
AT4G39270	
AT4G39270	
AT4G39270	
AT4G39270	
AT4G39270	
AT3G24840	
AT3G24840	
AT3G24840	
AT3G24840	
AT3G24840	
AT3G24840	
AT3G24840	
AT1G63295	
AT1G63295	
AT3G45790	3702.AT3G45790.1
AT5G35550	
AT5G35550	3702.AT5G35550.1
AT2G43150	3702.AT2G43150.1
AT3G44740	3702.AT3G44740.1
AT3G44740	3702.AT3G44740.1
AT3G44740	3702.AT3G44740.1
AT3G44740	
AT3G44740	3702.AT3G44740.1
AT2G25910	
AT2G25910	3702.AT2G25910.2
AT4G37420	3702.AT4G37420.1
AT1G29535	
AT1G29535	
AT1G29535	
AT1G29535	
AT3G02490	3702.AT3G02490.1
AT3G14340	
AT2G32720	3702.AT2G32720.1
AT2G32720	
AT5G38070	3702.AT5G38070.1
AT1G64960	3702.AT1G64960.1
AT1G64960	
AT1G73000	3702.AT1G73000.1
AT3G44980	
AT3G46400	
AT5G04120	3702.AT5G04120.1
AT4G28590	3702.AT4G28590.1
AT3G63230	
AT3G63230	3702.AT3G63230.2
AT2G39950	
AT2G39950	
AT2G39950	
AT2G39950	
AT2G39950	
AT2G39950	3702.AT2G39950.1
AT2G39950	
AT2G39950	
AT2G39950	
AT1G36622	
AT3G15790	3702.AT3G15790.1
AT3G15790	3702.AT3G15790.1
AT3G15790	3702.AT3G15790.1
AT1G41820	
AT2G46710	3702.AT2G46710.1
AT2G22360	3702.AT2G22360.1
AT3G15357	
AT5G45720	
AT5G45720	3702.AT5G45720.1
AT1G50840	3702.AT1G50840.1
AT1G50840	
AT1G49860	3702.AT1G49860.1
AT1G58420	3702.AT1G58420.1
AT2G07713	3702.ATMG00540.1
AT1G49005	3702.AT1G49005.1
AT3G25270	3702.AT3G25270.1
AT3G13674	
AT3G23350	
AT3G23350	3702.AT3G23350.1
AT2G01280	
AT2G01280	3702.AT2G01280.1
AT2G01280	
AT3G63450	
AT3G63450	3702.AT3G63450.3
AT3G63450	3702.AT3G63450.3
AT3G63450	
AT3G63450	3702.AT3G63450.3
AT3G63450	
AT3G63450	
AT5G48370	
AT5G48370	
AT5G48370	3702.AT5G48370.1
AT2G14670	3702.AT2G14670.1
AT1G13880	
AT1G13880	3702.AT1G13880.1
AT1G13880	
AT2G06040	3702.AT2G06040.1
AT1G59835	3702.AT1G59835.1
AT1G50350	
AT2G34200	3702.AT2G34200.1
AT2G34200	3702.AT2G34200.1
ATMG01130	3702.ATMG01130.1
AT5G18735	
AT5G10480	
AT5G10480	3702.AT5G10480.3
AT5G10480	
AT5G08770	
AT3G48420	3702.AT3G48420.1
AT4G00755	
AT4G00755	
AT1G11210	3702.AT1G11210.1
AT2G22810	3702.AT2G22810.1
AT2G46820	3702.AT2G46820.1
AT2G46820	3702.AT2G46820.1
ATCG00820	
AT2G25350	
AT2G25350	
AT2G25350	
AT2G25350	
AT2G25350	
AT1G10020	3702.AT1G10020.1
AT3G05727	3702.AT3G05727.1
AT3G09530	3702.AT3G09530.1
AT1G15890	
AT1G15890	3702.AT1G15890.1
AT4G23990	
AT4G23990	3702.AT4G23990.1
AT1G31640	3702.AT1G31640.1
AT4G19890	
AT1G69520	3702.AT1G69520.1
AT1G69520	
AT2G20280	3702.AT2G20280.1
AT2G46360	
AT2G23420	
AT2G23420	3702.AT2G23420.1
AT3G51950	3702.AT3G51950.2
AT3G51950	3702.AT3G51950.2
AT3G51950	3702.AT3G51950.2
AT3G51950	3702.AT3G51950.2
AT3G19300	3702.AT3G19300.1
AT4G20230	
AT4G20230	3702.AT4G20230.1
AT5G51690	
AT5G51690	3702.AT5G51690.1
AT2G18410	3702.AT2G18410.1
AT2G18410	
AT1G08310	
AT1G08310	
AT1G08310	
AT5G22250	3702.AT5G22250.1
AT5G06320	3702.AT5G06320.1
AT2G17380	3702.AT2G17380.1
AT5G56720	
AT4G00820	3702.AT4G00820.1
AT1G29270	
AT1G29270	
AT5G17430	3702.AT5G17430.1
AT5G17430	
AT1G26140	3702.AT1G26140.1
AT5G10000	3702.AT5G10000.1
AT2G29050	
AT2G29050	3702.AT2G29050.1
AT1G11110	
AT1G11110	3702.AT1G11110.1
AT1G11110	
AT5G07720	3702.AT5G07720.1
AT4G29480	3702.AT4G29480.1
AT4G23250	
AT4G23250	3702.AT4G23250.1
AT4G23250	
AT3G07160	
AT3G07160	
AT3G07160	3702.AT3G07160.1
AT3G19620	3702.AT3G19620.1
AT5G35405	3702.AT5G35405.1
AT1G20780	3702.AT1G20780.1
AT1G20780	3702.AT1G20780.1
AT1G20780	3702.AT1G20780.1
AT2G19500	3702.AT2G19500.1
AT2G01220	
AT2G01220	
AT2G02020	3702.AT2G02020.1
AT2G02020	
AT5G18860	3702.AT5G18860.1
AT5G18860	3702.AT5G18860.1
AT4G22740	
AT4G22740	
AT3G06020	3702.AT3G06020.1
AT3G62930	3702.AT3G62930.1
AT5G03204	
AT5G47900	
AT5G47900	
AT5G47900	
AT5G47900	
AT5G47900	
AT5G47900	3702.AT5G47900.1
AT5G47900	
AT5G47900	3702.AT5G47900.1
AT5G47900	
AT5G47900	
AT5G47900	
AT4G31890	
AT4G31890	
AT4G31890	
AT5G61110	3702.AT5G61110.1
AT4G17940	3702.AT4G17940.1
AT1G08190	3702.AT1G08190.1
AT2G36030	
AT2G37760	
AT2G37760	3702.AT2G37760.1
AT2G37760	
AT2G37760	
AT2G37760	3702.AT2G37760.1
AT2G37760	
AT2G37760	
AT1G04390	3702.AT1G04390.1
AT3G01710	
AT3G01710	
AT3G01710	
AT3G01710	3702.AT3G01710.1
AT1G04800	3702.AT1G04800.1
AT1G51490	
AT2G47420	3702.AT2G47420.1
AT4G25340	
AT4G25340	3702.AT4G25340.1
AT1G58037	
AT1G58037	
AT2G30105	3702.AT2G30105.1
AT1G32400	3702.AT1G32400.3
AT1G32400	3702.AT1G32400.3
AT1G32400	3702.AT1G32400.3
AT1G02090	3702.AT1G02090.1
AT1G02090	
AT1G02090	
AT3G49350	3702.AT3G49350.1
AT2G26080	3702.AT2G26080.1
AT3G01800	3702.AT3G01800.1
AT5G66335	
AT1G79600	3702.AT1G79600.1
AT1G10650	
AT1G10650	3702.AT1G10650.1
AT1G76994	
AT5G42895	3702.AT5G42895.1
AT1G52495	
AT5G63350	3702.AT5G63350.1
AT1G68960	
AT1G68960	
AT3G57000	3702.AT3G57000.1
AT2G31432	
AT2G31432	
AT5G53610	
AT1G52510	3702.AT1G52510.1
AT1G52510	
AT3G58220	3702.AT3G58220.2
AT3G58220	
AT3G58220	
AT3G58220	
AT3G58220	
AT1G22360	
AT1G22360	3702.AT1G22360.1
AT2G41515	
AT3G52570	3702.AT3G52570.1
AT5G62670	3702.AT5G62670.1
AT1G27270	3702.AT1G27270.1
AT3G09055	
AT5G06910	3702.AT5G06910.1
AT4G21660	
AT4G21660	3702.AT4G21660.2
AT4G21660	
AT1G66680	3702.AT1G66680.1
AT5G12120	
AT2G04480	
AT5G57440	3702.AT5G57440.1
AT3G60110	3702.AT3G60110.1
AT1G18520	3702.AT1G18520.1
AT1G11230	3702.AT1G11230.2
AT1G11230	
AT1G67640	3702.AT1G67640.1
AT3G51740	3702.AT3G51740.1
AT5G22120	3702.AT5G22120.1
AT3G51390	3702.AT3G51390.1
AT3G51390	
AT4G35150	3702.AT4G35150.1
AT1G52580	3702.AT1G52580.1
AT5G36420	
AT3G14452	
AT1G44080	
AT2G25605	
AT2G01275	3702.AT2G01275.1
AT2G01275	
AT2G01275	3702.AT2G01275.1
AT2G01275	
AT2G01275	
AT5G21090	3702.AT5G21090.1
AT3G61380	3702.AT3G61380.1
AT3G61380	3702.AT3G61380.1
AT3G61380	3702.AT3G61380.1
AT3G58940	
AT3G58940	
AT4G18770	3702.AT4G18770.1
AT1G61575	3702.AT1G61575.1
AT1G61575	3702.AT1G61575.1
AT3G02170	
AT3G02170	
AT3G02170	3702.AT3G02170.1
AT2G46220	3702.AT2G46220.1
AT5G27920	3702.AT5G27920.1
AT5G11820	
AT1G20600	3702.AT1G20600.1
AT1G14755	
AT4G28750	3702.AT4G28750.1
AT3G05500	
AT3G05500	3702.AT3G05500.1
AT5G63720	3702.AT5G63720.1
AT4G16130	3702.AT4G16130.1
AT3G58570	3702.AT3G58570.1
AT2G17705	3702.AT2G17705.1
AT3G58790	3702.AT3G58790.1
AT3G58790	
AT4G03170	3702.AT4G03170.1
AT2G44610	3702.AT2G44610.1
AT1G55420	
AT5G66540	3702.AT5G66540.1
AT5G66540	3702.AT5G66540.1
AT1G73590	3702.AT1G73590.1
AT2G23470	3702.AT2G23470.1
AT4G11050	3702.AT4G11050.1
AT4G11050	
AT4G11050	
AT3G60900	3702.AT3G60900.1
AT2G02635	
AT5G27830	
AT5G27830	
AT5G27830	
AT5G27830	
AT5G27830	
AT5G27830	
AT1G21470	
AT1G21470	
AT1G13870	3702.AT1G13870.1
AT1G50500	
AT1G50500	3702.AT1G50500.2
AT1G50500	
AT1G50500	
AT1G50500	3702.AT1G50500.2
AT1G61105	3702.AT1G61105.1
AT2G04038	3702.AT2G04038.1
AT3G44240	3702.AT3G44240.1
AT5G21990	3702.AT5G21990.1
AT4G18870	3702.AT4G18870.1
AT4G35660	3702.AT4G35660.1
AT3G52620	
AT4G16990	
AT4G16990	
AT4G16990	
AT4G16990	
AT4G16990	
AT4G16990	
AT4G16990	
AT4G16990	
AT4G16990	
AT4G16990	3702.AT4G16990.2
AT4G16990	
AT4G16990	
AT4G16990	
AT4G16990	
AT4G16990	3702.AT4G16990.2
AT4G16990	
AT4G16990	
AT4G16990	
AT4G16990	
AT1G43020	
AT1G43020	
AT1G43020	3702.AT1G43020.1
AT1G43020	
AT1G43020	
AT1G72160	3702.AT1G72160.1
AT2G42570	3702.AT2G42570.1
AT5G20160	
AT5G20160	3702.AT5G20160.2
AT5G20160	
AT4G38100	3702.AT4G38100.1
AT4G38100	
AT4G12930	
AT1G23660	3702.AT1G23660.1
AT3G05870	
AT3G05870	
AT3G05870	
AT3G05870	
AT3G05870	
AT3G05870	
AT3G05870	
AT5G57970	3702.AT5G57970.1
AT5G57970	3702.AT5G57970.1
AT1G32360	3702.AT1G32360.1
AT2G39380	3702.AT2G39380.1
AT5G66500	
AT4G28100	3702.AT4G28100.1
AT2G14860	3702.AT2G14860.1
AT5G40610	3702.AT5G40610.1
AT4G27000	3702.AT4G27000.1
AT4G20290	
AT2G19700	
AT1G67000	
AT2G37740	3702.AT2G37740.1
AT3G18670	
AT3G18670	3702.AT3G18670.1
AT3G04770	
AT3G04770	3702.AT3G04770.1
AT2G18590	3702.AT2G18590.1
AT5G48543	3702.AT5G48543.1
AT4G17570	3702.AT4G17570.2
AT4G17570	
AT4G17570	
AT4G14860	3702.AT4G14860.1
AT2G23010	
AT2G23010	3702.AT2G23010.1
AT2G28850	3702.AT2G28850.1
AT3G03776	
AT3G03776	
AT3G03776	
AT5G53300	3702.AT5G53300.1
AT5G53300	3702.AT5G53300.1
AT5G53300	3702.AT5G53300.1
AT5G53300	
AT1G06350	3702.AT1G06350.1
AT2G48010	3702.AT2G48010.1
AT5G09750	3702.AT5G09750.1
AT1G66220	3702.AT1G66220.1
AT2G17060	3702.AT2G17060.1
AT2G17060	
AT2G44850	
AT2G44850	
AT2G44850	3702.AT2G44850.1
AT1G14680	
AT4G02733	3702.AT4G02733.1
AT1G18730	3702.AT1G18730.1
AT1G18730	
AT1G18730	
AT1G18730	
AT1G18730	
AT3G26855	
AT1G26390	3702.AT1G26390.1
AT1G28695	
AT2G19000	3702.AT2G19000.1
AT4G31130	
AT4G39675	3702.AT4G39675.1
AT2G30230	3702.AT2G30230.1
AT1G66420	
AT5G09350	3702.AT5G09350.1
AT5G17660	3702.AT5G17660.1
AT1G10900	3702.AT1G10900.1
AT1G10900	3702.AT1G10900.1
AT1G10900	3702.AT1G10900.1
AT1G51820	
AT1G51820	3702.AT1G51820.1
AT5G64930	3702.AT5G64930.1
AT4G32920	3702.AT4G32920.2
AT4G32920	3702.AT4G32920.2
AT4G32920	3702.AT4G32920.2
AT4G00170	
AT4G00170	3702.AT4G00170.1
AT4G15360	3702.AT4G15360.1
AT5G39220	
AT5G39220	
AT1G68390	3702.AT1G68390.1
AT2G39020	3702.AT2G39020.1
AT5G24060	
AT5G24060	
AT5G24060	3702.AT5G24060.2
AT5G25250	3702.AT5G25250.1
AT2G21840	
AT5G15040	3702.AT5G15040.1
AT5G15040	3702.AT5G15040.1
AT5G15040	3702.AT5G15040.1
AT1G78370	3702.AT1G78370.1
AT3G47730	3702.AT3G47730.1
AT2G19810	3702.AT2G19810.1
AT3G44630	
AT3G44630	
AT3G44630	3702.AT3G44630.3
AT3G44630	
AT3G27580	3702.AT3G27580.1
AT3G27580	3702.AT3G27580.1
AT3G43260	3702.AT3G43260.1
AT5G65750	3702.AT5G65750.1
AT4G36050	
AT4G36050	3702.AT4G36050.2
AT4G36050	
AT4G36050	
AT4G36050	
AT4G35540	3702.AT4G35540.1
AT5G07920	3702.AT5G07920.1
AT5G07920	3702.AT5G07920.1
AT5G07920	
AT3G06270	3702.AT3G06270.1
AT1G14140	3702.AT1G14140.1
AT4G22050	3702.AT4G22050.1
AT4G24231	
AT1G60430	3702.AT1G60430.2
AT1G60430	
AT1G60430	3702.AT1G60430.2
AT1G60430	3702.AT1G60430.2
AT3G17120	3702.AT3G17120.2
AT3G17120	3702.AT3G17120.2
AT3G17120	3702.AT3G17120.2
AT3G17120	3702.AT3G17120.2
AT3G17120	3702.AT3G17120.2
AT3G18957	3702.AT3G18957.1
AT3G21770	3702.AT3G21770.1
AT3G24050	3702.AT3G24050.1
AT5G51630	
AT5G51630	
AT5G51630	
AT5G51630	
AT5G51630	3702.AT5G51630.1
AT5G51630	
AT4G05050	
AT4G05050	3702.AT4G05050.2
AT4G05050	3702.AT4G05050.2
AT4G05050	3702.AT4G05050.2
AT1G02300	3702.AT1G02300.1
AT3G04903	
AT1G28130	3702.AT1G28130.1
AT1G28130	
AT4G31280	3702.AT4G31280.1
AT3G43960	3702.AT3G43960.1
AT2G32670	3702.AT2G32670.1
AT1G62280	3702.AT1G62280.1
AT3G25960	3702.AT3G25960.1
AT1G62840	
AT1G15970	3702.AT1G15970.1
AT1G15970	3702.AT1G15970.1
AT3G53400	3702.AT3G53400.1
AT5G20170	3702.AT5G20170.1
AT1G27460	
AT1G27460	3702.AT1G27460.1
AT1G27460	
AT5G28690	3702.AT5G28690.1
AT5G28690	3702.AT5G28690.1
AT5G28690	3702.AT5G28690.1
AT4G17880	3702.AT4G17880.1
AT5G39471	
AT5G01780	
AT5G01780	
AT5G01780	
AT5G01780	
AT5G01780	3702.AT5G01780.2
AT2G36810	
AT2G36810	3702.AT2G36810.1
AT2G36810	
AT2G43500	
AT2G43500	
AT2G43500	
AT2G43500	
AT2G43500	3702.AT2G43500.2
AT2G43500	
AT2G43500	
AT2G43500	
AT2G43500	
AT2G43500	
AT2G43500	
AT3G45110	
AT5G02430	3702.AT5G02430.1
AT4G28890	3702.AT4G28890.1
AT3G59700	3702.AT3G59700.1
AT1G73870	3702.AT1G73870.1
AT2G39660	3702.AT2G39660.1
AT2G26870	3702.AT2G26870.1
AT1G13560	
AT1G13560	
AT1G13560	3702.AT1G13560.1
AT5G24480	
AT5G17190	3702.AT5G17190.1
AT2G31945	
AT5G62060	
AT1G31335	3702.AT1G31335.1
AT1G35490	3702.AT1G35490.1
AT1G35490	3702.AT1G35490.1
AT1G51220	3702.AT1G51220.1
AT1G49260	3702.AT1G49260.1
AT1G12010	3702.AT1G12010.1
AT2G02280	
AT2G35890	3702.AT2G35890.1
AT2G35890	3702.AT2G35890.1
AT4G24010	3702.AT4G24010.1
AT3G26830	3702.AT3G26830.1
AT3G50570	
AT3G50570	
AT1G19640	3702.AT1G19640.1
AT5G50920	3702.AT5G50920.1
AT2G22930	3702.AT2G22930.1
AT2G22930	
AT3G23930	
AT1G30090	3702.AT1G30090.1
AT3G52790	3702.AT3G52790.1
AT5G34829	3702.AT5G34829.1
AT5G10870	3702.AT5G10870.1
AT3G56890	
AT3G60328	
AT1G27190	3702.AT1G27190.1
AT3G53020	3702.AT3G53020.1
AT5G38850	3702.AT5G38850.1
AT5G18240	
AT5G18240	
AT5G18240	
AT5G18240	3702.AT5G18240.1
AT5G18240	3702.AT5G18240.1
AT5G18240	
AT1G48830	3702.AT1G48830.1
AT1G48830	3702.AT1G48830.1
AT1G04430	3702.AT1G04430.1
AT1G04430	3702.AT1G04430.1
AT1G04430	3702.AT1G04430.1
AT5G38520	
AT5G38520	3702.AT5G38520.2
AT5G22350	3702.AT5G22350.1
AT4G01240	3702.AT4G01240.1
AT1G24420	
AT1G24420	
AT3G55530	3702.AT3G55530.1
AT5G12370	3702.AT5G12370.2
AT5G12370	
AT5G12370	3702.AT5G12370.2
AT2G13760	
AT2G28315	
AT2G28315	3702.AT2G28315.1
AT5G12980	3702.AT5G12980.1
AT1G18290	
AT5G46600	
AT2G41870	3702.AT2G41870.1
AT5G26830	3702.AT5G26830.1
AT5G03430	3702.AT5G03430.1
AT4G23220	3702.AT4G23220.1
AT1G07940	3702.AT5G60390.1
AT1G07940	3702.AT5G60390.1
AT1G07940	3702.AT5G60390.1
AT1G07940	3702.AT5G60390.1
AT5G53780	
AT1G15660	3702.AT1G15660.1
AT2G18876	3702.AT2G18876.1
AT2G18876	
AT3G02070	3702.AT3G02070.1
AT3G02070	3702.AT3G02070.1
AT2G30060	3702.AT2G30060.1
AT4G18905	
AT4G18905	3702.AT4G18905.2
AT2G10556	
AT2G24950	3702.AT2G24950.1
AT1G17560	3702.AT1G17560.1
AT1G17560	
AT1G15980	3702.AT1G15980.1
AT1G68520	3702.AT1G68520.1
AT1G27595	3702.AT1G27590.1
AT1G27595	3702.AT1G27595.1
AT1G66390	3702.AT1G66390.1
AT2G01080	
AT5G19100	3702.AT5G19100.1
AT1G19890	3702.AT1G19890.1
AT1G26110	
AT1G26110	3702.AT1G26110.1
AT2G37180	3702.AT2G37180.1
AT3G29152	3702.AT3G29152.1
AT3G23300	
AT3G23300	
AT5G15640	3702.AT5G15640.1
AT5G15640	
AT1G48145	
AT1G54575	
AT1G54575	
AT2G42030	3702.AT2G42030.1
AT1G20330	3702.AT1G20330.1
AT1G17400	
AT1G17400	3702.AT1G17400.1
AT1G17400	3702.AT1G17400.1
AT2G15029	
AT3G17717	
AT5G07030	3702.AT5G07030.1
AT1G11362	
AT5G12280	
AT5G12280	3702.AT5G12280.1
AT5G12280	
AT1G51540	
AT1G28690	3702.AT1G28690.1
AT3G22300	3702.AT3G22300.1
AT5G16740	3702.AT5G16740.1
AT2G38840	
AT2G38840	3702.AT2G38840.1
AT3G55640	
AT3G55640	
AT3G55640	3702.AT3G55640.1
AT3G55640	3702.AT3G55640.1
AT4G10480	
AT4G10480	3702.AT4G10480.1
AT1G48430	
AT1G48430	3702.AT1G48430.1
AT4G13850	3702.AT4G13850.1
AT4G13850	
AT4G13850	
AT4G13850	
AT3G18060	3702.AT3G18060.1
AT3G54170	3702.AT3G54170.1
AT5G19020	3702.AT5G19020.1
AT4G14030	3702.AT4G14030.1
AT4G14030	3702.AT4G14030.1
AT3G20450	3702.AT3G20450.1
AT3G53060	3702.AT3G53060.1
AT5G48175	
AT4G36700	3702.AT4G36700.1
AT1G63870	
AT2G27720	
AT2G27720	
AT2G27720	
AT2G27720	3702.AT2G27720.2
AT1G11860	
AT1G11860	3702.AT1G11860.3
AT1G11860	3702.AT1G11860.3
AT2G35140	
AT2G35140	
AT2G35140	
AT2G35140	
AT2G35140	
AT2G35140	
AT3G49320	
AT3G49320	3702.AT3G49320.1
AT2G34710	3702.AT2G34710.1
AT4G31470	3702.AT4G31470.1
AT5G01640	3702.AT5G01640.1
AT1G66250	3702.AT1G66250.1
AT1G55673	
AT5G22650	3702.AT5G22650.1
AT5G22650	
AT4G03050	3702.AT4G03050.2
AT4G03050	3702.AT4G03050.2
AT2G39980	3702.AT2G39980.1
AT5G46180	3702.AT5G46180.1
AT5G38860	
AT5G38860	3702.AT5G38860.1
AT5G23212	
AT1G73030	3702.AT1G73030.1
AT5G50120	3702.AT5G50120.1
AT1G04920	3702.AT1G04920.1
AT1G55520	
AT1G55520	3702.AT1G55520.2
AT1G55520	3702.AT1G55520.2
AT1G55520	3702.AT1G55520.2
AT3G51650	3702.AT3G51650.1
AT3G51650	3702.AT3G51650.1
AT3G51650	3702.AT3G51650.1
AT3G51650	3702.AT3G51650.1
AT1G18470	
AT1G18470	3702.AT1G18470.1
AT1G13540	
AT1G73965	3702.AT1G73965.1
AT3G54130	3702.AT3G54130.1
AT1G80820	3702.AT1G80820.1
AT1G80820	
AT1G48530	3702.AT1G48530.1
AT5G10220	3702.AT5G10220.1
AT2G43580	3702.AT2G43580.1
AT5G39900	3702.AT5G39900.1
AT5G50040	3702.AT5G50040.1
AT3G47910	
AT3G47910	
AT5G44270	3702.AT5G44270.1
AT4G24740	
AT4G24740	
AT4G24740	
AT4G24740	
AT4G24740	
AT4G24740	
AT4G24740	
AT4G24740	
AT4G24740	
AT4G24740	3702.AT4G24740.1
AT1G35540	3702.AT1G35540.1
AT5G65920	3702.AT5G65920.1
AT5G65920	3702.AT5G65920.1
AT1G36675	
AT3G22700	
AT4G11110	3702.AT4G11110.1
AT4G08140	3702.AT4G08140.1
AT3G53305	3702.AT3G53305.1
AT5G58890	3702.AT5G58890.1
AT1G73875	3702.AT1G73875.1
AT1G73875	
AT1G73875	
AT4G10440	3702.AT4G10440.1
AT2G37090	3702.AT2G37090.1
AT2G26865	3702.AT2G26865.1
AT3G08670	
AT1G17650	3702.AT1G17650.1
AT1G17650	
AT4G31210	3702.AT4G31210.1
AT4G31210	
AT4G31210	
AT5G02270	3702.AT5G02270.2
AT5G02270	
AT5G55520	3702.AT5G55520.1
AT5G55520	
AT1G55050	
AT1G55050	
AT4G33390	3702.AT4G33390.1
AT2G31040	3702.AT2G31040.1
AT3G19310	3702.AT3G19310.1
AT3G26410	3702.AT3G26410.1
AT3G04170	3702.AT3G04170.1
AT5G35960	
AT5G35960	3702.AT5G35960.1
AT5G12140	3702.AT5G12140.1
AT1G79130	3702.AT1G79130.1
AT4G08360	3702.AT4G08360.1
AT1G58340	3702.AT1G58340.1
AT3G09810	3702.AT3G09810.1
AT4G32208	3702.AT4G32208.1
AT2G40650	3702.AT2G40650.1
AT1G70840	3702.AT1G70840.1
AT3G53980	3702.AT3G53980.1
AT3G53980	3702.AT3G53980.1
AT3G08910	3702.AT3G08910.1
AT1G14820	3702.AT1G14820.3
AT1G14820	
AT1G14820	
AT4G16370	
AT2G35612	3702.AT2G35612.1
AT2G35470	3702.AT2G35470.1
AT1G34160	3702.AT1G34160.1
AT1G34160	
AT5G07260	3702.AT5G07260.1
AT5G07260	
AT3G53870	3702.AT3G53870.1
AT5G08391	
AT2G06005	
AT2G06005	
AT2G06005	
AT2G06005	
AT2G06005	
AT2G06005	3702.AT2G06005.1
AT2G28590	3702.AT2G28590.1
AT2G28590	
AT3G01560	
AT3G01560	
AT5G35930	3702.AT5G35930.1
AT5G35930	
AT5G35930	
AT5G35930	
AT2G37000	3702.AT2G37000.1
AT1G79960	3702.AT1G79960.1
AT3G43503	
AT5G42280	
AT5G42280	
AT5G12020	3702.AT5G12020.1
AT2G15000	3702.AT2G15000.4
AT2G15000	
AT2G15000	3702.AT2G15000.4
AT2G15000	
AT2G15000	3702.AT2G15000.4
AT2G15000	3702.AT2G15000.4
AT2G15000	
AT5G01060	
AT5G01060	3702.AT5G01060.1
AT5G01060	
AT1G07610	3702.AT1G07610.1
AT3G62320	
AT5G12270	3702.AT5G12270.1
AT3G60460	3702.AT3G60460.1
AT3G04880	3702.AT3G04880.1
AT5G20350	3702.AT5G20350.1
AT5G13710	3702.AT5G13710.1
AT5G13710	3702.AT5G13710.1
AT3G51895	3702.AT3G51895.1
AT3G51895	
AT4G39220	3702.AT4G39220.1
AT4G39220	3702.AT4G39220.1
AT2G42290	
AT2G14835	3702.AT2G14835.2
AT2G14835	3702.AT2G14835.2
AT1G77110	3702.AT1G77110.1
AT1G77110	
AT5G02260	3702.AT5G02260.1
AT3G10510	
AT3G60360	3702.AT3G60360.1
AT5G19500	3702.AT5G19500.1
AT1G48960	3702.AT1G48960.1
AT4G35420	3702.AT4G35420.1
AT2G14765	
AT4G37140	
AT4G37140	3702.AT4G37140.1
AT4G21190	3702.AT4G21190.1
AT1G45332	3702.AT1G45332.1
AT1G45332	
AT5G65205	3702.AT5G65205.1
AT1G19920	3702.AT1G19920.1
AT1G20920	3702.AT1G20920.1
AT1G20920	3702.AT1G20920.1
AT1G20920	3702.AT1G20920.1
AT1G20920	3702.AT1G20920.1
AT1G20920	
AT1G20920	3702.AT1G20920.1
AT1G20920	3702.AT1G20920.1
AT4G04350	3702.AT4G04350.1
AT1G59723	
AT3G56340	3702.AT3G56340.1
AT3G60720	
AT3G60720	3702.AT3G60720.1
AT3G60720	
AT2G25680	3702.AT2G25680.1
AT1G69800	
AT1G69800	3702.AT1G69800.2
AT1G69800	
AT1G49680	
AT2G40480	
AT4G01050	
AT4G01050	3702.AT4G01050.1
AT3G46100	3702.AT3G46100.1
AT3G54230	
AT3G54230	3702.AT3G54230.2
AT3G54230	
AT3G54230	
AT3G54230	3702.AT3G54230.2
AT5G57790	
AT5G57790	
AT5G57790	
AT5G57790	
AT4G34260	3702.AT4G34260.1
AT1G53120	3702.AT1G53120.1
AT1G53120	
AT1G56418	
AT1G56418	3702.AT1G56418.1
AT3G57270	3702.AT3G57270.1
AT1G06190	
AT1G06190	3702.AT1G06190.1
AT1G06190	
AT1G06190	
AT1G06190	
AT1G10570	
AT1G10570	
AT1G10570	3702.AT1G10570.1
AT1G42710	3702.AT1G42710.1
AT5G41720	3702.AT5G41720.1
AT2G23840	3702.AT2G23840.1
AT5G15390	
AT5G15390	3702.AT5G15390.1
AT1G74110	3702.AT1G74110.1
AT5G49130	3702.AT5G49130.1
AT1G34010	
AT1G34010	
AT1G34010	
AT3G29020	3702.AT3G29020.2
AT3G29020	
AT5G40670	3702.AT5G40670.1
AT2G17030	
