Gene stable ID	STRING ID
AT3G05350	3702.AT3G05350.1
AT5G28900	3702.AT5G28900.1
AT5G11990	
AT3G18550	
AT3G18550	3702.AT3G18550.1
AT3G18550	
AT3G18550	3702.AT3G18550.1
AT4G30220	
AT4G30220	3702.AT4G30220.2
AT1G08320	
AT1G08320	
AT1G08320	3702.AT1G08320.3
AT1G08320	3702.AT1G08320.3
AT1G08320	3702.AT1G08320.3
AT5G09830	3702.AT5G09830.1
AT1G76450	3702.AT1G76450.1
AT4G09160	
AT4G09160	
AT4G09160	3702.AT4G09160.1
AT1G48880	3702.AT1G48880.1
AT3G11650	3702.AT3G11650.1
AT2G20140	3702.AT2G20140.1
AT4G10955	3702.AT4G10955.1
AT4G10955	3702.AT4G10955.1
AT3G22942	3702.AT3G22942.1
AT3G03950	
AT3G03950	
AT3G03950	3702.AT3G03950.3
AT1G12020	
AT5G15810	3702.AT5G15810.1
AT1G01340	
AT1G01340	3702.AT1G01340.2
AT4G01090	3702.AT4G01090.1
AT3G23290	3702.AT3G23290.2
AT5G67630	3702.AT5G67630.1
AT4G01740	
AT3G44680	3702.AT3G44680.1
AT1G21960	
AT1G30620	
AT1G30620	3702.AT1G30620.1
AT1G30620	3702.AT1G30620.1
AT1G30620	
AT1G30620	3702.AT1G30620.1
AT1G30620	3702.AT1G30620.1
AT3G03890	3702.AT3G03890.1
AT3G03890	
AT1G34095	
AT3G29410	
AT3G29410	3702.AT3G29410.1
AT3G58050	
AT3G58050	
AT5G64360	3702.AT5G64360.2
AT5G64360	3702.AT5G64360.2
AT5G64360	3702.AT5G64360.2
AT5G64360	3702.AT5G64360.2
AT5G64360	3702.AT5G64360.2
AT5G64360	3702.AT5G64360.2
AT5G64360	
AT3G25590	
AT5G23710	3702.AT5G23710.1
AT5G60300	3702.AT5G60300.3
AT5G60300	
AT5G60300	
AT2G37910	
AT1G09920	3702.AT1G09920.1
AT5G54200	3702.AT5G54200.1
AT3G13740	
AT3G13740	
AT3G13740	
AT3G13740	
AT3G13740	3702.AT3G13740.1
AT3G13740	
AT5G41580	3702.AT5G41580.1
AT2G03780	
AT2G03780	
AT2G03780	3702.AT2G03780.1
AT4G05240	3702.AT4G05240.1
AT5G38840	3702.AT5G38840.1
AT4G18620	3702.AT4G18620.1
AT4G24800	3702.AT4G24800.3
AT4G24800	3702.AT4G24800.3
AT4G24800	3702.AT4G24800.3
AT4G24800	3702.AT4G24800.3
AT3G19410	
AT2G20920	3702.AT2G20920.1
AT1G18840	3702.AT1G18840.1
AT1G18840	3702.AT1G18840.1
AT1G18840	3702.AT1G18840.1
AT5G25240	
AT2G16030	
AT3G58170	3702.AT3G58170.1
AT1G35410	3702.AT1G35410.1
AT3G12060	3702.AT3G12060.1
AT2G42460	
AT5G11930	3702.AT5G11930.1
AT2G20850	
AT2G20850	3702.AT2G20850.1
AT5G64370	3702.AT5G64370.1
AT3G28600	
AT3G28600	3702.AT3G28600.1
AT4G26580	3702.AT4G26580.2
AT4G26580	3702.AT4G26580.2
AT3G50850	3702.AT3G50850.1
AT1G76030	3702.AT1G76030.1
AT2G23070	3702.AT2G23070.1
AT5G52700	
AT2G01130	3702.AT2G01130.1
AT2G01130	
AT2G44210	3702.AT2G44210.2
AT2G44210	
AT1G02280	3702.AT1G02280.1
AT1G02280	3702.AT1G02280.1
AT2G31410	3702.AT2G31410.1
AT3G44540	3702.AT3G44540.1
AT3G44540	
AT3G44540	
AT3G43833	
AT1G43665	3702.AT1G43665.1
AT4G28050	
AT2G03310	3702.AT2G03310.1
AT4G17350	3702.AT4G17350.1
AT1G52110	
AT1G64795	
AT2G35910	
AT1G05180	
AT1G05180	3702.AT1G05180.1
AT1G05180	
AT5G17850	3702.AT5G17850.1
AT5G17850	3702.AT5G17850.1
AT5G13920	
AT5G13920	
AT3G45300	3702.AT3G45300.1
AT1G56070	3702.AT1G56070.1
AT1G56070	3702.AT1G56070.1
AT1G56070	3702.AT1G56070.1
AT5G22160	
AT3G61550	
AT1G72000	3702.AT1G72000.1
AT3G11220	
AT3G11220	3702.AT3G11220.2
AT2G36430	
AT4G19170	3702.AT4G19170.1
AT1G13260	3702.AT1G13260.1
AT5G50360	3702.AT5G50360.1
AT5G45030	3702.AT5G45030.2
AT5G45030	3702.AT5G45030.2
AT2G28620	
AT2G28620	
AT2G28620	3702.AT2G28620.1
AT2G20430	3702.AT2G20430.1
AT2G26800	
AT2G26800	
AT2G26800	3702.AT2G26800.2
AT2G26800	3702.AT2G26800.2
AT2G26800	
AT4G29990	
AT4G29990	3702.AT4G29990.1
AT5G63590	3702.AT5G63590.1
AT3G50180	
AT4G19275	
AT3G07480	3702.AT3G07480.1
ATMG01100	
AT4G29960	3702.AT4G29960.1
AT2G26310	3702.AT2G26310.1
AT2G26310	
AT2G26310	
AT2G26310	
AT2G26310	3702.AT2G26310.1
AT3G47660	
AT3G47660	
AT3G47660	
AT3G47660	3702.AT3G47660.1
AT3G47660	
AT3G47660	
AT3G47660	
AT3G14130	3702.AT3G14130.1
AT3G14130	
AT3G14130	
AT3G14130	3702.AT3G14130.1
AT4G03240	3702.AT4G03240.1
AT5G59030	3702.AT5G59030.1
AT2G05840	3702.AT2G05840.1
AT2G05840	
AT2G05840	
AT3G12260	3702.AT3G12260.1
AT5G17700	3702.AT5G17700.1
AT5G17700	
AT5G17700	3702.AT5G17700.1
AT4G10710	3702.AT4G10710.1
AT4G10710	
AT4G10710	3702.AT4G10710.1
AT4G05060	3702.AT4G05060.1
AT5G64950	3702.AT5G64950.1
AT3G16785	
AT3G16785	
AT3G16785	
AT3G16785	
AT3G16785	
AT3G16785	3702.AT3G16785.1
AT5G18360	3702.AT5G18360.1
AT3G21940	
AT3G21940	
AT5G58900	3702.AT5G58900.1
AT3G17700	
AT3G17700	3702.AT3G17700.1
AT4G14165	
AT1G17970	3702.AT1G17970.1
AT1G17970	
AT5G64510	3702.AT5G64510.1
AT5G66910	3702.AT5G66910.1
AT1G13920	
AT1G13920	
AT1G13920	
AT1G13920	
AT1G13920	
AT1G13920	
AT1G13920	3702.AT1G13920.1
AT5G54950	3702.AT5G54950.1
AT5G19480	3702.AT5G19480.2
AT5G19480	3702.AT5G19480.2
AT5G19480	3702.AT5G19480.2
AT5G19480	3702.AT5G19480.2
AT5G54920	3702.AT5G54920.2
AT5G54920	
AT3G48780	3702.AT3G48780.1
AT3G48780	3702.AT3G48780.1
AT3G57630	3702.AT3G57630.1
AT3G57630	3702.AT3G57630.1
AT3G57630	
AT4G08250	3702.AT4G08250.1
AT4G11800	3702.AT4G11800.1
AT1G20020	
AT1G20020	3702.AT1G20020.1
AT1G20020	
AT2G04420	
AT1G18090	3702.AT1G18090.1
AT1G18090	
AT3G30387	3702.AT3G30387.1
AT2G42510	
AT2G42510	
AT2G42510	
AT2G42510	
AT2G42510	
AT2G42510	3702.AT2G42510.2
AT4G11950	
AT2G30310	
AT1G13000	3702.AT1G13000.1
AT1G13000	3702.AT1G13000.1
AT1G13000	3702.AT1G13000.1
AT1G13000	3702.AT1G13000.1
AT1G13000	
AT5G57510	3702.AT5G57510.1
AT1G80900	3702.AT1G80900.1
AT1G80900	3702.AT1G80900.1
AT2G04810	
AT4G14300	3702.AT4G14300.1
AT4G14300	3702.AT4G14300.1
AT1G52600	3702.AT1G52600.1
AT2G03931	3702.AT2G03931.1
AT5G53340	
AT5G53340	3702.AT5G53340.1
AT1G65260	
AT1G65260	3702.AT1G65260.1
AT5G58220	3702.AT5G58220.1
AT5G58220	
AT5G58220	
AT2G27420	3702.AT2G27420.1
AT5G46650	
AT3G50808	
AT2G07644	
AT5G15430	
AT5G15430	
AT5G07650	
AT5G07650	
AT4G37120	3702.AT4G37120.1
AT5G23910	
AT5G23910	3702.AT5G23910.1
AT3G09870	3702.AT3G09870.1
AT2G34740	
AT2G34740	3702.AT2G34740.1
AT2G34740	
AT1G33610	3702.AT1G33610.1
AT1G49435	
AT1G61940	
AT1G61940	
AT1G77470	3702.AT1G77470.1
AT5G67200	3702.AT5G67200.1
AT5G41690	3702.AT5G41690.1
AT5G41690	3702.AT5G41690.1
AT5G41690	3702.AT5G41690.1
AT4G15530	3702.AT4G15530.5
AT4G15530	
AT4G15530	
AT4G15530	3702.AT4G15530.5
AT4G15530	
AT4G15530	
AT4G15530	
AT1G12200	3702.AT1G12200.1
AT1G12200	
AT5G42450	
AT5G42450	
AT5G17270	
AT5G17270	3702.AT5G17270.1
AT3G06170	3702.AT3G06170.1
AT1G02950	
AT1G02950	
AT1G02950	
AT1G02950	3702.AT1G02950.2
AT1G02950	
AT3G07540	3702.AT3G07540.1
AT2G19950	
AT2G19950	3702.AT2G19950.2
AT1G57870	3702.AT1G57870.3
AT1G57870	
AT1G57870	3702.AT1G57870.3
AT1G57870	3702.AT1G57870.3
AT5G47350	3702.AT5G47350.1
AT3G61600	
AT3G61600	3702.AT3G61600.1
AT2G29679	3702.AT2G29679.1
AT5G55135	
AT1G56020	
AT5G53740	3702.AT5G53740.1
AT1G71240	
AT1G71240	
AT1G71240	
AT5G45010	3702.AT5G45010.1
AT3G25597	3702.AT3G25597.1
AT1G12411	
AT3G54340	3702.AT3G54340.1
AT1G10870	3702.AT1G10870.1
AT1G10870	
AT1G55210	3702.AT1G55210.1
AT1G55210	3702.AT1G55210.1
AT3G04520	3702.AT3G04520.1
AT3G04520	
AT3G04520	3702.AT3G04520.1
AT2G21630	3702.AT2G21630.1
AT4G35800	3702.AT4G35800.1
AT4G35800	3702.AT4G35800.1
AT5G63420	3702.AT5G63420.1
AT3G59220	3702.AT3G59220.1
AT5G59100	3702.AT5G59100.1
AT5G63310	3702.AT5G63310.1
AT3G14170	
AT3G14170	3702.AT3G14170.1
AT1G29730	
AT1G29730	
AT1G29730	3702.AT1G29730.1
AT1G29730	
AT5G18140	3702.AT5G18140.1
AT3G15080	3702.AT3G15080.1
AT3G16730	3702.AT3G16730.1
AT2G14560	
AT2G14560	
AT2G14560	3702.AT2G14560.1
AT2G14560	
AT1G05080	
AT2G18340	
AT2G18340	3702.AT2G18340.1
AT2G18340	
AT1G30840	3702.AT1G30840.1
AT1G30840	3702.AT1G30840.1
AT1G52630	
AT1G52630	
AT5G57960	
AT5G57960	3702.AT5G57960.1
AT2G12875	
AT5G10800	3702.AT5G10800.1
AT5G10800	
AT5G10800	
AT1G80470	
AT5G44567	
AT3G54650	3702.AT3G54650.1
AT3G42960	3702.AT3G42960.1
AT2G22400	3702.AT2G22400.1
AT5G08055	
AT3G27000	3702.AT3G27000.1
AT4G25270	3702.AT4G25270.1
AT5G37870	3702.AT5G37870.1
AT2G44810	3702.AT2G44810.1
AT2G44810	
AT2G47970	3702.AT2G47970.1
AT2G47970	
AT1G01080	
AT1G01080	
AT1G01080	3702.AT1G01080.2
AT5G18800	3702.AT5G18800.1
AT5G18800	3702.AT5G18800.1
AT4G30040	3702.AT4G30040.1
AT1G73210	3702.AT1G73210.1
AT1G73210	
AT1G73210	3702.AT1G73210.1
AT4G27630	
AT4G27630	
AT4G27630	
AT4G27630	
AT4G27630	
AT4G27630	3702.AT4G27630.3
AT4G27630	
AT1G48730	
AT1G55740	3702.AT1G55740.1
AT3G06860	3702.AT3G06860.1
AT4G17240	
AT4G17240	3702.AT4G17240.1
AT1G10180	3702.AT1G10180.1
AT4G24270	3702.AT4G24270.2
AT4G24270	
AT4G24270	
AT4G24270	
AT1G53790	
AT1G53790	
AT1G53790	3702.AT1G53790.2
AT3G24870	
AT3G24870	3702.AT3G24870.1
AT3G24870	
AT3G24870	
AT1G07175	
AT1G07175	3702.AT1G07175.1
AT5G28235	
AT5G50665	
AT5G50665	
AT5G50665	
AT5G50665	
AT5G50665	
AT5G50665	
AT5G43310	
AT5G43310	3702.AT5G43310.1
AT5G43310	
AT5G43310	
AT5G43310	
AT1G08990	3702.AT1G08990.1
AT3G55180	3702.AT3G55180.1
AT2G48080	3702.AT2G48080.1
AT4G24310	3702.AT4G24310.1
AT1G59850	
AT1G62421	
AT5G07670	3702.AT5G07670.1
AT1G65130	
AT1G65130	
AT1G65130	
AT1G65130	
AT1G65130	
AT5G57940	3702.AT5G57940.1
AT5G57940	
AT5G57940	3702.AT5G57940.1
AT5G07490	3702.AT5G07490.1
AT4G14713	
AT4G14713	3702.AT4G14713.1
AT4G14713	
AT4G14713	
AT4G14713	
AT3G19970	3702.AT3G19970.1
AT3G19970	3702.AT3G19970.1
AT3G19970	3702.AT3G19970.1
AT3G19970	3702.AT3G19970.1
AT3G19970	3702.AT3G19970.1
AT4G01690	
AT4G01690	3702.AT4G01690.1
AT5G40980	3702.AT5G40980.1
AT4G25420	3702.AT4G25420.1
AT4G25420	
AT2G24690	
AT2G24690	
AT3G18518	
AT1G62900	3702.AT1G62900.1
AT4G19960	3702.AT4G19960.1
AT4G19960	
AT4G19960	
AT4G19960	
AT1G63205	
AT5G38620	3702.AT5G38620.1
AT4G35785	
AT4G35785	
AT4G35785	3702.AT4G35785.5
AT4G35785	
AT4G35785	
AT4G35785	
AT3G11700	3702.AT3G11700.1
AT4G02090	
AT2G41930	3702.AT2G41930.1
AT1G56060	
AT1G56060	
AT5G15790	3702.AT5G15790.2
AT5G15790	3702.AT5G15790.2
AT5G15790	
AT5G15790	3702.AT5G15790.2
AT5G15790	3702.AT5G15790.2
AT5G60970	3702.AT5G60970.1
AT4G19090	
AT2G41400	
AT5G32470	3702.AT5G32470.1
AT3G62300	
AT3G62300	3702.AT3G62300.2
AT2G36840	3702.AT2G36840.1
AT3G03480	3702.AT3G03480.1
AT3G48131	
AT5G43890	3702.AT5G43890.1
AT2G41550	3702.AT2G41550.1
AT5G26955	
AT2G46140	3702.AT2G46140.1
AT2G04840	
AT1G10490	3702.AT1G10490.1
AT1G10490	3702.AT1G10490.1
AT5G02870	
AT5G02870	3702.AT5G02870.1
AT4G31390	3702.AT4G31390.1
AT4G31390	
AT4G31390	
AT4G21700	3702.AT4G21700.1
AT1G78260	3702.AT1G78260.1
AT1G78260	
AT2G02990	3702.AT2G02990.1
AT1G09880	
AT1G09880	
AT1G09880	3702.AT1G09880.1
AT1G09880	
AT2G19130	3702.AT2G19130.1
AT2G10535	3702.AT2G10535.1
AT2G22880	3702.AT2G22880.1
AT5G47750	3702.AT5G47750.1
AT3G47600	
AT3G47600	3702.AT3G47600.1
AT5G50760	3702.AT5G50760.1
AT5G13630	3702.AT5G13630.1
AT5G13630	
AT3G14060	
AT5G44090	3702.AT5G44090.1
AT5G44090	
AT3G61680	
AT3G61680	
AT3G61680	
AT3G10590	3702.AT3G10590.1
AT2G34080	3702.AT2G34080.1
AT1G59630	
AT5G46740	
AT5G46740	3702.AT5G46740.1
AT3G58130	3702.AT3G58130.1
AT3G58130	3702.AT3G58130.1
AT2G14110	3702.AT2G14110.1
AT2G14110	
AT1G17640	3702.AT1G17640.1
AT1G17640	3702.AT1G17640.1
AT1G17640	3702.AT1G17640.1
AT4G01310	3702.AT4G01310.1
AT3G20240	3702.AT3G20240.1
AT4G33970	3702.AT4G33970.1
AT3G02890	
AT3G02890	
AT3G02890	
AT3G02890	3702.AT3G02890.1
AT1G69410	3702.AT1G69410.1
AT4G30690	3702.AT4G30690.1
AT4G30690	
AT4G02380	3702.AT4G02380.1
AT4G02380	
AT4G02380	
AT3G10572	3702.AT3G10572.1
AT3G10572	
AT3G10572	
AT1G31150	
AT1G31150	3702.AT1G31150.1
AT1G59865	
AT1G59865	
AT1G79780	
AT4G29010	3702.AT4G29010.1
AT3G13228	
AT1G25150	
AT1G25150	
AT1G57990	3702.AT1G57990.1
AT5G58910	
AT5G58910	3702.AT5G58910.1
AT5G58910	
AT1G72141	3702.AT1G72141.1
AT5G42690	
AT5G42690	
AT5G42690	
AT5G42690	
AT5G42690	
AT3G44990	3702.AT3G44990.1
AT2G32860	3702.AT2G32860.2
AT2G32860	
AT1G57550	3702.AT1G57550.1
AT1G03050	3702.AT1G03050.1
AT5G33210	
AT5G33210	3702.AT5G33210.1
AT1G16825	
AT1G16825	
AT2G39340	3702.AT2G39340.1
AT5G27170	
AT3G13800	3702.AT3G13800.1
AT3G13800	
AT3G13800	3702.AT3G13800.1
AT3G13800	
AT1G51360	3702.AT1G51360.1
AT1G66810	3702.AT1G66810.1
AT1G66810	3702.AT1G66810.1
AT1G66810	
AT5G67520	3702.AT5G67520.1
AT5G67520	
AT5G67520	
AT3G19340	
AT4G23910	
AT4G23910	
AT1G67270	
AT1G42480	
AT1G42480	3702.AT1G42480.1
AT1G42480	
AT5G13120	
AT5G13120	3702.AT5G13120.1
AT2G41170	
AT2G41170	
AT2G41170	3702.AT2G41170.1
AT1G69900	3702.AT1G69900.1
AT3G52060	3702.AT3G52060.2
AT3G53700	3702.AT3G53700.1
AT4G17905	
AT4G17905	
AT4G08400	
AT4G08400	3702.AT4G08400.1
AT4G08400	
AT3G43645	
AT4G33930	
AT4G14780	3702.AT4G14780.1
AT2G18990	3702.AT2G18990.1
AT2G20660	3702.AT2G20660.1
AT5G09370	
AT5G09370	3702.AT5G09370.1
AT5G09370	
AT4G16220	
AT4G12590	3702.AT4G12590.1
AT3G15920	
AT1G68450	3702.AT1G68450.1
AT3G22345	
AT1G54270	
AT1G54270	3702.AT1G54270.1
AT1G54590	3702.AT1G54590.1
AT4G08540	
AT2G43320	3702.AT2G43320.1
AT2G43320	3702.AT2G43320.1
AT1G27760	
AT1G27760	
AT1G27760	3702.AT1G27760.3
AT5G49010	3702.AT5G49010.1
AT5G49010	
AT1G27020	3702.AT1G27020.1
AT1G03300	3702.AT1G03300.1
AT3G19890	3702.AT3G19890.1
AT1G06690	3702.AT1G06690.1
AT3G16080	3702.AT3G16080.1
AT3G16080	
AT3G13310	3702.AT3G13310.1
AT2G41640	
AT2G41640	3702.AT2G41640.1
AT2G41640	
AT3G49000	3702.AT3G49000.1
AT3G48940	3702.AT3G48940.1
AT3G41762	3702.AT3G41762.1
AT5G04150	
AT5G04150	
AT2G26340	3702.AT2G26340.2
AT2G26340	
AT5G18310	
AT5G18310	3702.AT5G18310.2
AT5G18310	
AT5G18310	
AT1G35435	
AT5G36228	
AT4G33710	3702.AT4G33710.1
AT4G22620	3702.AT4G22620.1
AT3G56720	
AT3G56720	
AT3G56720	
AT3G56720	
AT3G56720	
AT3G56720	
AT3G56720	
AT2G19630	
AT2G19630	
AT1G45180	3702.AT1G45180.1
AT1G45180	3702.AT1G45180.1
AT1G45180	3702.AT1G45180.1
AT1G45180	
AT4G17640	3702.AT4G17640.1
AT4G17640	
AT2G40920	
AT2G40920	
AT4G10360	3702.AT4G10360.2
AT4G10360	3702.AT4G10360.2
AT4G10360	3702.AT4G10360.2
AT2G25150	3702.AT2G25150.1
AT5G06690	
AT5G06690	3702.AT5G06690.2
AT5G06690	
AT5G06690	
AT3G20120	
AT3G20120	
AT3G20120	3702.AT3G20120.1
AT3G20120	
AT5G15230	3702.AT5G15230.1
AT5G15230	
AT4G14730	3702.AT4G14730.1
AT5G22180	
AT1G19730	3702.AT1G19730.1
AT3G19370	
AT3G19370	
AT3G19370	
AT5G61600	3702.AT5G61600.1
AT2G42865	
AT5G19660	
AT5G19660	3702.AT5G19660.1
AT5G19660	
AT4G21160	3702.AT4G21160.3
AT4G21160	3702.AT4G21160.3
AT4G21160	3702.AT4G21160.3
AT4G21160	3702.AT4G21160.3
AT1G80260	3702.AT1G80260.1
AT1G80260	
AT1G80260	
AT5G60050	
AT4G16760	3702.AT4G16760.1
AT4G16760	
AT1G04840	
AT4G10600	3702.AT4G10600.1
AT4G10600	3702.AT4G10600.1
AT4G25040	3702.AT4G25040.1
AT1G62050	
AT4G09350	3702.AT4G09350.1
AT3G53750	3702.AT3G53750.1
AT3G53750	3702.AT3G53750.1
AT5G49940	3702.AT5G49940.1
AT5G49940	
AT4G02460	
AT4G02460	
AT4G02460	3702.AT4G02460.1
AT4G02460	
AT1G24851	3702.AT1G24851.1
AT3G10050	3702.AT3G10050.1
AT3G13640	3702.AT3G13640.1
ATCG01270	3702.ATCG01270.1
AT3G12500	3702.AT3G12500.1
AT4G15245	
AT2G21100	3702.AT2G21100.1
AT2G21100	3702.AT2G21100.1
AT3G21910	3702.AT3G21910.1
AT1G22885	
AT1G22885	
AT3G61540	3702.AT3G61540.1
AT2G22440	3702.AT2G22440.1
AT1G54450	3702.AT1G54450.1
AT1G22730	3702.AT1G22730.1
AT1G29710	
AT5G38030	3702.AT5G38030.1
AT1G33760	3702.AT1G33760.1
AT1G67700	
AT1G67700	3702.AT1G67700.2
AT1G67700	
AT1G67700	
AT1G67700	3702.AT1G67700.2
AT5G16410	3702.AT5G16410.1
AT1G07960	3702.AT1G07960.2
AT1G07960	3702.AT1G07960.2
AT1G07960	3702.AT1G07960.2
AT1G07960	3702.AT1G07960.2
AT1G70430	
AT1G70430	3702.AT1G70430.1
AT1G70430	
AT1G70430	
AT1G20200	3702.AT1G20200.1
AT3G52920	
AT3G52920	3702.AT3G52920.1
AT1G13430	3702.AT1G13430.1
AT5G64660	3702.AT5G64660.1
AT4G15350	3702.AT4G15350.1
AT1G11130	
AT1G11130	3702.AT1G11130.1
AT5G36380	
AT4G32350	3702.AT4G32350.1
AT4G32350	
AT4G32350	3702.AT4G32350.1
AT2G45280	
AT2G45280	3702.AT2G45280.2
AT1G55270	3702.AT1G55270.1
AT1G55270	
AT4G34250	3702.AT4G34250.1
AT4G28755	
AT4G23280	
AT4G23280	
AT4G23280	3702.AT4G23280.1
AT5G47600	3702.AT5G47600.1
AT3G30770	3702.AT3G30770.1
AT3G20520	3702.AT3G20520.1
AT1G76890	3702.AT1G76890.2
AT3G63110	3702.AT3G63110.1
AT3G12120	3702.AT3G12120.1
AT3G12120	3702.AT3G12120.1
AT3G10860	3702.AT3G10860.1
AT3G10860	3702.AT3G10860.1
AT2G21120	3702.AT2G21120.1
AT5G50330	3702.AT5G50330.1
AT5G50330	
AT5G42710	
AT5G42710	
AT5G42710	3702.AT5G42710.1
AT2G37020	
AT2G37020	
AT2G37020	
AT3G30725	3702.AT3G30725.1
AT3G23530	3702.AT3G23530.1
AT4G22720	3702.AT4G22720.1
AT4G22720	3702.AT4G22720.1
AT1G73560	
AT1G45976	3702.AT1G45976.1
AT5G28660	3702.AT5G28660.1
AT5G55870	
AT4G33230	3702.AT4G33230.1
AT1G47390	
AT5G63580	3702.AT5G63580.1
AT5G63580	
AT4G30470	3702.AT4G30470.1
AT4G21760	3702.AT4G21760.1
AT4G21760	
AT1G43640	3702.AT1G43640.1
AT1G43640	
AT4G29548	
AT5G41761	
AT2G29700	3702.AT2G29700.1
AT1G44760	
AT1G44760	3702.AT1G44760.1
AT3G17730	3702.AT3G17730.1
AT4G02920	3702.AT4G02920.2
AT4G02920	
AT5G05598	3702.AT5G05598.1
AT3G23122	
AT1G69820	
AT3G16432	3702.AT3G16432.1
AT4G20350	
AT4G20350	3702.AT4G20350.2
AT4G20350	
AT4G20350	
AT4G20350	
AT4G20350	3702.AT4G20350.2
AT4G20350	
AT4G20350	
AT4G20350	
AT4G20350	
AT4G20350	
AT1G72680	3702.AT1G72680.1
AT5G63980	3702.AT5G63980.1
AT5G08600	
AT5G08600	3702.AT5G08600.2
AT5G08600	
AT5G33390	
AT4G09190	
AT2G31420	
AT5G56940	3702.AT5G56940.1
AT5G24440	3702.AT5G24440.1
AT1G61340	
AT1G61340	
ATMG00450	3702.ATMG00450.1
AT1G35430	
AT5G67480	3702.AT5G67480.2
AT5G67480	3702.AT5G67480.2
AT5G67480	
AT1G61040	3702.AT1G61040.1
AT1G61040	3702.AT1G61040.1
AT1G61040	3702.AT1G61040.1
AT3G42565	3702.AT3G42565.1
AT1G54830	3702.AT1G54830.3
AT1G54830	3702.AT1G54830.3
AT1G54830	3702.AT1G54830.3
AT3G12550	3702.AT3G12550.2
AT3G12550	
AT3G12550	
AT3G12550	3702.AT3G12550.2
AT3G12550	3702.AT3G12550.2
AT5G57890	3702.AT5G57890.1
AT5G51120	
AT5G51120	3702.AT5G51120.2
AT5G51120	
AT2G21060	3702.AT2G21060.1
AT2G27313	
AT2G18780	3702.AT2G18780.1
AT5G12890	3702.AT5G12890.1
AT4G00060	3702.AT4G00060.1
AT4G00060	
AT4G00060	3702.AT4G00060.1
AT4G00060	3702.AT4G00060.1
AT2G47850	3702.AT2G47850.1
AT2G47850	3702.AT2G47850.1
AT2G47850	
AT2G47850	
AT2G31955	
AT2G31955	3702.AT2G31955.2
AT2G31955	
AT2G31955	3702.AT2G31955.2
AT2G31955	3702.AT2G31955.2
AT2G31955	
AT1G14250	3702.AT1G14250.1
AT4G34760	3702.AT4G34760.1
AT1G78880	3702.AT1G78880.1
AT1G72660	3702.AT1G72660.2
AT1G72660	3702.AT1G72660.2
AT1G72660	
AT1G72660	3702.AT1G72660.2
AT2G46495	3702.AT2G46495.1
AT2G46495	
AT1G32740	
AT1G32740	3702.AT1G32740.1
AT1G32740	
AT1G32740	
AT1G79320	3702.AT1G79320.1
AT1G29600	
AT1G29600	
AT3G08660	
AT3G08660	
AT3G08660	
AT1G67856	
AT1G65070	
AT1G65070	3702.AT1G65070.2
AT1G65070	
AT1G65070	
AT3G17350	
AT3G17350	
AT5G66595	
AT1G29195	
AT5G06640	3702.AT5G06640.1
AT5G06640	
AT5G63890	3702.AT5G63890.2
AT5G63890	
AT1G31740	3702.AT1G31740.1
AT3G54210	3702.AT3G54210.1
AT5G61400	
AT2G25000	3702.AT2G25000.1
AT2G25000	
AT2G25000	
AT2G25000	
AT5G62630	3702.AT5G62630.1
AT3G55050	3702.AT3G55050.2
AT3G55050	3702.AT3G55050.2
AT5G50890	
AT5G17170	3702.AT5G17170.1
AT5G17170	
AT1G62570	3702.AT1G62570.1
AT5G37670	3702.AT5G37670.1
AT5G22440	3702.AT5G22440.2
AT5G22440	3702.AT5G22440.2
AT2G01735	
AT2G01735	3702.AT2G01735.1
AT5G65050	
AT5G65050	
AT5G65050	
AT5G65050	
AT5G65050	3702.AT5G65050.3
AT5G04080	
AT5G04080	
AT5G04080	
AT1G72620	
AT1G60650	3702.AT1G60650.2
AT1G60650	
AT1G60650	3702.AT1G60650.2
AT1G60650	
AT5G17370	3702.AT5G17370.1
AT5G17370	
AT2G45200	3702.AT2G45200.2
AT2G45200	
AT3G10430	3702.AT3G10430.1
AT3G06430	3702.AT3G06430.1
AT1G18440	
AT1G18440	3702.AT1G18440.1
AT1G08260	
AT1G08260	3702.AT1G08260.1
AT3G12530	3702.AT3G12530.1
AT3G12530	3702.AT3G12530.1
AT3G12530	
AT3G12530	
AT1G68580	
AT1G68580	
AT1G68580	
AT1G68580	
AT1G68580	
AT5G27220	
AT5G27220	
AT5G27220	
AT5G27220	
AT1G80245	
AT1G80245	
AT1G80245	3702.AT1G80245.2
AT1G80245	3702.AT1G80245.2
AT1G80245	3702.AT1G80245.2
AT1G80245	
AT1G80245	3702.AT1G80245.2
AT1G31930	3702.AT1G31930.1
AT1G31930	3702.AT1G31930.1
AT1G31930	3702.AT1G31930.1
AT1G31930	3702.AT1G31930.1
AT1G31930	3702.AT1G31930.1
AT1G31930	3702.AT1G31930.1
AT5G44990	
AT5G44990	
AT5G44990	3702.AT5G44990.2
AT5G44990	3702.AT5G44990.2
AT3G11920	3702.AT3G11920.1
AT1G49750	3702.AT1G49750.1
AT2G04740	
AT2G04740	
AT2G04740	3702.AT2G04740.1
AT2G04740	
AT1G12130	3702.AT1G12130.1
AT1G04600	3702.AT1G04600.1
AT5G07440	
AT5G07440	3702.AT5G07440.1
AT5G07440	3702.AT5G07440.1
AT5G53970	3702.AT5G53970.1
AT3G59900	3702.AT3G59900.1
AT2G36930	3702.AT2G36930.1
AT1G27970	3702.AT1G27970.2
AT1G27970	
AT4G22467	
AT1G13755	
AT5G01895	
AT1G26480	3702.AT1G26480.1
