#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
2A6	ACS2	3702.AT1G03410.1	3702.AT1G01480.1	0	0	0	0	0	0	0	0.458	0.458
5PTASE13	FKGP	3702.AT1G05630.1	3702.AT1G01220.1	0	0	0	0	0.044	0	0	0.535	0.537
5PTASE13	AT1G01570	3702.AT1G05630.1	3702.AT1G01570.1	0	0	0	0	0.043	0	0	0.465	0.466
5PTASE13	MAC3A	3702.AT1G05630.1	3702.AT1G04510.1	0	0	0	0	0	0.546	0	0	0.546
5PTASE13	AXR1	3702.AT1G05630.1	3702.AT1G05180.1	0	0	0	0	0	0	0	0.466	0.466
5PTASE13	SMO2-1	3702.AT1G05630.1	3702.AT1G07420.1	0	0	0	0	0	0.048	0	0.545	0.548
5PTASE13	AT1G07200	3702.AT1G05630.1	3702.AT1G07200.2	0	0	0	0	0	0	0	0.567	0.567
5PTASE13	AT1G10900	3702.AT1G05630.1	3702.AT1G10900.1	0	0	0	0	0.045	0.043	0	0.576	0.579
5PTASE13	AT1G19330	3702.AT1G05630.1	3702.AT1G19330.3	0	0	0	0	0	0	0	0.621	0.621
5PTASE13	ATSAC1	3702.AT1G05630.1	3702.AT1G22620.1	0	0	0	0	0.042	0.102	0	0.618	0.642
5PTASE13	PIP5K1	3702.AT1G05630.1	3702.AT1G21980.1	0	0	0	0	0.045	0.043	0	0.711	0.713
A/N-InvD	SPS3F	3702.AT1G22650.1	3702.AT1G04920.1	0	0	0.276	0	0	0	0	0.212	0.405
A/N-InvD	AT1G06500	3702.AT1G22650.1	3702.AT1G06500.3	0	0	0	0	0	0	0	0.867	0.867
A/N-InvD	SUT4	3702.AT1G22650.1	3702.AT1G09960.1	0	0	0	0	0	0	0	0.461	0.461
A/N-InvD	STP1	3702.AT1G22650.1	3702.AT1G11260.1	0	0	0	0	0	0	0	0.414	0.414
A/N-InvD	BFRUCT4	3702.AT1G22650.1	3702.AT1G12240.1	0	0	0	0	0	0	0	0.438	0.438
AAE1	PKT4	3702.AT1G20560.1	3702.AT1G04710.1	0.070	0	0	0	0.081	0	0	0.409	0.450
AAE1	ACX6	3702.AT1G20560.1	3702.AT1G06310.1	0.060	0	0	0	0.081	0	0	0.412	0.447
AAE1	ACD32.1	3702.AT1G20560.1	3702.AT1G06460.1	0	0	0	0	0	0	0	0.563	0.563
AAE1	BFRUCT4	3702.AT1G20560.1	3702.AT1G12240.1	0	0	0	0	0	0	0	0.410	0.410
AAE1	PIRL3	3702.AT1G20560.1	3702.AT1G12970.1	0	0	0	0	0	0	0	0.838	0.838
AAP8	PDS1	3702.AT1G10010.1	3702.AT1G06570.1	0	0	0	0	0	0	0	0.580	0.580
AAP8	AHA10	3702.AT1G10010.1	3702.AT1G17260.1	0	0	0	0	0	0.042	0	0.457	0.458
AAP8	PSP	3702.AT1G10010.1	3702.AT1G18640.2	0	0	0	0	0	0	0	0.464	0.463
AAPT1	AT1G05720	3702.AT1G13560.1	3702.AT1G05720.1	0	0	0	0	0	0	0	0.570	0.570
AAPT1	NPC1	3702.AT1G13560.1	3702.AT1G07230.1	0	0	0	0	0	0	0.650	0.511	0.821
AAPT1	FATB	3702.AT1G13560.1	3702.AT1G08510.1	0	0	0	0	0	0	0	0.530	0.530
AAPT1	LPLAT1	3702.AT1G13560.1	3702.AT1G12640.1	0	0	0	0	0.044	0	0.900	0.779	0.977
AAPT1	CYP87A2	3702.AT1G13560.1	3702.AT1G12740.2	0	0	0	0	0	0.081	0	0.434	0.457
AAPT1	AT1G19880	3702.AT1G13560.1	3702.AT1G19880.1	0	0	0	0	0.056	0	0	0.412	0.421
AAPT1	AT1G18460	3702.AT1G13560.1	3702.AT1G18460.1	0	0	0	0	0	0	0	0.486	0.485
AAPT1	LPP2	3702.AT1G13560.1	3702.AT1G15080.1	0	0	0	0	0	0.049	0.900	0.443	0.942
AAPT1	PSS1	3702.AT1G13560.1	3702.AT1G15110.2	0	0	0	0	0	0	0.900	0.634	0.961
ABA3	CNX3	3702.AT1G16540.1	3702.AT1G01290.1	0.190	0	0	0	0.045	0.156	0	0.732	0.801
ABA3	MPK11	3702.AT1G16540.1	3702.AT1G01560.2	0	0	0	0	0	0	0	0.475	0.475
ABA3	CPNIFS	3702.AT1G16540.1	3702.AT1G08490.1	0.182	0	0	0	0	0	0	0.760	0.795
ABA3	ERF1-2	3702.AT1G16540.1	3702.AT1G12920.1	0.123	0	0	0	0	0	0	0.436	0.484
ABA3	AT1G12990	3702.AT1G16540.1	3702.AT1G12990.1	0	0	0	0	0	0	0	0.477	0.477
ABA3	NHX8	3702.AT1G16540.1	3702.AT1G14660.1	0	0	0	0	0	0	0	0.551	0.551
ABA3	COX6B	3702.AT1G16540.1	3702.AT1G22450.1	0	0	0	0	0	0	0	0.495	0.495
ABCB11	PAPP2C	3702.AT1G02520.1	3702.AT1G22280.3	0	0	0	0	0	0	0	0.710	0.710
ABCB12	LHCB6	3702.AT1G02530.1	3702.AT1G15820.1	0	0	0	0	0	0	0	0.432	0.432
ABCC5	LPA1	3702.AT1G04120.1	3702.AT1G02910.1	0	0	0	0	0	0	0	0.524	0.524
ABCC5	ACLA-3	3702.AT1G04120.1	3702.AT1G09430.1	0	0	0	0	0	0	0	0.411	0.411
ABCC5	GGAT1	3702.AT1G04120.1	3702.AT1G23310.1	0	0	0.249	0	0	0	0	0.265	0.424
ABCC5	AT1G22100	3702.AT1G04120.1	3702.AT1G22100.1	0	0	0	0	0	0	0	0.438	0.438
ABCC5	AT1G21560	3702.AT1G04120.1	3702.AT1G21560.3	0	0	0	0	0	0	0	0.490	0.489
ABCC5	AT1G10050	3702.AT1G04120.1	3702.AT1G10050.1	0	0	0	0	0	0	0	0.645	0.645
ABCG11	CER1	3702.AT1G17840.1	3702.AT1G02205.3	0	0	0	0	0.142	0	0	0.564	0.610
ABCG11	AT1G09310	3702.AT1G17840.1	3702.AT1G09310.1	0	0	0	0	0.409	0	0	0	0.409
ABCG11	XTH33	3702.AT1G17840.1	3702.AT1G10550.1	0	0	0	0	0	0	0	0.592	0.592
ABCG11	SHN1	3702.AT1G17840.1	3702.AT1G15360.1	0	0	0	0	0	0	0	0.626	0.626
ABCG35	AT1G05240	3702.AT1G15210.1	3702.AT1G05250.1	0	0	0	0	0.413	0	0	0	0.412
ABCG35	RCI3	3702.AT1G15210.1	3702.AT1G05260.1	0	0	0	0	0.423	0	0	0	0.423
ABCG35	TGA9	3702.AT1G15210.1	3702.AT1G08320.3	0	0	0	0	0.410	0	0	0	0.410
ABCG35	PGSIP5	3702.AT1G15210.1	3702.AT1G08990.1	0	0	0	0	0.429	0	0	0	0.429
ABCG35	RBOHB	3702.AT1G15210.1	3702.AT1G09090.2	0	0	0	0	0.426	0	0	0	0.426
ABCG35	LRX1	3702.AT1G15210.1	3702.AT1G12040.1	0	0	0	0	0.422	0	0	0	0.422
ABCG35	EXPA7	3702.AT1G15210.1	3702.AT1G12560.1	0	0	0	0	0.421	0	0	0	0.420
ABCG35	NIGT1	3702.AT1G15210.1	3702.AT1G13300.1	0	0	0	0	0.420	0	0	0	0.420
ABCG35	ADAP	3702.AT1G15210.1	3702.AT1G16060.1	0	0	0	0	0	0	0	0.411	0.410
ABCG35	ESC	3702.AT1G15210.1	3702.AT1G20900.1	0	0	0	0	0.422	0	0	0	0.422
ABCG35	AT1G22440	3702.AT1G15210.1	3702.AT1G22440.1	0	0	0	0	0.426	0	0	0	0.426
ABCG35	NRAMP6	3702.AT1G15210.1	3702.AT1G15960.1	0	0	0	0	0	0	0	0.433	0.433
ABCG35	AT1G23720	3702.AT1G15210.1	3702.AT1G23720.1	0	0	0	0	0.436	0	0	0	0.436
ABCG35	RSZ21	3702.AT1G15210.1	3702.AT1G23860.1	0	0	0	0	0	0	0	0.478	0.478
ABCG35	AVP1	3702.AT1G15210.1	3702.AT1G15690.1	0	0	0	0	0	0	0	0.504	0.504
ABCG40	NRT1.1	3702.AT1G15520.1	3702.AT1G12110.1	0	0	0	0	0	0.048	0	0.530	0.533
ABCG40	JMT	3702.AT1G15520.1	3702.AT1G19640.1	0	0	0	0	0	0	0	0.400	0.400
ABCG40	FMO1	3702.AT1G15520.1	3702.AT1G19250.1	0	0	0	0	0.346	0	0	0.218	0.466
ABCI14	ABCI18	3702.AT1G19800.2	3702.AT1G03900.1	0	0	0	0	0	0	0	0.691	0.691
ABCI14	ABCI19	3702.AT1G19800.2	3702.AT1G03905.1	0	0	0	0	0	0	0	0.623	0.623
ABCI14	GPAT1	3702.AT1G19800.2	3702.AT1G06520.1	0	0	0	0	0	0	0	0.567	0.567
ABCI14	ATNTT2	3702.AT1G19800.2	3702.AT1G15500.1	0	0	0	0	0	0	0	0.667	0.667
ABCI18	HYL1	3702.AT1G03900.1	3702.AT1G09700.1	0	0	0	0	0	0.528	0	0	0.528
ABCI18	AT1G20760	3702.AT1G03900.1	3702.AT1G20760.1	0	0	0	0	0	0.133	0	0.571	0.612
ABCI18	AT1G21630	3702.AT1G03900.1	3702.AT1G21630.2	0	0	0	0	0	0.133	0	0.571	0.612
ABCI18	ABCI19	3702.AT1G03900.1	3702.AT1G03905.1	0	0.174	0	0	0	0	0	0.670	0.715
ABCI19	AT1G02080	3702.AT1G03905.1	3702.AT1G02080.1	0	0	0	0	0	0	0	0.581	0.581
ABCI19	UVR2	3702.AT1G03905.1	3702.AT1G12370.2	0	0	0	0	0	0	0	0.451	0.451
ABCI19	DRG1	3702.AT1G03905.1	3702.AT1G17470.1	0	0	0	0	0.048	0	0	0.465	0.468
ABCI19	AT1G07705	3702.AT1G03905.1	3702.AT1G07705.2	0	0	0	0	0.047	0	0	0.495	0.498
ABCI19	AT1G07700	3702.AT1G03905.1	3702.AT1G07700.3	0	0	0	0	0.047	0	0	0.495	0.498
ABCI19	BTF3	3702.AT1G03905.1	3702.AT1G17880.1	0	0	0	0	0.057	0	0	0.508	0.516
ACA.l	AT1G01230	3702.AT1G13210.1	3702.AT1G01230.1	0	0	0	0	0.113	0.047	0.900	0.090	0.912
ACA.l	MPK11	3702.AT1G13210.1	3702.AT1G01560.2	0	0	0	0	0.401	0.092	0	0.046	0.435
ACA.l	GSTF6	3702.AT1G13210.1	3702.AT1G02930.1	0	0	0	0	0.167	0.049	0	0.450	0.526
ACA.l	AT1G03370	3702.AT1G13210.1	3702.AT1G03370.1	0	0	0	0	0.463	0	0	0	0.463
ACA.l	SCAMP4	3702.AT1G13210.1	3702.AT1G03550.1	0	0	0	0	0.047	0.049	0.900	0	0.901
ACA.l	AT1G03740	3702.AT1G13210.1	3702.AT1G03740.1	0	0	0	0	0.499	0	0	0	0.499
ACA.l	KAB1	3702.AT1G13210.1	3702.AT1G04690.1	0	0	0	0	0	0	0.900	0	0.900
ACA.l	AT1G05030	3702.AT1G13210.1	3702.AT1G05030.1	0	0	0	0	0	0.066	0.900	0	0.902
ACA.l	AT1G06210	3702.AT1G13210.1	3702.AT1G06210.1	0	0	0	0	0	0.069	0.900	0	0.902
ACA.l	EXO70B2	3702.AT1G13210.1	3702.AT1G07000.1	0	0	0	0	0.641	0	0	0.042	0.641
ACA.l	SLP1	3702.AT1G13210.1	3702.AT1G07010.3	0	0	0	0	0.048	0.083	0	0.372	0.403
ACA.l	At1g08700	3702.AT1G13210.1	3702.AT1G08700.1	0	0	0	0	0.044	0	0.900	0	0.900
ACA.l	VAP27-2	3702.AT1G13210.1	3702.AT1G08820.1	0	0	0	0	0	0.049	0.900	0	0.900
ACA.l	ERD6	3702.AT1G13210.1	3702.AT1G08930.1	0	0	0	0	0.431	0.066	0	0	0.445
ACA.l	AT1G09010	3702.AT1G13210.1	3702.AT1G09010.1	0	0	0	0	0.044	0	0.900	0	0.900
ACA.l	RBOHB	3702.AT1G13210.1	3702.AT1G09090.2	0	0	0	0	0	0	0.900	0	0.900
ACA.l	AT1G10090	3702.AT1G13210.1	3702.AT1G10090.1	0	0	0	0	0.059	0	0.900	0.041	0.901
ACA.l	AT1G10730	3702.AT1G13210.1	3702.AT1G10730.1	0	0	0	0	0	0	0.900	0.046	0.900
ACA.l	SCAMP2	3702.AT1G13210.1	3702.AT1G11180.2	0	0	0	0	0.047	0.049	0.900	0	0.901
ACA.l	MLO2	3702.AT1G13210.1	3702.AT1G11310.1	0	0	0	0	0.420	0	0	0	0.420
ACA.l	At1g11720	3702.AT1G13210.1	3702.AT1G11720.2	0.059	0	0	0	0	0	0	0.570	0.578
ACA.l	AT1G11960	3702.AT1G13210.1	3702.AT1G11960.1	0	0	0	0	0.112	0	0.900	0.041	0.907
ACA.l	NRT1.1	3702.AT1G13210.1	3702.AT1G12110.1	0	0	0	0	0	0	0.900	0	0.900
ACA.l	AT1G19020	3702.AT1G13210.1	3702.AT1G19020.1	0.058	0	0	0	0.372	0.068	0	0.046	0.404
ACA.l	MYB51	3702.AT1G13210.1	3702.AT1G18570.1	0	0	0	0	0.410	0	0	0	0.410
ACA.l	AT1G16670	3702.AT1G13210.1	3702.AT1G16670.1	0	0	0	0	0.406	0.048	0	0	0.410
ACA.l	APK2A	3702.AT1G13210.1	3702.AT1G14370.1	0	0	0	0	0.417	0.048	0	0	0.421
ACA.l	RDR1	3702.AT1G13210.1	3702.AT1G14790.1	0	0	0	0	0.062	0	0	0.592	0.600
ACA.l	AT1G22540	3702.AT1G13210.1	3702.AT1G22540.1	0	0	0	0	0	0	0.900	0	0.900
ACA.l	NRT1.9	3702.AT1G13210.1	3702.AT1G18880.1	0	0	0	0	0	0	0.900	0	0.900
ACA.l	AT1G19230	3702.AT1G13210.1	3702.AT1G19230.2	0	0	0	0	0	0	0.900	0	0.900
ACA.l	AT1G22550	3702.AT1G13210.1	3702.AT1G22550.1	0	0	0	0	0	0	0.900	0	0.900
ACA.l	AVA-P2	3702.AT1G13210.1	3702.AT1G19910.1	0	0	0	0	0	0.048	0.900	0.046	0.901
ACA.l	AT1G22570	3702.AT1G13210.1	3702.AT1G22570.1	0	0	0	0	0.076	0	0.900	0	0.903
ACA.l	AT1G21380	3702.AT1G13210.1	3702.AT1G21380.1	0	0	0	0	0.123	0.069	0.900	0	0.911
ACA.l	AT1G17500	3702.AT1G13210.1	3702.AT1G17500.1	0	0	0	0.956	0.168	0	0.900	0.836	0.916
ACA.l	AT1G24140	3702.AT1G13210.1	3702.AT1G24140.1	0	0	0	0	0.286	0	0.900	0.045	0.925
ACA.l	AT1G16360	3702.AT1G13210.1	3702.AT1G16360.1	0	0	0	0	0.081	0.248	0.900	0.060	0.926
ACA5	LBD2	3702.AT1G08065.1	3702.AT1G06280.1	0	0	0	0	0.410	0	0	0	0.410
ACA5	CSD1	3702.AT1G08065.1	3702.AT1G08830.1	0	0	0	0	0	0	0	0.464	0.463
ACD32.1	AT1G04350	3702.AT1G06460.1	3702.AT1G04350.1	0	0	0	0	0.111	0	0	0.464	0.503
ACD32.1	PKT4	3702.AT1G06460.1	3702.AT1G04710.1	0	0	0	0	0.044	0	0	0.529	0.530
ACD32.1	AT1G05510	3702.AT1G06460.1	3702.AT1G05510.1	0	0	0	0	0	0	0	0.581	0.581
ACD32.1	ACX3	3702.AT1G06460.1	3702.AT1G06290.1	0	0	0	0	0	0	0	0.556	0.556
ACD32.1	ACX6	3702.AT1G06460.1	3702.AT1G06310.1	0	0	0	0	0	0	0	0.694	0.694
ACD32.1	PIRL3	3702.AT1G06460.1	3702.AT1G12970.1	0	0	0	0	0	0	0	0.417	0.416
ACD32.1	FNR2	3702.AT1G06460.1	3702.AT1G20020.1	0.051	0	0	0	0.417	0	0	0	0.423
ACD32.1	RHA2A	3702.AT1G06460.1	3702.AT1G15100.1	0	0	0	0	0	0	0	0.456	0.456
ACD32.1	AT1G07280	3702.AT1G06460.1	3702.AT1G07280.1	0	0	0	0	0.463	0	0	0	0.463
ACD32.1	GGAT1	3702.AT1G06460.1	3702.AT1G23310.1	0	0	0	0	0.073	0	0	0.466	0.483
ACD32.1	NPQ1	3702.AT1G06460.1	3702.AT1G08550.1	0	0	0	0	0.537	0	0	0.087	0.559
ACD32.1	EMB1968	3702.AT1G06460.1	3702.AT1G21690.3	0	0	0	0	0.048	0.048	0	0.568	0.575
ACD32.1	SEX1	3702.AT1G06460.1	3702.AT1G10760.1	0.073	0	0	0	0.661	0	0	0.047	0.674
ACHT4	FUS5	3702.AT1G08570.1	3702.AT1G02090.1	0	0	0	0	0	0	0	0.466	0.465
ACHT4	THM1	3702.AT1G08570.1	3702.AT1G03680.1	0	0	0	0	0	0	0	0.489	0.489
ACHT4	F3F20.6	3702.AT1G08570.1	3702.AT1G05610.1	0	0	0	0	0	0.044	0	0.433	0.434
ACHT4	AT1G16360	3702.AT1G08570.1	3702.AT1G16360.1	0	0	0	0	0.044	0	0	0.475	0.476
ACLA-1	c-NAD-MDH1	3702.AT1G10670.3	3702.AT1G04410.1	0.130	0	0	0	0.193	0.068	0.650	0.138	0.766
ACLA-1	PKT4	3702.AT1G10670.3	3702.AT1G04710.1	0.059	0	0	0	0.077	0	0.600	0.335	0.738
ACLA-1	ACLA-3	3702.AT1G10670.3	3702.AT1G09430.1	0	0	0.449	0.980	0	0	0.800	0.952	0.805
ACLA-1	ATPC2	3702.AT1G10670.3	3702.AT1G15700.1	0.175	0	0	0	0.196	0.047	0	0.164	0.400
ACLA-1	Hsp70b	3702.AT1G10670.3	3702.AT1G16030.1	0	0	0	0	0.057	0.080	0	0.378	0.413
ACLA-1	GAT1_2.1	3702.AT1G10670.3	3702.AT1G15040.1	0	0	0	0	0	0	0	0.439	0.439
ACLA-1	AT1G18270	3702.AT1G10670.3	3702.AT1G18270.3	0	0	0	0	0.087	0	0	0.510	0.533
ACLA-1	AT1G20823	3702.AT1G10670.3	3702.AT1G20823.1	0	0	0	0	0	0	0	0.619	0.619
ACLA-1	PUP9	3702.AT1G10670.3	3702.AT1G18220.1	0	0	0	0	0	0	0	0.662	0.662
ACLA-1	DRG1	3702.AT1G10670.3	3702.AT1G17470.1	0	0	0	0	0	0	0	0.809	0.809
ACLA-3	c-NAD-MDH1	3702.AT1G09430.1	3702.AT1G04410.1	0.130	0	0	0	0.229	0.068	0.650	0.138	0.777
ACLA-3	PKT4	3702.AT1G09430.1	3702.AT1G04710.1	0.059	0	0	0	0.077	0	0.600	0.337	0.738
ACLA-3	PDS1	3702.AT1G09430.1	3702.AT1G06570.1	0	0	0	0	0.105	0.098	0	0.328	0.410
ACLA-3	SDH6	3702.AT1G09430.1	3702.AT1G08480.1	0	0	0	0	0	0	0	0.725	0.725
ACLA-3	EDR1	3702.AT1G09430.1	3702.AT1G08720.1	0	0	0	0	0	0.046	0	0.410	0.413
ACLA-3	ATPC2	3702.AT1G09430.1	3702.AT1G15700.1	0.175	0	0	0	0.196	0.047	0	0.164	0.400
ACLA-3	SYTB	3702.AT1G09430.1	3702.AT1G20080.1	0	0	0	0	0	0	0	0.488	0.487
ACLA-3	AT1G10050	3702.AT1G09430.1	3702.AT1G10050.1	0	0	0	0	0	0	0	0.567	0.567
ACLA-3	AT1G18270	3702.AT1G09430.1	3702.AT1G18270.3	0	0	0	0	0.247	0	0	0.510	0.615
ACR11	CRB	3702.AT1G16880.1	3702.AT1G09340.1	0	0	0	0	0.525	0	0	0	0.525
ACR11	WLIM1	3702.AT1G16880.1	3702.AT1G10200.1	0	0	0	0	0	0	0	0.529	0.529
ACR11	AT1G11860	3702.AT1G16880.1	3702.AT1G11860.3	0	0	0	0	0.564	0	0	0	0.564
ACR11	ACR8	3702.AT1G16880.1	3702.AT1G12420.1	0	0	0	0	0	0	0	0.643	0.643
ACR11	PnsL2	3702.AT1G16880.1	3702.AT1G14150.1	0	0	0	0	0.463	0	0	0	0.463
ACR11	PnsB1	3702.AT1G16880.1	3702.AT1G15980.1	0	0	0	0	0.417	0	0	0	0.416
ACR11	AT1G16080	3702.AT1G16880.1	3702.AT1G16080.1	0	0	0	0	0.833	0	0	0	0.833
ACR11	RAD23A	3702.AT1G16880.1	3702.AT1G16190.1	0	0	0	0	0	0	0	0.419	0.418
ACR11	AT1G16870	3702.AT1G16880.1	3702.AT1G16870.1	0	0	0	0	0	0	0	0.769	0.769
ACR11	AT1G20760	3702.AT1G16880.1	3702.AT1G20760.1	0	0	0	0	0	0	0	0.490	0.489
ACR11	AT1G21630	3702.AT1G16880.1	3702.AT1G21630.2	0	0	0	0	0	0	0	0.490	0.489
ACR8	AT1G16870	3702.AT1G12420.1	3702.AT1G16870.1	0	0	0	0	0	0	0	0.461	0.461
ACR8	PCR1	3702.AT1G12420.1	3702.AT1G14880.1	0	0	0	0	0	0	0	0.474	0.474
ACS2	AOC4	3702.AT1G01480.1	3702.AT1G13280.1	0	0	0	0	0	0	0	0.403	0.403
ACS2	AT1G07270	3702.AT1G01480.1	3702.AT1G07270.1	0	0	0	0	0	0	0	0.446	0.446
ACS2	XTH8	3702.AT1G01480.1	3702.AT1G11545.1	0	0	0	0	0	0	0	0.450	0.450
ACS2	PGA4	3702.AT1G01480.1	3702.AT1G02790.1	0	0	0	0	0	0	0	0.466	0.465
ACS2	EDR1	3702.AT1G01480.1	3702.AT1G08720.1	0	0	0	0	0	0	0	0.475	0.475
ACS2	MPK1	3702.AT1G01480.1	3702.AT1G10210.2	0	0	0	0	0	0	0	0.527	0.527
ACS2	ERS2	3702.AT1G01480.1	3702.AT1G04310.1	0	0	0	0	0.091	0	0	0.623	0.643
ACS2	SPDS1	3702.AT1G01480.1	3702.AT1G23820.1	0.065	0	0	0	0	0	0.650	0.103	0.681
ACS2	SAM1	3702.AT1G01480.1	3702.AT1G02500.1	0.070	0	0	0	0.045	0	0.650	0.443	0.804
ACS2	AT1G12010	3702.AT1G01480.1	3702.AT1G12010.1	0	0	0	0	0	0	0.650	0.640	0.868
ACS2	EFE	3702.AT1G01480.1	3702.AT1G05010.1	0	0	0	0	0	0	0.650	0.871	0.953
ACX3	CLPP5	3702.AT1G06290.1	3702.AT1G02560.1	0	0	0	0	0	0.046	0	0.413	0.416
ACX3	PKT4	3702.AT1G06290.1	3702.AT1G04710.1	0.173	0	0	0	0.196	0	0.650	0.844	0.958
ACX3	GGAT1	3702.AT1G06290.1	3702.AT1G23310.1	0	0	0	0	0.060	0	0	0.451	0.462
ACX3	AT1G18270	3702.AT1G06290.1	3702.AT1G18270.3	0.190	0	0	0	0.077	0.046	0	0.340	0.466
ACX3	CDC5	3702.AT1G06290.1	3702.AT1G09770.1	0	0	0	0	0	0	0	0.482	0.482
ACX3	F5M15.5	3702.AT1G06290.1	3702.AT1G20620.1	0.136	0	0	0	0.097	0.158	0	0.348	0.514
ACX3	AT1G09400	3702.AT1G06290.1	3702.AT1G09400.1	0.071	0	0	0	0	0	0	0.607	0.619
ACX3	CAT1	3702.AT1G06290.1	3702.AT1G20630.1	0.136	0	0	0	0.097	0.158	0	0.543	0.660
ACX3	ACX6	3702.AT1G06290.1	3702.AT1G06310.1	0	0	0.449	0.985	0	0	0.800	0.695	0.803
ACX3	AT1G20500	3702.AT1G06290.1	3702.AT1G20500.1	0.060	0	0	0	0.081	0	0.650	0.541	0.842
ACX3	OPCL1	3702.AT1G06290.1	3702.AT1G20510.1	0.060	0	0	0	0.081	0	0.650	0.543	0.843
ACX3	AT1G20480	3702.AT1G06290.1	3702.AT1G20480.1	0.060	0	0	0	0.081	0	0.650	0.594	0.860
ACX6	PKT4	3702.AT1G06310.1	3702.AT1G04710.1	0.173	0	0	0	0.196	0	0.650	0.683	0.916
ACX6	F5M15.5	3702.AT1G06310.1	3702.AT1G20620.1	0.136	0	0	0	0.097	0.158	0	0.230	0.426
ACX6	AT1G18270	3702.AT1G06310.1	3702.AT1G18270.3	0.190	0	0	0	0.057	0.046	0	0.340	0.454
ACX6	CAT1	3702.AT1G06310.1	3702.AT1G20630.1	0.136	0	0	0	0.097	0.158	0	0.282	0.465
ACX6	CDC5	3702.AT1G06310.1	3702.AT1G09770.1	0	0	0	0	0	0	0	0.482	0.482
ACX6	AT1G20480	3702.AT1G06310.1	3702.AT1G20480.1	0.060	0	0	0	0.081	0	0.650	0.073	0.682
ACX6	AT1G09400	3702.AT1G06310.1	3702.AT1G09400.1	0.071	0	0	0	0	0	0	0.728	0.736
ACX6	AT1G20500	3702.AT1G06310.1	3702.AT1G20500.1	0.060	0	0	0	0.081	0	0.650	0.541	0.842
ACX6	OPCL1	3702.AT1G06310.1	3702.AT1G20510.1	0.060	0	0	0	0.081	0	0.650	0.560	0.849
ADAP	AT1G12890	3702.AT1G16060.1	3702.AT1G12890.1	0	0	0	0	0	0	0	0.528	0.528
ADF11	AT1G05020	3702.AT1G01750.1	3702.AT1G05020.1	0	0	0	0	0	0	0	0.441	0.441
ADF11	AT1G04560	3702.AT1G01750.1	3702.AT1G04560.1	0	0	0	0	0	0	0	0.444	0.444
ADF11	ARP4	3702.AT1G01750.1	3702.AT1G18450.1	0	0	0	0	0.053	0.269	0	0.268	0.449
ADF11	AT1G09640	3702.AT1G01750.1	3702.AT1G09640.1	0	0	0	0	0.105	0	0	0.441	0.478
ADF11	AT1G23350	3702.AT1G01750.1	3702.AT1G23350.1	0	0	0	0	0	0	0	0.524	0.524
ADF11	AT1G12080	3702.AT1G01750.1	3702.AT1G12080.2	0	0	0	0	0	0	0	0.525	0.525
ADF11	AT1G10770	3702.AT1G01750.1	3702.AT1G10770.1	0	0	0	0	0	0	0	0.530	0.530
ADF11	AT1G05240	3702.AT1G01750.1	3702.AT1G05250.1	0	0	0	0	0.311	0	0	0.350	0.533
ADF11	AT1G03050	3702.AT1G01750.1	3702.AT1G03050.1	0	0	0	0	0	0	0	0.569	0.569
ADF11	AT1G14686	3702.AT1G01750.1	3702.AT1G14686.1	0	0	0	0	0	0	0	0.569	0.569
ADF11	AT1G14910	3702.AT1G01750.1	3702.AT1G14910.1	0	0	0	0	0	0	0	0.582	0.582
ADF11	DIS1	3702.AT1G01750.1	3702.AT1G13180.1	0	0	0	0	0.056	0.269	0	0.492	0.618
ADF11	EXPA7	3702.AT1G01750.1	3702.AT1G12560.1	0	0	0	0	0.403	0	0	0.498	0.687
ADL6	FZL	3702.AT1G10290.1	3702.AT1G03160.1	0	0	0	0	0.173	0.303	0	0.501	0.687
ADL6	SYP111	3702.AT1G10290.1	3702.AT1G08560.1	0	0	0	0	0.094	0	0	0.443	0.474
ADL6	AT1G09640	3702.AT1G10290.1	3702.AT1G09640.1	0	0	0	0	0	0	0	0.613	0.613
ADL6	CDC5	3702.AT1G10290.1	3702.AT1G09770.1	0	0	0	0	0.067	0.537	0	0	0.549
ADL6	AT1G10040	3702.AT1G10290.1	3702.AT1G10040.1	0	0	0	0	0	0.048	0	0.581	0.584
ADL6	AT1G10180	3702.AT1G10290.1	3702.AT1G10180.1	0	0	0	0	0.042	0	0	0.581	0.581
ADL6	RBL12	3702.AT1G10290.1	3702.AT1G18600.1	0	0	0	0	0.045	0.154	0	0.327	0.408
ADL6	ARR4	3702.AT1G10290.1	3702.AT1G10470.1	0	0	0	0	0	0	0	0.435	0.435
ADL6	AT1G10350	3702.AT1G10290.1	3702.AT1G10350.1	0	0	0	0	0	0	0	0.521	0.521
ADL6	AT1G10390	3702.AT1G10290.1	3702.AT1G10390.1	0	0	0	0	0.088	0	0	0.521	0.544
ADL6	AT1G10320	3702.AT1G10290.1	3702.AT1G10320.1	0	0	0	0	0	0	0	0.581	0.581
ADL6	AT1G14220	3702.AT1G10290.1	3702.AT1G14220.1	0	0	0	0	0	0	0	0.626	0.626
ADL6	AT1G14210	3702.AT1G10290.1	3702.AT1G14210.1	0	0	0	0	0	0	0	0.626	0.626
ADL6	AT1G20760	3702.AT1G10290.1	3702.AT1G20760.1	0	0	0	0	0.148	0.534	0	0.371	0.728
