gene_id (Stringtie)	gene_id (Stringtie_gtf)	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	HG1	HG2	HG3	DG1	DG2	DG3	
MSTRG.13614	MSTRG.13614_jg21069	32.1477459	-8.872108292	1.523603308	-5.823109102	5.78E-09	2.96E-07	17.83532169	101.6086615	73.44249216	0	0	0	
MSTRG.6215	MSTRG.6215_jg15008	408.6949279	-3.406181757	0.585191293	-5.820629589	5.86E-09	3.00E-07	1428.609267	475.888668	336.6114224	48.02904881	65.03285927	97.99830207	
MSTRG.17616	MSTRG.17616_jg10953	14477.55935	2.665170894	0.458068596	5.818279001	5.95E-09	3.04E-07	6777.422241	2872.05242	2182.874073	30406.75417	26340.83355	18285.41962	
MSTRG.32120	MSTRG.32120_jg29224	179.1976335	-2.181163436	0.375206037	-5.813241855	6.13E-09	3.12E-07	247.9109714	284.2470152	348.8518378	64.62090203	83.97446877	45.58060561	
MSTRG.29336	MSTRG.29336_jg9103	380.0646778	4.828126624	0.831471587	5.806724727	6.37E-09	3.23E-07	0	28.29608296	47.94162683	474.1777001	1120.711895	609.2607617	
MSTRG.25992	MSTRG.25992_jg37159	158.7067691	-2.840188347	0.489361977	-5.803859879	6.48E-09	3.28E-07	411.9959309	226.3686637	197.886715	23.57789669	53.66789357	38.74351477	
MSTRG.28408	MSTRG.28408_jg4576	24.27294663	-8.456284373	1.457848102	-5.800525007	6.61E-09	3.33E-07	73.12481891	39.87175326	32.64110763	0	0	0	
MSTRG.32461	MSTRG.32461_jg29551	471.6198914	-3.442761653	0.595961114	-5.776822637	7.61E-09	3.81E-07	1703.273221	518.3327924	370.2725647	61.1278803	109.8613351	66.8515549	
MSTRG.29829	MSTRG.29829_jg9570	655.3762986	2.944812655	0.510135502	5.772608734	7.81E-09	3.90E-07	133.7649126	165.917941	151.9851574	1351.79941	410.4015391	1718.388832	
MSTRG.15394	MSTRG.15394_jg1607	128.056383	-3.161916175	0.547837057	-5.771636169	7.85E-09	3.91E-07	392.3770771	173.6350545	125.4642574	20.08487496	27.14964028	29.62739365	
MSTRG.38771	MSTRG.38771_genb_1874	96.67908069	-2.140724192	0.370980862	-5.770443735	7.91E-09	3.93E-07	128.4143161	174.9212401	169.3257458	33.18370645	34.72628408	39.50319153	
MSTRG.14238	MSTRG.14238_jg21667	1038.394706	-2.299780266	0.398835582	-5.766236434	8.11E-09	4.02E-07	2666.380592	1371.073838	1141.418732	378.1196024	267.7080809	405.66739	
MSTRG.34970	MSTRG.34970_jg17751	348.7981779	2.385344959	0.41376215	5.765014901	8.17E-09	4.04E-07	98.09426927	108.0395895	129.5443959	336.2033417	835.9563658	584.9511054	
MSTRG.33785	MSTRG.33785_jg30934	379.1312617	-2.289028364	0.397409578	-5.759872154	8.42E-09	4.15E-07	601.0503408	617.3690828	669.1427064	187.7499181	72.60950307	126.866019	
MSTRG.23724	MSTRG.23724_jg13669	126.5148598	2.194605223	0.381363456	5.754629047	8.68E-09	4.27E-07	53.50596506	48.87505238	34.68117686	241.8917549	174.2628074	205.872402	
MSTRG.25381	MSTRG.25381_jg36571	1621.01218	2.097998015	0.36462237	5.753892757	8.72E-09	4.28E-07	360.2734981	659.8132072	819.0877946	3054.647504	2737.062572	2095.188505	
MSTRG.24280	MSTRG.24280_jg35540	1332.520029	2.641844752	0.459335585	5.751448043	8.85E-09	4.33E-07	285.365147	358.8457794	459.015576	1036.554199	3478.31089	2377.028583	
MSTRG.10081	MSTRG.10081_jg24668	4873.647175	-2.159304689	0.376076626	-5.741661515	9.38E-09	4.56E-07	12402.6827	6207.131653	5283.779297	2028.572371	1742.628074	1577.088954	
MSTRG.26635	MSTRG.26635_jg16838	220.1114277	2.431011702	0.424024315	5.733189382	9.86E-09	4.77E-07	51.72243289	68.16783622	85.68290753	260.230119	533.5220008	321.3432696	
MSTRG.6280	MSTRG.6280_jg15071	108.3148955	2.400047207	0.419063448	5.727169042	1.02E-08	4.92E-07	23.18591819	43.73031003	35.70121147	179.0173637	214.0401873	154.2143823	
MSTRG.18848	MSTRG.18848_jg23219	694.8232386	2.394739732	0.418808346	5.717984746	1.08E-08	5.17E-07	212.2403281	210.9344366	242.768238	629.6171671	1800.715676	1072.663585	
MSTRG.32962	MSTRG.32962_jg30027	910.3110859	-2.480063549	0.433984094	-5.714641575	1.10E-08	5.27E-07	2582.55458	1115.122906	934.3517059	296.0335917	236.7701187	297.0336133	
MSTRG.34670	MSTRG.34670_jg31781	289.5188657	2.856613981	0.500092528	5.712170893	1.12E-08	5.33E-07	94.52720494	64.30927945	53.0417999	230.5394343	589.7154423	704.9800335	
MSTRG.32011	MSTRG.32011_jg29121	29544.21384	-2.733023029	0.479378769	-5.701176616	1.19E-08	5.66E-07	92617.04198	33053.68345	28418.16433	9811.898044	6384.585174	6979.910073	
MSTRG.7743	MSTRG.7743_jg6010	729.8970342	3.301746292	0.579221829	5.700313982	1.20E-08	5.68E-07	39.23770771	168.4903122	193.8065765	728.295031	1702.850694	1546.701884	
MSTRG.19400	MSTRG.19400_jg23737	618.8973204	2.355579981	0.413747129	5.693284176	1.25E-08	5.91E-07	156.9508308	186.4969104	262.1488956	1242.642481	567.6168979	1297.527906	
MSTRG.1359	MSTRG.1359_jg7697	28.26932288	-8.675208964	1.524668284	-5.689899276	1.27E-08	6.01E-07	103.4448658	43.73031003	22.44076149	0	0	0	
MSTRG.20799	MSTRG.20799_jg33175	139.9218866	-2.918831006	0.513256753	-5.68688281	1.29E-08	6.09E-07	215.8073924	306.1121702	219.3074419	49.77555967	34.09489709	14.43385844	
MSTRG.27632	MSTRG.27632_jg3837	4449.427431	-2.437024662	0.429450549	-5.674750371	1.39E-08	6.49E-07	12786.14212	5363.393906	4386.148838	1453.970296	1457.241157	1249.668271	
MSTRG.32152	MSTRG.32152_jg29253	6372.044976	-3.265076722	0.575571234	-5.67275869	1.41E-08	6.55E-07	23086.04039	6389.770007	5154.234902	1710.707393	935.0841221	956.4330411	
MSTRG.18177	MSTRG.18177_jg22566	48.12837096	3.6168079	0.63819909	5.667209426	1.45E-08	6.74E-07	5.350596506	9.003299124	7.140242294	82.08601069	64.40147229	120.7886049	
MSTRG.30224	MSTRG.30224_jg9949.1	2567.987833	2.223869957	0.392554646	5.665121984	1.47E-08	6.82E-07	520.7913932	794.862694	1398.467455	3979.425008	3812.945992	4901.434457	
MSTRG.20355	MSTRG.20355_jg32751	146.1066427	2.22817005	0.393828211	5.657720767	1.53E-08	7.09E-07	44.58830421	47.5888668	61.2020768	300.3998689	248.1350844	174.7256549	
MSTRG.32010	MSTRG.32010_jg29120	10560.86339	-2.303263852	0.40758304	-5.651029675	1.59E-08	7.35E-07	28318.92377	13228.41878	11142.85812	4347.9388	2880.387417	3446.653461	
MSTRG.22928	MSTRG.22928_jg12920	27.18039106	7.799073764	1.380341485	5.650104595	1.60E-08	7.36E-07	0	0	0	48.02904881	61.87592435	53.17737322	
MSTRG.16843	MSTRG.16843_jg10224	1252.34946	2.320548089	0.411226472	5.64299297	1.67E-08	7.63E-07	288.9322113	312.5430981	649.7620487	2407.565228	1454.715609	2400.578562	
MSTRG.33615	MSTRG.33615_jg30768	827.1676396	2.094309385	0.371445322	5.638270987	1.72E-08	7.79E-07	219.3744567	250.8061899	469.2159222	1453.09704	1089.142546	1481.369682	
MSTRG.32743	MSTRG.32743_jg29812	10401.12461	-2.231292596	0.396638476	-5.625507185	1.85E-08	8.36E-07	26096.64269	13102.3726	12250.61571	4883.244381	2668.241391	3405.630916	
MSTRG.1566	MSTRG.1566_jg7892	13094.08615	2.302204157	0.409572888	5.620987684	1.90E-08	8.55E-07	7337.451342	3166.58892	2742.873075	22476.72159	23339.21983	19501.66211	
MSTRG.3453	MSTRG.3453_jg27509	181.7218396	3.097261673	0.551169661	5.619434256	1.92E-08	8.61E-07	30.32004687	37.29938208	45.9015576	354.5417058	489.324912	132.943433	
MSTRG.28598	MSTRG.28598_jg4763	408.6167359	2.25354813	0.401452518	5.613486098	1.98E-08	8.90E-07	130.1978483	140.1942292	154.0252266	984.1588729	395.8796385	647.2445997	
MSTRG.13171	MSTRG.13171_jg20651	2056.473293	-2.523326011	0.450085513	-5.606325772	2.07E-08	9.23E-07	5603.858074	2565.94025	2340.979438	829.5926612	619.3906305	379.0787034	
MSTRG.32118	MSTRG.32118_jg29222	844.4511866	-2.214109025	0.394955931	-5.605964742	2.07E-08	9.23E-07	2211.579889	995.5076459	961.8926404	305.6394015	316.3248786	275.762664	
MSTRG.13183	MSTRG.13183_jg20663	291.9456705	-4.650989846	0.829700952	-5.605621919	2.08E-08	9.23E-07	520.7913932	618.6552683	545.7185182	4.366277164	56.82482849	5.317737322	
MSTRG.31727	MSTRG.31727_jg28853	1159.826054	-2.421763704	0.432456933	-5.600011277	2.14E-08	9.47E-07	3301.318044	1426.379818	1137.338594	351.9219395	363.6789023	378.3190266	
MSTRG.23355	MSTRG.23355_jg13325	374.5508133	2.070954088	0.370061974	5.596235851	2.19E-08	9.67E-07	80.25894759	171.0626833	178.5060573	606.0392704	569.5110588	641.9268624	
MSTRG.14423	MSTRG.14423_jg21842	3601.521331	2.514321215	0.449439205	5.594352215	2.21E-08	9.76E-07	485.1207499	1043.096513	1688.157285	5708.470765	5163.482749	7520.799926	
MSTRG.4906	MSTRG.4906_jg26334	144.6214083	2.314936142	0.414035689	5.591151201	2.26E-08	9.90E-07	51.72243289	55.30598033	38.76131531	251.4975647	305.5912999	164.849857	
MSTRG.34167	MSTRG.34167_jg31295	32.21973832	-8.864476777	1.58590615	-5.589534272	2.28E-08	9.98E-07	131.9813805	45.01649562	16.32055381	0	0	0	
MSTRG.36111	MSTRG.36111_jg18843.1	1313.469271	-2.219890671	0.39718464	-5.58906475	2.28E-08	9.99E-07	3265.647401	1677.186008	1545.352439	544.0381347	321.3759744	527.2156716	
MSTRG.15508	MSTRG.15508_jg1705	330.6644872	2.153604343	0.385541769	5.585917058	2.32E-08	1.02E-06	67.77422241	135.0494869	159.1253997	516.9672163	621.9161785	483.1544195	
MSTRG.10592	MSTRG.10592_jg2969	55.04955159	7.043928984	1.262148389	5.580903994	2.39E-08	1.04E-06	0	0	2.040069227	55.01509227	90.91972558	182.3224225	
MSTRG.37288	MSTRG.37288_jg19921	4796.538557	2.072260318	0.371387646	5.579777197	2.41E-08	1.05E-06	1093.305219	1857.251991	2575.587399	7346.697957	6283.563257	9622.825522	
MSTRG.32794	MSTRG.32794_jg29864	10117.05764	-2.213259367	0.397020953	-5.574666407	2.48E-08	1.07E-06	26824.32382	12459.2798	10651.20143	3965.452921	3787.690512	3014.397385	
MSTRG.32283	MSTRG.32283_jg29377.1	496.0913554	-2.141779385	0.384574487	-5.569218593	2.56E-08	1.10E-06	490.4713464	969.7839342	965.9727789	154.5662116	157.2153588	238.5385027	
MSTRG.21299	MSTRG.21299_jg33653	36.7018217	-3.181892839	0.571755847	-5.565125143	2.62E-08	1.13E-06	65.99069024	72.02639299	60.18204219	8.732554329	5.682482849	7.596767602	
MSTRG.38103	MSTRG.38103_jg11664	915.0789734	2.485432355	0.447282956	5.556733879	2.75E-08	1.18E-06	171.2190882	297.1088711	362.1122878	903.819373	2338.657386	1417.556835	
MSTRG.20147	MSTRG.20147_jg32558	4646.774403	3.059920844	0.552758124	5.535732016	3.10E-08	1.31E-06	800.8059437	1149.849917	1034.315098	4145.34354	16631.36452	4118.967394	
MSTRG.30021	MSTRG.30021_jg9759	94.70167227	2.156828938	0.390032628	5.529867978	3.20E-08	1.36E-06	26.75298253	39.87175326	36.72124608	143.213891	170.4744855	151.1756753	
MSTRG.34888	MSTRG.34888_jg17676	64.90911248	5.374636836	0.972278502	5.527877891	3.24E-08	1.37E-06	0	0	8.160276907	108.2836737	178.0511293	94.95959503	
MSTRG.34890	MSTRG.34890_jg17677	33.09201152	8.084046067	1.464410293	5.520342288	3.38E-08	1.42E-06	0	0	0	45.40928251	117.4379789	35.70480773	
MSTRG.19915	MSTRG.19915_jg32336.1	2160.470534	2.241370657	0.406122392	5.518953642	3.41E-08	1.43E-06	540.4102471	625.0861963	1095.517175	3513.106606	2284.989492	4903.713487	
MSTRG.17035	MSTRG.17035_jg10409	30.26870792	7.955541946	1.443064049	5.512951385	3.53E-08	1.48E-06	0	0	0	38.42323905	99.12775636	44.06125209	
MSTRG.19082	MSTRG.19082_jg23435	2667.821736	2.458055436	0.446524382	5.50486275	3.69E-08	1.54E-06	474.4195568	779.428467	1208.741017	4140.104007	2833.033394	6571.203976	
MSTRG.35801	MSTRG.35801_jg18551	62.46294447	4.935634594	0.897874016	5.497023529	3.86E-08	1.60E-06	0	3.858556767	7.140242294	44.53602708	171.1058724	148.1369682	
MSTRG.35361	MSTRG.35361_jg18123	1387.25745	2.36082213	0.429504061	5.49662354	3.87E-08	1.61E-06	262.1792288	371.7076352	720.1444371	2536.807033	1671.281345	2761.425023	
MSTRG.20891	MSTRG.20891_jg33261	8782.845798	-2.24160838	0.407885886	-5.495675273	3.89E-08	1.61E-06	23449.88095	11111.3573	8938.563317	3325.356688	3434.113802	2437.802724	
MSTRG.32692	MSTRG.32692_jg29767	797.0263556	-2.117527096	0.385827672	-5.488271705	4.06E-08	1.67E-06	2024.309011	956.9220783	905.7907367	317.8649776	269.6022418	307.6690879	
MSTRG.24282	MSTRG.24282_jg35542	656.0961434	2.744042973	0.500483781	5.482781014	4.19E-08	1.72E-06	110.5789945	171.0626833	228.4877534	508.2346619	1748.310556	1169.902211	
MSTRG.25912	MSTRG.25912_jg37087	78.74827412	4.752698947	0.868313108	5.473485198	4.41E-08	1.81E-06	8.917660843	0	8.160276907	260.230119	116.1752049	79.00638306	
MSTRG.33942	MSTRG.33942_jg31082	546.4039037	-2.157950632	0.394629449	-5.468295988	4.54E-08	1.86E-06	1219.936003	788.4317661	670.162741	258.4836081	215.3029613	126.1063422	
MSTRG.7489	MSTRG.7489_jg5766	641.6194622	2.15772235	0.394959519	5.463148107	4.68E-08	1.91E-06	351.3558372	181.3521681	174.4259189	819.9868515	1378.317784	944.278213	
MSTRG.33088	MSTRG.33088_jg30146	18.36375075	-8.056447312	1.476803793	-5.455326803	4.89E-08	1.99E-06	44.58830421	36.01319649	29.58100379	0	0	0	
MSTRG.23168	MSTRG.23168_jg13148	379.529591	2.583349311	0.474838097	5.440484508	5.31E-08	2.15E-06	137.331977	101.6086615	87.72297675	405.1905209	1091.036707	454.2867026	
MSTRG.12765	MSTRG.12765_jg35105	1292.584694	2.513634566	0.462280184	5.437469852	5.40E-08	2.18E-06	158.734363	379.4247488	615.0808719	2365.648968	2086.733979	2149.885231	
MSTRG.18631	MSTRG.18631_jg23007	34881.22102	-2.103055219	0.387362429	-5.429166743	5.66E-08	2.26E-06	87901.38293	45220.99913	36648.82362	15791.07799	13315.95148	10409.09097	
MSTRG.4776	MSTRG.4776_jg26206	66.351989	4.389098649	0.810576447	5.414786806	6.14E-08	2.43E-06	1.783532169	6.430927945	9.180311521	48.02904881	209.6204784	123.0676352	
MSTRG.30116	MSTRG.30116_jg9848.1	1423.396501	2.148181586	0.396961131	5.411566562	6.25E-08	2.46E-06	750.867043	424.4412444	398.8335338	1446.984252	2975.095465	2544.15747	
MSTRG.32033	MSTRG.32033_jg29143	806.9605304	-2.721727772	0.503380447	-5.406900063	6.41E-08	2.52E-06	2598.60637	870.7476438	735.4449563	225.2999017	220.9854441	190.6788668	
MSTRG.25466	MSTRG.25466_jg36652	168.4619031	2.190396034	0.405678489	5.399339855	6.69E-08	2.62E-06	58.85656156	43.73031003	78.54266523	199.9754941	325.7956833	303.8707041	
MSTRG.33145	MSTRG.33145_jg30193	79.74484374	-2.092914806	0.387873578	-5.395868458	6.82E-08	2.66E-06	107.0119301	137.621858	142.8048459	28.81742929	30.30657519	31.90642393	
MSTRG.36940	MSTRG.36940_jg19590	634.2118568	2.54764272	0.472248628	5.394706457	6.86E-08	2.67E-06	153.3837665	135.0494869	266.2290341	1109.907655	549.9380624	1590.763136	
MSTRG.26483	MSTRG.26483_jg16691	65691.53674	-2.64414345	0.490321203	-5.392676139	6.94E-08	2.70E-06	198901.291	76029.00254	64862.98103	26032.61771	15379.95552	12943.37264	
MSTRG.38013	MSTRG.38013_jg11578	934.7315276	2.374814078	0.440890516	5.386403177	7.19E-08	2.79E-06	144.4661057	309.970727	449.8352645	1558.760948	1938.989425	1206.366695	
MSTRG.14947	MSTRG.14947_jg22340	485.1556476	2.113716143	0.392612242	5.383724497	7.30E-08	2.82E-06	99.87780144	183.9245392	260.1088264	853.1705579	688.8431987	825.0089616	
MSTRG.2416	MSTRG.2416_jg26525.2	37.92283895	-5.43226994	1.00939794	-5.381693112	7.38E-08	2.85E-06	110.5789945	82.3158777	29.58100379	0	1.262773966	3.798383801	
MSTRG.8069	MSTRG.8069_jg6317	84.41221503	2.337747868	0.43533785	5.369962358	7.88E-08	3.02E-06	21.40238602	30.86845414	30.6010384	169.411554	113.649657	140.5402006	
MSTRG.8255	MSTRG.8255_jg6491	22.38861013	-8.337948555	1.553009004	-5.368899044	7.92E-08	3.04E-06	82.04247976	30.86845414	21.42072688	0	0	0	
MSTRG.1381	MSTRG.1381_jg7719	162.4689276	2.046867617	0.381762298	5.361628503	8.25E-08	3.14E-06	57.07302939	51.44742356	80.58273446	214.8208365	241.1898276	329.6997139	
MSTRG.3923	MSTRG.3923_jg25394	23.92725752	7.613909742	1.421155135	5.357550033	8.44E-08	3.21E-06	0	0	0	45.40928251	36.62044503	61.53381758	
MSTRG.31951	MSTRG.31951_jg29065	9233.083167	-3.032818568	0.566608373	-5.35258339	8.67E-08	3.29E-06	32920.43677	9726.135425	6719.988033	2599.681424	1558.894462	1873.362891	
MSTRG.27909	MSTRG.27909_jg4103	82.69671091	-3.056549193	0.571803495	-5.345453851	9.02E-08	3.41E-06	174.7861525	159.487013	109.1437036	13.97208693	29.67518821	9.116121123	
MSTRG.25440	MSTRG.25440_jg36630	99.16144172	2.272741031	0.42519369	5.345189936	9.03E-08	3.41E-06	33.8871112	33.44082532	34.68117686	172.0313203	203.9379956	116.9902211	
MSTRG.12007	MSTRG.12007_jg34386	742.9951191	2.046786235	0.38312828	5.342300066	9.18E-08	3.46E-06	233.6427141	293.2503143	340.6915609	990.2716609	812.5950474	1787.519417	
MSTRG.4290	MSTRG.4290_jg25735	297.1986989	-2.065532336	0.386667304	-5.341885168	9.20E-08	3.46E-06	597.4832765	438.5892859	402.9136723	159.8057442	75.76643798	108.6337767	
MSTRG.7182	MSTRG.7182_jg5461.1	154.9793526	2.463128484	0.462270285	5.328329684	9.91E-08	3.69E-06	30.32004687	48.87505238	62.22211142	235.7789669	184.9963861	367.683552	
MSTRG.26482	MSTRG.26482_jg16690	49646.72467	-2.611632953	0.490396216	-5.325556908	1.01E-07	3.73E-06	150535.4656	56920.14324	48540.38715	19915.4634	11755.79424	10213.09436	
MSTRG.4104	MSTRG.4104_jg25561	17.88061425	-8.016828572	1.506268481	-5.322310513	1.02E-07	3.79E-06	49.93890072	25.72371178	31.62107302	0	0	0	
MSTRG.33017	MSTRG.33017_jg30079	19283.65949	-2.060303849	0.38828775	-5.306126317	1.12E-07	4.12E-06	49143.44537	23409.86391	20773.0049	6841.083061	6509.599797	9024.959912	
MSTRG.8761	MSTRG.8761_jg6973	88.16420114	-2.50711661	0.472521057	-5.305830444	1.12E-07	4.12E-06	214.0238602	126.0461877	110.1637382	20.95813039	25.88686631	31.90642393	
MSTRG.6551	MSTRG.6551_jg15319	200.2892431	-2.107864268	0.397406899	-5.304045487	1.13E-07	4.16E-06	335.3040477	320.2602117	320.2908686	74.2267118	106.0730132	45.58060561	
MSTRG.22728	MSTRG.22728_jg12725	6670.052587	2.19185722	0.413567192	5.299881763	1.16E-07	4.23E-06	3863.130677	1801.94601	1523.931712	9687.022517	9115.333876	14028.95073	
MSTRG.6114	MSTRG.6114_jg14916	25.11715734	7.686333027	1.45151177	5.295398345	1.19E-07	4.33E-06	0	0	0	34.93021732	77.02921195	38.74351477	
MSTRG.32304	MSTRG.32304_jg29398	20210.56874	-3.053594266	0.576976619	-5.292405556	1.21E-07	4.39E-06	74885.16516	19216.89889	14126.45936	4477.180604	4023.197857	4534.510582	
MSTRG.9641	MSTRG.9641_jg24256	59.61638211	2.416292439	0.45692393	5.288172228	1.24E-07	4.47E-06	17.83532169	18.00659825	20.40069227	91.69182045	107.9671741	101.7966859	
MSTRG.13615	MSTRG.13615_jg21070	19.06430832	-8.119856916	1.536667733	-5.284068078	1.26E-07	4.56E-06	17.83532169	47.5888668	48.96166144	0	0	0	
MSTRG.32754	MSTRG.32754_jg29821	571.5919147	-2.008640849	0.380152736	-5.283773231	1.27E-07	4.56E-06	1342.999723	704.8297028	699.7437448	247.1312875	263.919759	170.9272711	
MSTRG.16284	MSTRG.16284_jg2448	484.7462722	-2.316670409	0.438788703	-5.279694738	1.29E-07	4.65E-06	1296.627887	664.9579496	461.0556453	190.3696844	161.0036807	134.4627866	
MSTRG.1991	MSTRG.1991_jg8298	755.9066573	-2.933425444	0.555659123	-5.27918165	1.30E-07	4.65E-06	2559.368662	838.5930041	613.0408027	152.8197008	234.8759578	136.7418168	
MSTRG.20890	MSTRG.20890_jg33260	4056.575558	-2.171173809	0.411501801	-5.276219461	1.32E-07	4.72E-06	10831.39086	5121.591016	3964.874542	1608.536507	1581.624393	1231.436028	
MSTRG.15432	MSTRG.15432_jg1640	127.618816	2.347140717	0.445114908	5.273111899	1.34E-07	4.77E-06	35.67064337	32.15463973	57.12193835	163.2987659	282.2299815	195.2369274	
MSTRG.18051	MSTRG.18051_jg11375	24.83393675	7.667895386	1.455268634	5.269058377	1.37E-07	4.85E-06	0	0	0	37.54998361	34.72628408	76.72735278	
MSTRG.33250	MSTRG.33250_jg30291	7120.402443	-2.45985083	0.467173592	-5.265389297	1.40E-07	4.93E-06	21523.66621	8028.370447	6599.623949	2612.780255	1932.675556	2025.298243	
MSTRG.30019	MSTRG.30019_jg9760	85.26650951	2.957469456	0.561769584	5.264559601	1.41E-07	4.94E-06	7.134128674	18.00659825	31.62107302	154.5662116	163.5292286	136.7418168	
MSTRG.7898	MSTRG.7898_jg6158	180.1403339	4.038286999	0.767485375	5.26171199	1.43E-07	5.00E-06	0	27.00989737	33.66114224	300.3998689	342.2117449	377.5593498	
MSTRG.19174	MSTRG.19174_jg23525	554.8121736	2.049554658	0.389631341	5.260240749	1.44E-07	5.04E-06	151.6002343	174.9212401	319.270834	760.605482	1149.124309	773.3509419	
MSTRG.15866	MSTRG.15866_jg2046	21038.96158	2.158686038	0.410688596	5.256259998	1.47E-07	5.11E-06	4234.105368	7859.880135	11002.09334	23183.18523	40883.56994	39070.93546	
MSTRG.32353	MSTRG.32353_jg29445	7439.556498	-2.756258733	0.524649363	-5.253525355	1.49E-07	5.18E-06	25267.30023	7542.192294	6073.286088	2051.277012	1769.146327	1934.137032	
MSTRG.16488	MSTRG.16488_jg2642	3744.670874	2.384791719	0.454170763	5.250870187	1.51E-07	5.24E-06	793.671815	1174.287443	1641.235693	3614.404237	5103.500985	10140.92507	
MSTRG.7517	MSTRG.7517_jg5795	679.5870051	2.668982499	0.509833235	5.23501082	1.65E-07	5.68E-06	190.837942	163.3455698	199.9267842	433.1346947	1892.266789	1198.010251	
MSTRG.35922	MSTRG.35922_jg18662	287.6188702	-2.326751417	0.444732199	-5.23180337	1.68E-07	5.76E-06	627.8033233	447.592585	363.1323224	148.4534236	61.24453737	77.48702954	
MSTRG.22502	MSTRG.22502_jg28641	173.5613398	2.992968898	0.572118291	5.231381247	1.68E-07	5.77E-06	10.70119301	37.29938208	66.30224987	311.7521895	295.4891081	319.8239161	
MSTRG.3995	MSTRG.3995_jg25457	713.577837	-3.078130763	0.588640624	-5.229219045	1.70E-07	5.83E-06	2562.935726	702.2573316	563.0591066	172.0313203	104.1788522	177.0046851	
MSTRG.29545	MSTRG.29545_jg9304	2783.8925	2.023471218	0.387008878	5.228487857	1.71E-07	5.84E-06	601.0503408	1233.45198	1460.689566	3708.715823	5664.804013	4034.643274	
MSTRG.25236	MSTRG.25236_jg36427	1121604.003	-2.589395665	0.495509001	-5.22572882	1.73E-07	5.91E-06	3518168.803	1203985.468	1048626.184	425213.3947	259357.988	274272.1782	
MSTRG.32824	MSTRG.32824_jg29892	21.90446245	7.487340144	1.43427977	5.220278708	1.79E-07	6.05E-06	0	0	0	34.93021732	41.04015391	55.4564035	
MSTRG.7973	MSTRG.7973_jg6228	93.975899	2.166731828	0.415442694	5.215477027	1.83E-07	6.20E-06	23.18591819	45.01649562	33.66114224	161.5522551	147.7445541	152.6950288	
MSTRG.17340	MSTRG.17340_jg10695	8759.764325	2.092535135	0.401422415	5.212800917	1.86E-07	6.27E-06	2341.777737	2958.226855	4680.938841	9806.658511	11851.76506	20919.21895	
MSTRG.25869	MSTRG.25869_jg37043	176.9708937	-2.200404476	0.422634639	-5.206398799	1.93E-07	6.47E-06	331.7369834	317.6878405	222.3675457	93.43833132	51.77373262	44.82092885	
MSTRG.31233	MSTRG.31233_jg971	756.4107354	2.407919878	0.463335901	5.196920574	2.03E-07	6.79E-06	103.4448658	250.8061899	363.1323224	978.0460848	1355.587853	1487.447097	
MSTRG.31915	MSTRG.31915_jg29029	467.695273	-2.182280451	0.420476294	-5.190020184	2.10E-07	7.00E-06	1230.637196	608.3657836	461.0556453	172.0313203	161.6350677	172.4466246	
MSTRG.10091	MSTRG.10091_jg24679	886.8742637	-2.192700468	0.422516091	-5.189625938	2.11E-07	7.00E-06	2218.714018	1237.310537	910.8909098	322.2312547	411.0329261	221.0659372	
MSTRG.33254	MSTRG.33254_jg30295	872.501368	-2.351445715	0.454957124	-5.168499602	2.36E-07	7.78E-06	2525.481551	1035.379399	817.0477253	271.5824396	311.2737827	274.2433104	
MSTRG.31637	MSTRG.31637_jg28763	1041.41954	-2.220670051	0.429654302	-5.168504174	2.36E-07	7.78E-06	2901.806838	1140.846618	1102.657417	367.6405372	354.2080976	381.3577336	
MSTRG.15859	MSTRG.15859_jg2039	63.00101369	5.752014138	1.113724141	5.164666839	2.41E-07	7.92E-06	0	0	6.12020768	112.6499508	215.9343483	43.30157533	
MSTRG.12139	MSTRG.12139_jg34507	31.40784131	8.008859888	1.552300238	5.159349779	2.48E-07	8.12E-06	0	0	0	33.18370645	129.4343316	25.82900985	
MSTRG.32624	MSTRG.32624_jg29701	193.2749134	-2.247800572	0.435745984	-5.158511281	2.49E-07	8.15E-06	260.3956966	365.2767073	331.5112494	102.1708856	41.04015391	59.2547873	
MSTRG.7857	MSTRG.7857_jg6118	370.9532859	2.153187422	0.417893689	5.152476528	2.57E-07	8.41E-06	137.331977	106.7534039	164.2255728	334.4568308	691.3687466	791.5831842	
MSTRG.32966	MSTRG.32966_jg30029	11973.64861	-2.402341922	0.466974452	-5.144482553	2.68E-07	8.70E-06	34520.26512	13907.52477	11986.42674	4771.467685	2509.131871	4147.075434	
MSTRG.32466	MSTRG.32466_jg29556	140.5069337	-2.200158443	0.428187763	-5.138302946	2.77E-07	8.93E-06	294.2828078	221.2239213	177.4860227	46.28253794	68.82118117	34.94513097	
MSTRG.35242	MSTRG.35242_jg18017	10024.98884	2.920358685	0.568521517	5.136760176	2.80E-07	8.99E-06	2990.983447	1580.722089	2447.063038	34832.41271	6993.242226	11305.50955	
MSTRG.15495	MSTRG.15495_jg1696	26.16099422	7.745408021	1.507937163	5.136426245	2.80E-07	9.00E-06	0	0	0	27.94417385	94.0766605	34.94513097	
MSTRG.33034	MSTRG.33034_jg30096	10923.01147	-2.406621431	0.469373216	-5.127308819	2.94E-07	9.41E-06	32645.77281	12643.20434	9850.474262	4086.835426	3572.387551	2739.394397	
