gene_id (Stringtie)	gene_id (Stringtie_gtf)	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	HG1	HG2	HG3	DG1	DG2	DG3	
MSTRG.20253	MSTRG.20253_jg32658	342.118075	2.624866879	0.655136752	4.006593847	6.16E-05	0.000828124	83.82601192	64.30927945	137.7046728	480.2904881	166.0547766	1120.523221	
MSTRG.11426	MSTRG.11426_jg33827	10.05335622	-7.181638864	1.793213081	-4.004899887	6.20E-05	0.000832801	33.8871112	19.29278384	7.140242294	0	0	0	
MSTRG.11201	MSTRG.11201_jg3556	3509.131997	2.667972674	0.666361843	4.003789687	6.23E-05	0.000835866	1326.947933	784.5732093	751.7655101	2298.408299	13576.08291	2317.014119	
MSTRG.19784	MSTRG.19784_jg32215	442.4097277	-2.145874367	0.536060122	-4.003047941	6.25E-05	0.000837637	1303.762015	477.1748535	384.5530493	168.5382985	105.4416262	214.9885231	
MSTRG.36502	MSTRG.36502_jg19164	173.3121913	2.43111313	0.607386971	4.002577014	6.27E-05	0.000838451	71.34128674	65.59546504	26.52089995	477.6707218	127.5401706	271.2046034	
MSTRG.24023	MSTRG.24023_jg35311	1264.967766	2.137358232	0.534241127	4.000736982	6.31E-05	0.000843708	329.9534512	562.0631024	513.0774105	1387.602883	3859.668628	937.4411221	
MSTRG.2599	MSTRG.2599_jg26704	635.4909021	-2.04457958	0.511356178	-3.998347273	6.38E-05	0.000851403	1391.155092	825.7311482	851.7289022	438.3742273	120.5949138	185.3611295	
MSTRG.1152	MSTRG.1152_jg7500	48.13213155	-2.412007852	0.603759907	-3.994978509	6.47E-05	0.000861411	114.1460588	82.3158777	46.92159222	16.59185322	18.9416095	9.875797883	
MSTRG.32924	MSTRG.32924_jg29988	947.200564	-2.175743886	0.545319408	-3.989852281	6.61E-05	0.000877127	3019.519961	956.9220783	677.3029833	392.9649448	329.5840052	306.9094111	
MSTRG.6191	MSTRG.6191_jg14989	91.94697655	2.386055885	0.599621399	3.979270736	6.91E-05	0.000912025	14.26825735	33.44082532	39.78134992	244.5115212	92.81388653	126.866019	
MSTRG.24906	MSTRG.24906_genb_6263	27.85090982	2.836557103	0.713039594	3.978120045	6.95E-05	0.000915988	10.70119301	6.430927945	4.080138454	57.63485857	44.19708882	44.06125209	
MSTRG.24125	MSTRG.24125_jg35399	58.72852289	-2.486779042	0.626420298	-3.969825135	7.19E-05	0.000943729	117.7131231	79.74350652	102.0034613	12.22557606	31.56934916	9.116121123	
MSTRG.23097	MSTRG.23097_jg13081	59465.96047	-2.165933797	0.546207302	-3.965406157	7.33E-05	0.000959467	184663.3537	54503.40052	52610.32526	32407.38237	15340.80953	17270.49147	
MSTRG.8140	MSTRG.8140_jg6386	144.6367807	-2.303417986	0.581577458	-3.960638355	7.47E-05	0.000975909	453.0171708	131.1909301	137.7046728	56.76160314	43.56570184	45.58060561	
MSTRG.4874	MSTRG.4874_jg26304	157.2883441	2.51135977	0.634240691	3.959632055	7.51E-05	0.000979543	26.75298253	38.58556767	74.46252678	131.8615704	188.153321	483.9140963	
MSTRG.32546	MSTRG.32546_jg29630	183.6044755	-2.025714543	0.512185186	-3.955043212	7.65E-05	0.000996061	499.3890072	195.5002095	189.7264381	92.56507589	53.03650659	71.40961546	
MSTRG.8293	MSTRG.8293_jg6524	359.908638	-2.052676684	0.519959252	-3.947764516	7.89E-05	0.00102277	1066.552237	348.5562946	325.3910417	162.4255105	139.5365233	116.9902211	
MSTRG.21458	MSTRG.21458_jg27645	188.5335886	-2.336964776	0.59204642	-3.947266118	7.90E-05	0.001024394	485.1207499	226.3686637	232.5678919	96.93135305	23.36131838	66.8515549	
MSTRG.4796	MSTRG.4796_jg26227	10591.96063	2.115952169	0.536086181	3.947037334	7.91E-05	0.001024868	2047.49493	3287.490366	6576.163153	10713.09765	11609.31246	29318.20521	
MSTRG.36190	MSTRG.36190_jg18872	597.3342219	-2.190533806	0.555004606	-3.946875002	7.92E-05	0.001025057	1737.160332	636.6618666	566.1192104	348.4289177	145.2190061	150.4159985	
MSTRG.30679	MSTRG.30679_jg451	84.63325145	-3.416193137	0.866340429	-3.94324566	8.04E-05	0.001037631	324.6028547	70.7402074	69.36235371	8.732554329	29.04380123	5.317737322	
MSTRG.17541	MSTRG.17541_jg10880	123.8702047	2.259865809	0.573464579	3.940724311	8.12E-05	0.001046133	24.96945036	41.15793885	61.2020768	132.7348258	142.0620712	341.0948653	
MSTRG.17894	MSTRG.17894_jg11217	111.3106992	-3.759318286	0.955056681	-3.936225316	8.28E-05	0.00106269	194.4050064	182.6383536	244.8083072	27.07091842	18.9416095	0	
MSTRG.30137	MSTRG.30137_genb_13835	14.74112961	6.917404261	1.757421876	3.936109114	8.28E-05	0.00106269	0	0	0	5.239532597	39.14599296	44.06125209	
MSTRG.30137	MSTRG.30137_genb_22619	14.74112961	6.917404261	1.757421876	3.936109114	8.28E-05	0.00106269	0	0	0	5.239532597	39.14599296	44.06125209	
MSTRG.24051	MSTRG.24051_jg35333	110.1347009	-2.034499346	0.517880885	-3.928508282	8.55E-05	0.001088327	174.7861525	186.4969104	169.3257458	69.86043463	20.83577045	39.50319153	
MSTRG.34615	MSTRG.34615_jg31727	66.37894936	2.917641843	0.743379581	3.924834523	8.68E-05	0.001104066	26.75298253	11.5756703	9.180311521	41.04300535	180.5766772	129.1450492	
MSTRG.10211	MSTRG.10211_jg24793	3104.695657	-2.008566311	0.513580942	-3.910905075	9.20E-05	0.001159544	8967.599744	3252.763355	2700.031622	1802.399213	911.7228037	993.6572024	
MSTRG.33261	MSTRG.33261_jg30302	10.50246084	6.427249715	1.64477922	3.907667142	9.32E-05	0.001173083	0	0	0	15.71859779	21.46715743	25.82900985	
MSTRG.3595	MSTRG.3595_jg25079	203.4439824	2.001034901	0.512447138	3.904861111	9.43E-05	0.001180405	74.90835108	60.45072269	108.123669	196.4824724	236.7701187	543.9285603	
MSTRG.9372	MSTRG.9372_jg23999	196.8669464	2.722621359	0.698401913	3.898358968	9.68E-05	0.001205825	19.61885385	75.88494976	59.16200758	146.7069127	668.6388152	211.1901393	
MSTRG.26383	MSTRG.26383_jg16594	2485.911954	-2.09698053	0.538319317	-3.895421291	9.80E-05	0.00121517	7833.273284	2343.430143	1913.584935	870.6356666	1181.956433	772.5912652	
MSTRG.16553	MSTRG.16553_jg2705	854.4903208	-2.14339783	0.550224593	-3.895496236	9.80E-05	0.00121517	2687.782978	847.5963032	645.6819103	397.331222	310.0110088	238.5385027	
MSTRG.29746	MSTRG.29746_jg9494.1	90.93502083	2.103221845	0.540605474	3.890493059	0.000100041	0.001236615	28.5365147	20.57896943	53.0417999	138.8476138	104.8102392	199.7949879	
MSTRG.17509	MSTRG.17509_jg10846	11.13071095	6.511140489	1.675565413	3.885936317	0.000101936	0.00125886	0	0	0	24.45115212	30.93796218	11.3951514	
MSTRG.36722	MSTRG.36722_jg19386	524.4343438	-2.545046695	0.655309487	-3.883732411	0.000102865	0.001266756	1765.696847	522.1913492	398.8335338	179.8906192	218.4598962	61.53381758	
MSTRG.26239	MSTRG.26239_jg16460	110.9617533	2.051096333	0.528424258	3.881533261	0.0001038	0.001275277	30.32004687	41.15793885	57.12193835	100.4243748	168.5803245	268.1658964	
MSTRG.6286	MSTRG.6286_jg15070	60.77075615	2.067854303	0.532846436	3.880769695	0.000104126	0.00127869	17.83532169	36.01319649	16.32055381	92.56507589	116.8065919	85.08379715	
MSTRG.33345	MSTRG.33345_jg30497	1035.269858	-2.693251152	0.694521902	-3.877849127	0.000105384	0.001291114	3939.82256	1019.945172	420.2542607	368.5137927	263.288372	199.7949879	
MSTRG.29702	MSTRG.29702_jg9455	11.57025845	6.567894704	1.694031314	3.877079869	0.000105718	0.001293994	0	0	0	9.605809762	27.14964028	32.66610069	
MSTRG.7491	MSTRG.7491_jg5767	14.92042661	5.944110015	1.534476436	3.873705635	0.000107193	0.001310218	1.783532169	0	0	26.19766299	44.82847581	16.71288873	
MSTRG.24567	MSTRG.24567_jg35812	11.29552764	6.529708649	1.686507658	3.871733767	0.000108064	0.00131841	0	0	0	36.67672818	18.9416095	12.15482816	
MSTRG.2160	MSTRG.2160_genb_25770	17.3602902	-4.895633214	1.265972982	-3.867091387	0.000110141	0.001338354	28.5365147	34.7270109	37.7412807	0	3.156934916	0	
MSTRG.12291	MSTRG.12291_jg34657	8.677870258	-6.974817203	1.804378301	-3.865496055	0.000110864	0.001345067	24.96945036	7.717113534	19.38065765	0	0	0	
MSTRG.33803	MSTRG.33803_jg30950	70.23706686	3.317031445	0.859936105	3.857299892	0.000114646	0.001378225	0	24.43752619	13.26044997	96.93135305	184.9963861	101.7966859	
MSTRG.28377	MSTRG.28377_jg4547	86.27954989	-2.449993999	0.635444589	-3.855558835	0.000115466	0.001386167	62.4236259	240.5167052	134.644569	15.71859779	27.14964028	37.22416125	
MSTRG.8031	MSTRG.8031_jg6283	24551.34054	-2.17179834	0.56519189	-3.84258582	0.000121745	0.001443075	80728.01655	22173.83956	17651.69898	11842.21693	7362.603611	7549.667643	
MSTRG.34267	MSTRG.34267_jg31394	53.07407165	-3.14403869	0.818689187	-3.840332496	0.000122868	0.001453844	181.9202812	56.59216592	47.94162683	7.859298896	19.57299648	4.558060561	
MSTRG.23897	MSTRG.23897_jg13840	59.31683368	-2.51046227	0.65566146	-3.828900163	0.000128717	0.00150986	176.5696847	83.60206329	42.84145376	16.59185322	15.78467458	20.51127253	
MSTRG.38681	MSTRG.38681_jg12213	10.4714889	6.421661849	1.677545106	3.828011435	0.000129183	0.00151402	0	0	0	27.94417385	22.7299314	12.15482816	
MSTRG.27702	MSTRG.27702_jg3902	237.5437128	-2.517429919	0.657733806	-3.82742972	0.000129488	0.001515025	734.8152535	266.2404169	212.1671996	130.1150595	45.45986279	36.46448449	
MSTRG.2145	MSTRG.2145_jg8448	56.63079715	-2.769480167	0.724278192	-3.823779587	0.000131421	0.001532861	178.3532169	54.01979474	64.26218064	14.84534236	21.46715743	6.837090842	
MSTRG.28362	MSTRG.28362_jg4533	685.6453126	2.087059409	0.546252886	3.820683538	0.000133082	0.001548793	124.8472518	168.4903122	488.5965798	927.3972697	844.1643965	1560.376066	
MSTRG.30249	MSTRG.30249_jg9977	169.8191721	2.306312518	0.604277735	3.816643219	0.00013528	0.001568108	51.72243289	65.59546504	54.06183451	103.9173965	516.4745523	227.1433513	
MSTRG.16487	MSTRG.16487_jg2641	106.0660993	3.281409152	0.859811572	3.816428226	0.000135397	0.001568589	0	30.86845414	27.54093456	141.4673801	158.4781328	278.0416942	
MSTRG.24208	MSTRG.24208_jg35480	64.87655054	3.139866429	0.823687146	3.811964826	0.000137866	0.00159247	0	19.29278384	19.38065765	86.45228786	135.7482014	128.3853725	
MSTRG.18956	MSTRG.18956_jg23320	6985.313894	-2.100065523	0.551393247	-3.808652962	0.000139726	0.001611113	22740.03515	6366.618666	4878.825556	2973.434749	2572.901957	2380.06729	
MSTRG.36719	MSTRG.36719_jg19383	490.5090338	-2.47231171	0.650679906	-3.79958208	0.00014494	0.0016603	1624.797806	493.8952662	375.3727377	182.5103855	206.4635435	60.01446406	
MSTRG.25736	MSTRG.25736_jg36915	492.9282685	-2.357236607	0.620450332	-3.799234984	0.000145143	0.001661177	652.7727737	895.18517	927.2114636	58.508114	336.529262	87.36282743	
MSTRG.29847	MSTRG.29847_jg9592	311.6574198	2.058225729	0.541964692	3.797711846	0.000146038	0.00166737	35.67064337	144.052786	180.5461266	543.1648793	496.2701688	470.2399146	
MSTRG.23082	MSTRG.23082_jg13063	10.26338858	6.392245709	1.683251995	3.797557185	0.000146129	0.00166737	0	0	0	20.08487496	12.62773966	28.86771689	
MSTRG.34912	MSTRG.34912_jg17698	25882.31572	-2.34995867	0.620405472	-3.787778761	0.000152	0.001723872	86938.27556	23031.72534	19858.03385	14228.82402	6188.223822	5048.811749	
MSTRG.28502	MSTRG.28502_jg4673	8.168871888	-6.892788554	1.824286058	-3.778348534	0.000157872	0.001780466	17.83532169	7.717113534	23.46079611	0	0	0	
MSTRG.22600	MSTRG.22600_jg28738	11216.87217	-2.600991772	0.688704697	-3.776642996	0.000158956	0.001789395	42439.14795	10981.45256	4357.587868	4380.249251	2846.29252	2296.502846	
MSTRG.9432	MSTRG.9432_jg24054	672.1897241	-2.264334163	0.599731487	-3.775579927	0.000159636	0.001794963	2316.808287	565.9216592	455.9554722	259.3568636	217.8285092	217.2675534	
MSTRG.33348	MSTRG.33348_jg30500	1798.243469	-3.161100563	0.837679499	-3.773639639	0.000160883	0.001805894	7581.795249	1533.133222	589.5800065	680.2659822	274.0219507	130.6644028	
MSTRG.36858	MSTRG.36858_jg19516	9.889876391	6.34164194	1.683994665	3.76583256	0.000165995	0.001855342	0	0	0	14.84534236	27.78102726	16.71288873	
MSTRG.22477	MSTRG.22477_jg28617	9.711595052	6.314407451	1.67785725	3.763375847	0.000167635	0.001871167	0	0	0	19.21161952	24.62409234	14.43385844	
MSTRG.7074	MSTRG.7074_jg5358	240.0000016	-2.511628449	0.667529582	-3.762572502	0.000168175	0.001874118	848.9613123	243.0890763	133.6245344	53.26858141	93.44527351	67.61123166	
MSTRG.9103	MSTRG.9103_jg7302	47.77519681	4.554226621	1.213752377	3.752187603	0.000175298	0.001938692	0	11.5756703	0	39.29649448	133.2226535	102.5563626	
MSTRG.691	MSTRG.691_jg16043	15.84249328	7.022337398	1.872910269	3.749425434	0.00017724	0.001956049	0	0	0	5.239532597	77.66059893	12.15482816	
MSTRG.8032	MSTRG.8032_jg6284	33908.29385	-2.121127879	0.566155173	-3.746548613	0.000179284	0.001976116	110898.2467	30420.86155	24105.45798	16878.28101	10469.65896	10677.25687	
MSTRG.38710	MSTRG.38710_jg12244	3167.693908	-2.011138212	0.537532041	-3.741429452	0.000182977	0.002008382	7922.449893	3880.421922	3425.276232	2006.740985	491.2190729	1280.055341	
MSTRG.28415	MSTRG.28415_jg4584	2181.293933	-2.101316733	0.561742079	-3.740714486	0.000183498	0.002012421	7180.500511	1846.962506	1587.173858	912.5519274	735.5658354	825.0089616	
MSTRG.33350	MSTRG.33350_jg30502	6310.704273	-2.5881875	0.692011995	-3.740090518	0.000183954	0.00201574	23906.46519	6156.970415	2402.181515	2464.326832	1609.40542	1324.87627	
MSTRG.18620	MSTRG.18620_jg22995	300.9118674	-2.259668629	0.604575504	-3.737611952	0.000185776	0.002028935	950.6226459	298.3950567	244.8083072	147.5801682	104.8102392	59.2547873	
MSTRG.12276	MSTRG.12276_jg34640	9.69623633	6.309593645	1.688545262	3.736703889	0.000186448	0.00203458	0	0	0	27.07091842	15.1532876	15.95321196	
MSTRG.9698	MSTRG.9698_jg24309	37567.39132	-2.103756183	0.563437599	-3.733787357	0.000188622	0.002054029	124882.9224	32820.88386	25158.1337	15013.0074	13783.80923	13745.5913	
MSTRG.21378	MSTRG.21378_jg27566	148.6778442	-2.870003605	0.770200992	-3.726304737	0.000194307	0.002105465	449.4501065	138.9080436	196.8666804	21.83138582	75.135051	9.875797883	
MSTRG.8210	MSTRG.8210_jg6449	57.08500143	3.049637874	0.821358223	3.712920611	0.000204881	0.002199164	0	15.43422707	20.40069227	96.93135305	115.5438179	94.19991827	
MSTRG.34199	MSTRG.34199_jg31326	5412.439093	-2.159061745	0.58192625	-3.710198231	0.000207097	0.002221132	18361.46368	4486.215335	3686.405093	2362.155946	1692.117115	1886.277396	
MSTRG.11908	MSTRG.11908_jg34290	29356.38891	-2.354343295	0.635010428	-3.707566352	0.000209261	0.00224159	108149.8236	22629.14925	16549.04157	10356.80943	10602.25022	7851.259317	
MSTRG.37679	MSTRG.37679_jg20292	505.4387287	-2.129167881	0.574958319	-3.703169098	0.000212923	0.002272475	1623.014273	518.3327924	327.4311109	213.9475811	162.2664547	187.6401598	
MSTRG.36875	MSTRG.36875_jg19532	151.3956125	2.362773523	0.638509823	3.700449761	0.000215218	0.002292308	19.61885385	30.86845414	95.88325366	177.2708529	225.405153	359.3271076	
MSTRG.22540	MSTRG.22540_jg28679	11708.36004	-2.521986948	0.681742416	-3.69932527	0.000216173	0.002300621	43926.61378	11304.28514	4602.396176	4663.184012	3092.533444	2661.147691	
MSTRG.33253	MSTRG.33253_jg30294	801.8797167	-2.20300924	0.595615134	-3.698712665	0.000216696	0.002305246	2541.53334	1035.379399	376.3927723	272.4556951	311.2737827	274.2433104	
MSTRG.22394	MSTRG.22394_jg28537	250.429754	2.459984841	0.665282355	3.697655325	0.0002176	0.002312056	114.1460588	56.59216592	61.2020768	117.016228	790.496503	363.1254914	
MSTRG.38120	MSTRG.38120_jg11679	270.2243621	-2.067949472	0.559675107	-3.694910577	0.000219964	0.002332455	822.2083297	289.3917575	197.886715	119.6359943	85.86862972	106.3547464	
MSTRG.12289	MSTRG.12289_jg34655	61.38198767	-2.243222577	0.607140199	-3.694735715	0.000220116	0.002333119	146.2496378	93.891548	64.26218064	23.57789669	29.67518821	10.63547464	
MSTRG.22574	MSTRG.22574_jg28714	81.8391309	-2.015088985	0.546292433	-3.688663552	0.000225435	0.002380852	78.47541542	132.4771157	182.5861958	19.21161952	33.46351011	44.82092885	
MSTRG.25063	MSTRG.25063_jg36260	84.00979413	-2.087787655	0.566231494	-3.687162722	0.000226768	0.002390126	164.0849595	127.3323733	116.2839459	55.8883477	17.67883553	22.79030281	
MSTRG.21117	MSTRG.21117_jg33477	2491.542685	-2.07061237	0.561699274	-3.686336203	0.000227506	0.002396936	8150.74201	2216.09777	1708.557977	911.6786719	1073.357871	888.8218095	
MSTRG.24907	MSTRG.24907_genb_6264	39.52807013	2.302188414	0.625158569	3.682567156	0.000230897	0.002425851	21.40238602	10.28948471	9.180311521	81.21275526	50.51095866	64.57252462	
MSTRG.4114	MSTRG.4114_jg25571	48.51721789	3.122594269	0.848092359	3.681903554	0.000231499	0.00243023	0	18.00659825	11.22038075	78.59298896	114.9124309	68.37090842	
MSTRG.9309	MSTRG.9309_jg23940.1	226.3319407	-2.058255994	0.559392631	-3.679447818	0.00023374	0.00245179	693.7940136	210.9344366	190.7464727	93.43833132	76.39782497	92.68056475	
MSTRG.27296	MSTRG.27296_jg17486	23.89977156	-4.151369775	1.129319898	-3.675990994	0.000236928	0.002477316	73.12481891	42.44412444	20.40069227	1.746510866	5.682482849	0	
MSTRG.24573	MSTRG.24573_jg35817	39.28374609	-3.895015051	1.060389615	-3.673192379	0.000239539	0.002499641	80.25894759	73.31257858	67.32228448	0	1.89416095	12.91450492	
MSTRG.35825	MSTRG.35825_jg18573	27.60998848	-2.931776735	0.798605017	-3.67112236	0.000241488	0.002515976	69.55775458	32.15463973	44.88152299	2.619766299	5.051095866	11.3951514	
MSTRG.9364	MSTRG.9364_jg23991	365.068258	-2.074905358	0.565282491	-3.670563644	0.000242016	0.002519063	1114.707605	391.0004191	265.2089995	126.6220378	184.9963861	107.8741	
MSTRG.34891	MSTRG.34891_genb_15972.1	33.82391531	4.648687313	1.269844916	3.660830748	0.000251399	0.002595547	0	0	7.140242294	41.04300535	128.1715576	26.58868661	
MSTRG.23959	MSTRG.23959_jg13899	253.0897038	-2.060733653	0.5629821	-3.660389299	0.000251832	0.002596959	675.9586919	245.6614475	303.9703148	84.70577699	156.5839718	51.6580197	
MSTRG.17415	MSTRG.17415_jg10763	122.0622427	2.088866869	0.570649971	3.660504643	0.000251719	0.002596959	83.82601192	19.29278384	37.7412807	171.1580648	238.0328927	182.3224225	
MSTRG.25110	MSTRG.25110_jg36307	182.1916745	2.971537474	0.812150293	3.658851691	0.000253348	0.00260849	90.9601406	27.00989737	7.140242294	150.1999345	506.3723605	311.4674717	
MSTRG.15715	MSTRG.15715_jg1905	2369.954894	-2.005869194	0.54840908	-3.65761485	0.000254573	0.002619051	7085.973306	2266.259008	2032.928985	1421.659845	606.1315039	806.7767194	
MSTRG.7559	MSTRG.7559_jg5834	149.6920685	3.250350672	0.889151217	3.655565678	0.000256615	0.002635949	0	48.87505238	35.70121147	184.2568963	361.1533544	268.1658964	
MSTRG.17372	MSTRG.17372_jg10721.2	42.1535291	2.027232996	0.554682613	3.65476211	0.000257421	0.002642475	14.26825735	18.00659825	17.34058843	49.77555967	66.92702022	86.60315067	
MSTRG.1982	MSTRG.1982_jg8291	17.09589846	-4.291908417	1.174966803	-3.652791216	0.000259405	0.002659384	62.4236259	18.00659825	17.34058843	0	2.525547933	2.279030281	
MSTRG.1766	MSTRG.1766_jg8081	35.170885	4.053341357	1.11173534	3.6459589	0.000266397	0.002724675	0	6.430927945	5.100173067	13.97208693	130.0657185	55.4564035	
MSTRG.24223	MSTRG.24223_jg35495	9.826506369	6.332964369	1.737687867	3.644477521	0.000267936	0.002735089	0	0	0	13.97208693	32.83212313	12.15482816	
MSTRG.18050	MSTRG.18050_jg11374	25.93675025	3.325112518	0.913025054	3.641863389	0.000270672	0.002757658	0	5.144742356	8.160276907	44.53602708	34.72628408	63.0531711	
MSTRG.29840	MSTRG.29840_jg9583	109.5837215	3.371765087	0.927748958	3.634350714	0.000278682	0.002823182	0	34.7270109	22.44076149	342.3161297	102.2846913	155.7337358	
MSTRG.28986	MSTRG.28986_jg8769.2	54.61549073	2.042783876	0.562327634	3.632728951	0.00028044	0.002839545	32.10357903	21.86515501	11.22038075	81.21275526	102.2846913	79.00638306	
MSTRG.35777	MSTRG.35777_jg18527	134.6629416	2.039964498	0.562091369	3.629240032	0.000284257	0.00286233	17.83532169	69.45402181	69.36235371	215.6940919	159.1095198	276.5223407	
MSTRG.2680	MSTRG.2680_jg26778.2	22.89779639	2.801905222	0.772381988	3.627615956	0.00028605	0.002875288	5.350596506	9.003299124	3.06010384	38.42323905	43.56570184	37.98383801	
MSTRG.36749	MSTRG.36749_jg19412	67.55630324	3.426417368	0.944921884	3.62613823	0.000287691	0.002888466	0	20.57896943	13.26044997	95.18484218	221.6168311	54.69672674	
MSTRG.24404	MSTRG.24404_jg35654.1	8.338442103	-6.909364619	1.90935257	-3.618695011	0.000296092	0.002960351	33.8871112	9.003299124	7.140242294	0	0	0	
MSTRG.15337	MSTRG.15337_jg1555	699.7028609	2.140053709	0.592548428	3.611609797	0.000304302	0.003028603	119.4966553	204.5035087	450.8552991	636.6032106	806.2811775	1980.477314	
MSTRG.10978	MSTRG.10978_jg3347	25.22099197	5.005331221	1.385950191	3.611479873	0.000304455	0.003028973	0	0	4.080138454	15.71859779	104.1788522	27.34836337	
MSTRG.38437	MSTRG.38437_jg11985	6.820477528	-6.629363793	1.842607	-3.597817546	0.000320899	0.003161501	14.26825735	15.43422707	11.22038075	0	0	0	
MSTRG.35771	MSTRG.35771_jg18523	68.51798581	-2.52268127	0.701557166	-3.595831377	0.000323357	0.003178489	164.0849595	106.7534039	79.56269985	24.45115212	30.93796218	5.317737322	
MSTRG.37536	MSTRG.37536_jg20157.1	243.9964225	-2.128817323	0.592147359	-3.595080328	0.000324292	0.00318648	392.3770771	384.5694911	415.1540877	49.77555967	181.8394512	40.26286829	
MSTRG.10465	MSTRG.10465_jg2848	41.24818596	-2.304503901	0.641496887	-3.592385165	0.000327665	0.003215428	62.4236259	55.30598033	87.72297675	23.57789669	10.10219173	8.356444363	
MSTRG.34221	MSTRG.34221_jg31346	525.1656991	4.900280303	1.365893275	3.587601163	0.000333734	0.003259744	0	42.44412444	59.16200758	834.8321938	773.4490544	1441.106814	
MSTRG.34879	MSTRG.34879_jg17667	716.3617962	-2.048336829	0.571368527	-3.584966151	0.000337122	0.003283062	2188.393971	749.8461984	523.2777567	407.8102872	188.784708	240.0578562	
MSTRG.2994	MSTRG.2994_jg27070	10.09108909	6.371955143	1.778567087	3.582634126	0.000340147	0.003306389	0	0	0	8.732554329	36.62044503	15.1935352	
MSTRG.31902	MSTRG.31902_jg29017	446.4857337	-2.352016485	0.657349343	-3.578031239	0.000346192	0.003346566	1300.194951	459.1682553	481.4563375	41.04300535	240.5584406	156.4934126	
MSTRG.36721	MSTRG.36721_jg19385	197.8492493	-2.582421413	0.724207244	-3.565859684	0.000362665	0.003467509	686.6598849	194.214024	136.6846382	70.73369006	78.29198592	20.51127253	
MSTRG.26593	MSTRG.26593_jg16798	34.69694555	2.042284019	0.572781396	3.565555785	0.000363086	0.003467777	12.48472518	11.5756703	16.32055381	63.7476466	56.1934415	47.85963589	
MSTRG.34275	MSTRG.34275_jg31402	2157.259406	2.022394915	0.569965668	3.548274971	0.000387763	0.003664767	331.7369834	846.3101176	1377.046728	2643.344195	1969.296001	5775.822408	
MSTRG.2766	MSTRG.2766_jg26854	66.80391429	2.222911674	0.626587097	3.547649934	0.000388684	0.003672152	12.48472518	25.72371178	31.62107302	106.5371628	58.08760245	166.3692105	
MSTRG.25122	MSTRG.25122_jg36317	1074.665955	-2.013680729	0.568143547	-3.544316816	0.000393632	0.003700253	3413.680571	982.6457901	772.1662023	509.1079174	302.434365	467.9608843	
MSTRG.11122	MSTRG.11122_jg3477	209.799793	2.707767991	0.765135506	3.538939139	0.000401738	0.003760685	5.350596506	55.30598033	105.0635652	435.754461	256.9745022	400.3496526	
MSTRG.7190	MSTRG.7190_jg5469	48979.38479	-2.260003422	0.639639855	-3.533243597	0.000410494	0.003821743	178290.7932	39820.30584	25009.20865	18616.05932	13903.14137	18236.80031	
MSTRG.24933	MSTRG.24933_jg36143	59.28034341	2.98663175	0.847734966	3.523072503	0.000426575	0.003938016	0	20.57896943	18.36062304	126.6220378	114.9124309	75.20799926	
MSTRG.26919	MSTRG.26919_jg17117	38.91772617	2.16714728	0.615249462	3.52238793	0.000427678	0.003942655	8.917660843	10.28948471	22.44076149	62.87439117	60.61315039	68.37090842	
MSTRG.7791	MSTRG.7791_jg6055	55.22360508	-2.141659572	0.608774238	-3.517986533	0.000434834	0.003990415	142.6825735	69.45402181	58.14197296	27.94417385	20.20438346	12.91450492	
MSTRG.4442	MSTRG.4442_jg25884	36.27378772	2.316503009	0.659147496	3.51439249	0.000440761	0.004032119	5.350596506	19.29278384	11.22038075	51.52207054	58.08760245	72.16929222	
MSTRG.37271	MSTRG.37271_jg19907	196.1535133	2.053340007	0.584945119	3.510312234	0.000447581	0.004083753	107.0119301	27.00989737	94.86321905	281.1882494	198.8868997	467.9608843	
MSTRG.9679	MSTRG.9679_jg24291	22.55089343	4.83778108	1.378399488	3.509708995	0.000448597	0.004089557	0	0	4.080138454	22.70464125	90.2883386	18.23224225	
MSTRG.6897	MSTRG.6897_jg5195	23.65339782	-2.38730759	0.681936541	-3.500776755	0.000463904	0.004205734	51.72243289	36.01319649	31.62107302	5.239532597	8.208030782	9.116121123	
MSTRG.21387	MSTRG.21387_jg27576	17.5334151	-2.997204907	0.857297065	-3.496110075	0.000472094	0.004264589	35.67064337	27.00989737	30.6010384	6.986043463	1.89416095	3.038707041	
MSTRG.19329	MSTRG.19329_jg23670	217.1014289	-2.486559348	0.71190569	-3.492821287	0.000477946	0.004302028	306.767533	361.4181505	437.5948491	37.54998361	143.3248452	15.95321196	
MSTRG.10283	MSTRG.10283_jg24860	499.1949894	-2.730592983	0.782580318	-3.489217553	0.000484437	0.004346851	1321.597337	679.105991	602.8404565	63.7476466	304.3285259	23.54997957	
MSTRG.33407	MSTRG.33407_jg30559	8.39715254	6.102167621	1.749302608	3.488343065	0.000486024	0.004356627	0	0	0	23.57789669	13.89051363	12.91450492	
MSTRG.25057	MSTRG.25057_jg36254	87.2560889	-2.17115234	0.62264003	-3.48701053	0.000488452	0.004370931	224.7250532	128.6185589	75.48256139	34.05696188	45.45986279	15.1935352	
MSTRG.30960	MSTRG.30960_jg719	749.3866429	2.538626986	0.730973801	3.472938403	0.000514793	0.004540109	358.4899659	186.4969104	116.2839459	315.2452113	2776.839952	742.9638715	
